anio,indicador,tamano_empresa,valor,indicador_std
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,0.0,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,40.44,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,19.88,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,29.18,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,32.22,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,65.85,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,19.85,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,25.03,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,49.65,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,48.33,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,34.04,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,45.87,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,37.02,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,96.16,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,50.67,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,52.47,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,96.16,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,25.66,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,15.27,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,24.04,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,22.16,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,31.94,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,1.92,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,11.46,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,31.94,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,22.89,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,5.01,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,35.66,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,20.0,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,15.47,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,15.35,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,40.03,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,9.9,pct_empresas_venden_web_apps
2018,K.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,28.43,pct_empresas_venden_ecommerce
2018,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,22.73,pct_ventas_ecommerce_sobre_total
2018,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,32.61,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2018,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,22.28,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,25.46,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.34,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,39.13,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,21.64,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,22.39,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,24.52,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,50.36,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,14.97,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,30.09,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,21.17,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,39.14,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,18.85,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,21.44,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,33.92,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,64.79,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,14.35,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,12.92,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,7.98,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,34.74,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,8.68,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,19.66,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,29.27,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,55.57,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,14.48,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,13.0,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.2,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,41.38,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,11.77,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,8.0,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,1.42,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,22.73,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,7.48,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,31.15,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.37,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,31.77,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,28.05,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,36.08,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.27,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,27.85,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,31.16,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,25.3,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,22.55,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,41.9,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,22.09,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,92.51,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,48.35,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,50.04,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,92.51,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,25.73,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,12.88,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,26.82,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,22.98,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,20.85,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,11.55,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,45.61,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,20.85,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,13.88,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,5.52,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,35.77,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,13.28,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,18.96,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.17,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,44.06,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,16.97,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,22.59,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.41,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,34.28,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,18.35,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,23.31,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,6.51,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,24.54,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,20.52,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,19.15,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,5.24,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,24.18,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,14.0,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,26.35,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,6.94,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,24.29,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,17.34,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,15.21,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,5.5,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,30.64,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,12.12,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,11.37,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,1.12,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,11.99,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,8.74,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,16.48,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,7.28,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,30.61,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,14.05,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,13.4,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,2.64,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,13.73,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,12.01,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,8.25,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,1.29,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,20.59,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,7.84,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,29.22,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,7.98,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,24.78,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,26.76,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,33.18,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,7.07,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,20.09,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,29.46,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,22.86,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,6.22,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,25.56,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,20.48,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,91.07,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,49.38,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,53.43,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,91.07,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,26.5,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,9.08,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,32.56,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,24.02,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,19.64,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,6.41,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,36.68,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,19.64,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,12.79,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,1.98,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,20.39,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,12.49,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,18.81,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,13.27,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,44.03,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,16.72,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,24.13,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,11.85,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,35.29,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,19.19,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,33.76,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,12.7,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,31.85,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,26.4,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,32.09,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,11.4,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,31.19,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,18.73,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,46.5,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17.41,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,30.06,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,26.93,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,35.81,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,8.45,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,21.58,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,21.12,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,19.34,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,8.4,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,45.94,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,8.02,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,24.76,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,13.02,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,40.17,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,15.4,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,8.12,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,2.02,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,29.45,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,8.12,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,5.49,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,0.68,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,20.64,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,4.16,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,38.88,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,15.54,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,32.34,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,33.37,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,49.64,pct_empresas_venden_ecommerce
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,15.04,pct_ventas_ecommerce_sobre_total
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,27.08,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,38.86,pct_empresas_venden_web_apps
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,34.81,pct_empresas_venden_ecommerce
