anio,indicador,tamano_empresa,valor,indicador_std
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,6.09,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,11.27,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,14.58,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,51.92,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,10.84,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,21.45,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,6.26,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,17.01,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,16.87,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,29.73,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,15.14,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,37.22,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,19.17,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,32.21,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,15.17,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,37.82,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,12.58,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,46.52,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,19.68,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,35.89,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,18.7,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,33.8,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,12.41,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,31.95,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,13.72,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,22.31,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,8.97,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,34.94,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,5.52,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,25.01,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,20.31,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,54.7,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,9.8,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,5.62,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,5.27,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,26.35,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,3.05,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,0.38,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,41.77,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,31.22,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,16.13,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,36.82,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,24.37,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,41.72,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17.43,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,33.68,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,28.56,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,22.62,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,10.95,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,36.28,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,14.17,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,94.5,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,43.3,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,44.76,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,94.5,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,18.96,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,7.34,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,30.94,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,17.0,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,26.62,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,3.01,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,18.98,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,10.36,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,2.95,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,41.16,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,6.87,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,10.2,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,22.84,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,59.64,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,9.11,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,15.66,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,6.64,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,27.35,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,13.69,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,41.36,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,22.85,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,38.33,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,25.18,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,50.85,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,28.58,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,51.99,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,17.19,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,65.18,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,38.61,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,53.52,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,27.32,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,51.59,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,39.31,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,54.84,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,15.36,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,36.17,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,13.58,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,31.63,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,11.41,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,56.51,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,30.62,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,57.05,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,12.85,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,13.72,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,11.01,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,38.01,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,5.01,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,0.7,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,19.29,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,39.01,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,18.76,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,28.35,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,30.28,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,63.64,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,18.3,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,23.88,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,46.27,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,51.34,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,39.57,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,49.31,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,38.23,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,96.88,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,48.46,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,50.28,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,96.88,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,31.27,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,13.34,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,21.83,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,23.05,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,16.57,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,1.2,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,13.16,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,18.35,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,6.46,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,43.98,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,13.12,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,12.63,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,8.89,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,31.14,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,10.19,pct_empresas_venden_web_apps
2016,M.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,36.09,pct_empresas_venden_ecommerce
2016,M.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,18.27,pct_ventas_ecommerce_sobre_total
2016,M.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,28.24,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2016,M.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,23.48,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,19.61,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.31,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,38.51,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,15.12,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,18.59,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,22.45,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,50.12,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,10.53,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,26.02,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,22.32,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,41.36,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,15.29,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,17.59,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,27.45,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,58.27,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,10.23,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,11.85,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,5.9,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,23.08,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,4.03,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,14.92,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,29.71,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,61.12,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,8.86,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,6.89,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.84,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,46.88,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,6.3,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,3.79,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,0.71,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,24.79,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,2.31,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,23.62,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,15.04,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,30.73,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,20.04,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,26.81,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,14.09,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,26.3,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,20.9,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,18.32,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,21.18,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,44.76,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,14.4,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,89.58,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,45.16,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,47.37,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,89.12,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,21.91,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,11.64,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,23.18,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,20.12,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,20.06,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,2.84,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,37.57,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,19.2,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,8.06,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,4.24,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,33.75,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,7.25,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,8.58,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.45,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,55.7,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,7.19,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,23.37,pct_empresas_venden_ecommerce
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,14.57,pct_ventas_ecommerce_sobre_total
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,28.55,pct_ventas_ecommerce_sobre_total_empresas_que_venden
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,22.1,pct_empresas_venden_web_apps
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,17.22,pct_empresas_venden_ecommerce
