indicador
I.1 % de empresas que han realizado ventas por comercio electrónico (0)
"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)"
I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0)
"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)"
I.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (1)
I.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (1)
I.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales (0)
I.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales (0)
I.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales (0)
I.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales (0)
I.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales (0)
I.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales (0)
I.1.2.G ventas mediante páginas web o apps (miles de euros)
I.1.2.H % ventas mediante páginas web o apps sobre el total de ventas
I.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps
I.1.3.A % ventas realizadas por su propia página web o app (2)
I.1.3.B % ventas realizadas por marketplace (2)
I.1.4.A % del importe de ventas mediante páginas web o apps realizadas a hogares (B2C) (2)
I.1.4.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (2)
I.1.4.B % del importe de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (2)
I.1.4.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (2)
I.1.4.C % del importe de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (2)
I.1.4.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (2)
I.1.5.A % del importe de ventas web realizadas a España (2)
I.1.5.B % del importe de ventas web realizadas a otros países de la UE (2)
I.1.5.C % del importe de ventas web realizadas al resto de países (2)
I.1.6 % de empresas que han realizado ventas mediante mensajes tipo EDI (0)
I.1.7 % de empresas que han realizado ventas mediante mensajes tipo EDI (0)
I.1.7.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales (0)
I.1.7.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales (0)
I.1.7.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales (0)
I.1.7.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales (0)
I.1.7.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales (0)
I.1.7.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales (0)
I.1.7.G ventas mediante mensajes tipo EDI (miles de euros)
I.1.7.H % ventas mediante mensajes tipo EDI sobre el total de ventas
I.1.7.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI
I.1.8.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales (0)
I.1.8.A % del importe de ventas realizadas mediante mensajes tipo EDI a otras empresas (B2B) (3)
I.1.8.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales (0)
I.1.8.B % del importe de ventas realizadas mediante mensajes tipo EDI a la Administración Pública (B2G) (3)
I.1.8.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales (0)
I.1.8.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales (0)
I.1.8.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales (0)
I.1.8.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales (0)
I.1.8.G ventas mediante mensajes tipo EDI (miles de euros)
I.1.8.H % ventas mediante mensajes tipo EDI sobre el total de ventas
I.1.8.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI
I.1.9.A % del importe de ventas realizadas mediante mensajes tipo EDI a España (3)
I.1.9.B % del importe de ventas realizadas mediante mensajes tipo EDI a otros países de la UE (3)
I.1.9.C % del importe de ventas realizadas mediante mensajes tipo EDI al resto de países (3)
I.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales (0)
I.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales (0)
I.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales (0)
I.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales (0)
I.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales (0)
I.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales (0)
I.1.G ventas mediante comercio electrónico (miles de euros)
I.1.H % ventas mediante comercio electrónico sobre el total de ventas
I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico
J.1 % de empresas que han realizado ventas por comercio electrónico
J.1.1 % de empresas que han realizado ventas mediante páginas web o apps
J.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5)
J.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5)
J.1.10.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4)
J.1.10.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1)
J.1.10.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4)
J.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales
J.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales
J.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales
J.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales
J.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales
J.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales
J.1.2.G ventas mediante páginas web o apps (miles de euros)
J.1.2.H % ventas mediante páginas web o apps sobre el total de ventas
J.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps
J.1.3.A % ventas realizadas por su propia página web o app (3)
J.1.3.B % ventas realizadas por marketplace (3)
J.1.4.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3)
J.1.4.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3)
J.1.4.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3)
J.1.5.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3)
J.1.5.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1)
J.1.5.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3)
J.1.6 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (6) (1)
J.1.6.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(6) (1)
J.1.6.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(6) (1)
J.1.6.C % de empresas con ventas a la UE con dificultades por la adaptación del etiquetado del producto(6) (1)
J.1.6.D % de empresas con ventas a la UE con dificultades por falta de conocimiento de lenguas extranjeras para comunicarse con clientes(6) (1)
J.1.6.E % de empresas con ventas a la UE con dificultades por las restricciones de sus socios comerciales con la UE(6) (1)
J.1.6.F % de empresas con ventas a la UE con dificultades relacionadas con el sistema del IVA(6) (1)
J.1.6.G % de empresas con ventas a la UE con dificultades por problemas con la seguridad TIC(6) (1)
J.1.7 % de empresas que han realizado ventas mediante mensajes tipo EDI
J.1.8.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales
J.1.8.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales
J.1.8.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales
J.1.8.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales
J.1.8.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales
J.1.8.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales
J.1.8.G ventas mediante mensajes tipo EDI (miles de euros)
J.1.8.H % ventas mediante mensajes tipo EDI sobre el total de ventas
J.1.8.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI
J.1.9.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4)
J.1.9.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4)
J.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales
J.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales
J.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales
J.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales
J.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales
J.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales
J.1.G ventas mediante comercio electrónico (miles de euros)
J.1.H % ventas mediante comercio electrónico sobre el total de ventas
J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico
J.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2)
J.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1)
J.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2)
K.1 % de empresas que han realizado ventas por comercio electrónico
K.1.1 % de empresas que han realizado ventas mediante páginas web o apps
K.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5)
K.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5)
K.1.10.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales
K.1.10.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4)
K.1.10.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(5)
K.1.10.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales
K.1.10.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4)
K.1.10.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(5)(6)
K.1.10.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales
K.1.10.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (5)
K.1.10.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales
K.1.10.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales
K.1.10.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales
K.1.10.G ventas mediante mensajes tipo EDI (miles de euros)
K.1.10.H % ventas mediante mensajes tipo EDI sobre el total de ventas
K.1.10.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI
K.1.11.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4)
K.1.11.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4)
K.1.11.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4)
K.1.11.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1)
K.1.11.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4)
K.1.12.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4)
K.1.12.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1)
K.1.12.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4)
K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales
