dataset,variable,count,mean,std,min,25%,50%,75%,max
encuesta_fastfashion_clean,freq_compra_anual,318.0,3.1949685534591197,1.1509315246365952,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,canal_compra_moda,318.0,3.408805031446541,1.3110250112655668,1.0,2.0,3.0,5.0,5.0
encuesta_fastfashion_clean,tiempo_rrss_dia,318.0,2.619496855345912,1.2214682165701352,1.0,2.0,2.0,4.0,5.0
encuesta_fastfashion_clean,freq_contenido_moda_rrss,318.0,2.5817610062893084,1.2824638818761975,1.0,1.0,2.0,4.0,5.0
encuesta_fastfashion_clean,sigue_influencers_moda,318.0,2.3459119496855347,1.3641994053140758,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,rs_influyen_compra,318.0,2.808176100628931,1.3235297683675626,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,ha_comprado_por_ver_en_rrss,318.0,2.943396226415094,1.4108425700041352,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,descubre_marcas_por_rrss,318.0,3.3459119496855347,1.4602511403363465,1.0,2.0,4.0,5.0,5.0
encuesta_fastfashion_clean,contenido_moda_aumenta_ganas,318.0,3.1666666666666665,1.4299265016812246,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,compra_por_repeticion_rrss,318.0,2.3364779874213837,1.2991101727100898,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,rrss_mas_que_publicidad,318.0,3.1446540880503147,1.4979964663144205,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,atraen_prendas_de_moda,318.0,3.1037735849056602,1.2827113826427363,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,compra_impulso,318.0,2.5314465408805034,1.2969091314507593,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,influye_prueba_social,318.0,2.6761006289308176,1.2093723960656344,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,interes_productos_virales,318.0,2.4245283018867925,1.2680105374843065,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,rrss_aceleran_tendencias,318.0,4.336477987421383,0.9038942306879802,1.0,4.0,5.0,5.0,5.0
encuesta_fastfashion_clean,rrss_favorecen_consumo_rapido,318.0,4.339622641509434,0.9217333053402389,1.0,4.0,5.0,5.0,5.0
encuesta_fastfashion_clean,ha_comprado_y_apenas_usado,318.0,2.361635220125786,1.321279312291695,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,confia_influencers,318.0,2.308176100628931,1.1452807325160255,1.0,1.0,2.0,3.0,5.0
encuesta_fastfashion_clean,autenticidad_influencer_compra,318.0,3.1635220125786163,1.38661566906966,1.0,2.0,4.0,4.0,5.0
encuesta_fastfashion_clean,influencers_interes_comercial,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
encuesta_fastfashion_clean,freq_compra_por_rrss_6m,177.0,2.3502824858757063,0.9602393341450037,1.0,2.0,2.0,3.0,5.0
encuesta_fastfashion_clean,satisfaccion_compra_rrss,318.0,3.0628930817610063,1.1299509192947623,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,arrepentimiento_compra_rrss,318.0,2.5723270440251573,1.3454403404608841,1.0,1.0,2.5,3.75,5.0
encuesta_fastfashion_clean,seguira_comprando_influido_rrss,318.0,2.6635220125786163,1.2991101727100898,1.0,1.0,3.0,4.0,5.0
encuesta_fastfashion_clean,recomendaria_productos_descubiertos_rrss,318.0,2.940251572327044,1.2532164043253164,1.0,2.0,3.0,4.0,5.0
encuesta_fastfashion_clean,id_respuesta,318.0,159.5,91.9429170735843,1.0,80.25,159.5,238.75,318.0
encuesta_fastfashion_clean,compra_ult_6m_por_rrss_bin,318.0,0.449685534591195,0.49824603576548654,0.0,0.0,0.0,1.0,1.0
encuesta_fastfashion_clean,indice_influencia_rrss,318.0,3.081761006289308,1.254234737004758,1.0,2.0,3.3,4.2,5.0
encuesta_fastfashion_clean,indice_impulso_tendencia,318.0,2.614465408805031,1.0223580387356954,1.0,1.8,2.6,3.4,5.0
encuesta_fastfashion_clean,indice_confianza_influencers,318.0,2.7358490566037736,1.1459864412445975,1.0,1.5,3.0,3.5,5.0
encuesta_fastfashion_clean,indice_escepticismo_influencers,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
encuesta_fastfashion_clean,indice_difusion_fastfashion,318.0,4.338050314465409,0.8451188317223574,1.0,4.0,4.5,5.0,5.0
encuesta_fastfashion_clean,indice_postcompra,318.0,2.8888888888888893,1.0927326878920367,1.0,2.0,3.0,3.6666666666666665,5.0
encuesta_fastfashion_clean,indice_riesgo_arrepentimiento,318.0,2.4669811320754715,1.1570702994530266,1.0,1.5,2.5,3.0,5.0
encuesta_fastfashion_clean,target_recomendaria_bin,318.0,0.3522012578616352,0.4784090983260966,0.0,0.0,0.0,1.0,1.0
encuesta_fastfashion_clean,target_seguira_comprando_bin,318.0,0.29559748427672955,0.4570300381446737,0.0,0.0,0.0,1.0,1.0
encuesta_rrss_long,id_respuesta,826.0,156.25786924939467,92.43260656381854,1.0,75.0,158.5,232.75,318.0
encuesta_marcas_vistas_long,id_respuesta,633.0,160.9431279620853,93.11752435890904,1.0,81.0,160.0,242.0,318.0
encuesta_marcas_influyen_long,id_respuesta,548.0,159.22445255474452,92.54104669927294,1.0,77.0,160.5,239.25,318.0
capa3_master_encuesta,freq_compra_anual,318.0,3.1949685534591197,1.1509315246365952,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,canal_compra_moda,318.0,3.408805031446541,1.3110250112655668,1.0,2.0,3.0,5.0,5.0
capa3_master_encuesta,tiempo_rrss_dia,318.0,2.619496855345912,1.2214682165701352,1.0,2.0,2.0,4.0,5.0
capa3_master_encuesta,freq_contenido_moda_rrss,318.0,2.5817610062893084,1.2824638818761975,1.0,1.0,2.0,4.0,5.0
