dataset,variable,count,mean,std,min,25%,50%,75%,max
capa3_master_encuesta,sigue_influencers_moda,318.0,2.3459119496855347,1.3641994053140758,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,rs_influyen_compra,318.0,2.808176100628931,1.3235297683675626,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,ha_comprado_por_ver_en_rrss,318.0,2.943396226415094,1.4108425700041352,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,descubre_marcas_por_rrss,318.0,3.3459119496855347,1.4602511403363465,1.0,2.0,4.0,5.0,5.0
capa3_master_encuesta,contenido_moda_aumenta_ganas,318.0,3.1666666666666665,1.4299265016812246,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,compra_por_repeticion_rrss,318.0,2.3364779874213837,1.2991101727100898,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,rrss_mas_que_publicidad,318.0,3.1446540880503147,1.4979964663144205,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,atraen_prendas_de_moda,318.0,3.1037735849056602,1.2827113826427363,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,compra_impulso,318.0,2.5314465408805034,1.2969091314507593,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,influye_prueba_social,318.0,2.6761006289308176,1.2093723960656344,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,interes_productos_virales,318.0,2.4245283018867925,1.2680105374843065,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,rrss_aceleran_tendencias,318.0,4.336477987421383,0.9038942306879802,1.0,4.0,5.0,5.0,5.0
capa3_master_encuesta,rrss_favorecen_consumo_rapido,318.0,4.339622641509434,0.9217333053402389,1.0,4.0,5.0,5.0,5.0
capa3_master_encuesta,ha_comprado_y_apenas_usado,318.0,2.361635220125786,1.321279312291695,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,confia_influencers,318.0,2.308176100628931,1.1452807325160255,1.0,1.0,2.0,3.0,5.0
capa3_master_encuesta,autenticidad_influencer_compra,318.0,3.1635220125786163,1.38661566906966,1.0,2.0,4.0,4.0,5.0
capa3_master_encuesta,influencers_interes_comercial,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
capa3_master_encuesta,freq_compra_por_rrss_6m,177.0,2.3502824858757063,0.9602393341450037,1.0,2.0,2.0,3.0,5.0
capa3_master_encuesta,satisfaccion_compra_rrss,318.0,3.0628930817610063,1.1299509192947623,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,arrepentimiento_compra_rrss,318.0,2.5723270440251573,1.3454403404608841,1.0,1.0,2.5,3.75,5.0
capa3_master_encuesta,seguira_comprando_influido_rrss,318.0,2.6635220125786163,1.2991101727100898,1.0,1.0,3.0,4.0,5.0
capa3_master_encuesta,recomendaria_productos_descubiertos_rrss,318.0,2.940251572327044,1.2532164043253164,1.0,2.0,3.0,4.0,5.0
capa3_master_encuesta,id_respuesta,318.0,159.5,91.9429170735843,1.0,80.25,159.5,238.75,318.0
capa3_master_encuesta,compra_ult_6m_por_rrss_bin,318.0,0.449685534591195,0.49824603576548654,0.0,0.0,0.0,1.0,1.0
capa3_master_encuesta,indice_influencia_rrss,318.0,3.081761006289308,1.254234737004758,1.0,2.0,3.3,4.2,5.0
capa3_master_encuesta,indice_impulso_tendencia,318.0,2.614465408805031,1.0223580387356954,1.0,1.8,2.6,3.4,5.0
capa3_master_encuesta,indice_confianza_influencers,318.0,2.7358490566037736,1.1459864412445975,1.0,1.5,3.0,3.5,5.0
capa3_master_encuesta,indice_escepticismo_influencers,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
capa3_master_encuesta,indice_difusion_fastfashion,318.0,4.338050314465409,0.8451188317223574,1.0,4.0,4.5,5.0,5.0
capa3_master_encuesta,indice_postcompra,318.0,2.8888888888888893,1.0927326878920367,1.0,2.0,3.0,3.6666666666666665,5.0
capa3_master_encuesta,indice_riesgo_arrepentimiento,318.0,2.4669811320754715,1.1570702994530266,1.0,1.5,2.5,3.0,5.0
capa3_master_encuesta,target_recomendaria_bin,318.0,0.3522012578616352,0.4784090983260966,0.0,0.0,0.0,1.0,1.0
capa3_master_encuesta,target_seguira_comprando_bin,318.0,0.29559748427672955,0.4570300381446737,0.0,0.0,0.0,1.0,1.0
capa3_clustering_ready,id_respuesta,318.0,159.5,91.9429170735843,1.0,80.25,159.5,238.75,318.0
capa3_clustering_ready,freq_compra_anual,318.0,3.1949685534591197,1.1509315246365952,1.0,2.0,3.0,4.0,5.0
capa3_clustering_ready,canal_compra_moda,318.0,3.408805031446541,1.3110250112655668,1.0,2.0,3.0,5.0,5.0
capa3_clustering_ready,tiempo_rrss_dia,318.0,2.619496855345912,1.2214682165701352,1.0,2.0,2.0,4.0,5.0
capa3_clustering_ready,freq_contenido_moda_rrss,318.0,2.5817610062893084,1.2824638818761975,1.0,1.0,2.0,4.0,5.0
capa3_clustering_ready,sigue_influencers_moda,318.0,2.3459119496855347,1.3641994053140758,1.0,1.0,2.0,3.0,5.0
capa3_clustering_ready,indice_influencia_rrss,318.0,3.081761006289308,1.254234737004758,1.0,2.0,3.3,4.2,5.0
capa3_clustering_ready,indice_impulso_tendencia,318.0,2.614465408805031,1.0223580387356954,1.0,1.8,2.6,3.4,5.0
capa3_clustering_ready,indice_confianza_influencers,318.0,2.7358490566037736,1.1459864412445975,1.0,1.5,3.0,3.5,5.0
capa3_clustering_ready,indice_escepticismo_influencers,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
capa3_clustering_ready,indice_difusion_fastfashion,318.0,4.338050314465409,0.8451188317223574,1.0,4.0,4.5,5.0,5.0
capa3_clustering_ready,indice_postcompra,318.0,2.8888888888888893,1.0927326878920367,1.0,2.0,3.0,3.6666666666666665,5.0
capa3_clustering_ready,indice_riesgo_arrepentimiento,318.0,2.4669811320754715,1.1570702994530266,1.0,1.5,2.5,3.0,5.0
capa3_clustering_ready,compra_ult_6m_por_rrss_bin,318.0,0.449685534591195,0.49824603576548654,0.0,0.0,0.0,1.0,1.0
capa3_supervised_ready,id_respuesta,318.0,159.5,91.9429170735843,1.0,80.25,159.5,238.75,318.0
capa3_supervised_ready,freq_compra_anual,318.0,3.1949685534591197,1.1509315246365952,1.0,2.0,3.0,4.0,5.0
capa3_supervised_ready,canal_compra_moda,318.0,3.408805031446541,1.3110250112655668,1.0,2.0,3.0,5.0,5.0
capa3_supervised_ready,tiempo_rrss_dia,318.0,2.619496855345912,1.2214682165701352,1.0,2.0,2.0,4.0,5.0
capa3_supervised_ready,freq_contenido_moda_rrss,318.0,2.5817610062893084,1.2824638818761975,1.0,1.0,2.0,4.0,5.0
capa3_supervised_ready,sigue_influencers_moda,318.0,2.3459119496855347,1.3641994053140758,1.0,1.0,2.0,3.0,5.0
capa3_supervised_ready,compra_ult_6m_por_rrss_bin,318.0,0.449685534591195,0.49824603576548654,0.0,0.0,0.0,1.0,1.0
capa3_supervised_ready,indice_influencia_rrss,318.0,3.081761006289308,1.254234737004758,1.0,2.0,3.3,4.2,5.0
capa3_supervised_ready,indice_impulso_tendencia,318.0,2.614465408805031,1.0223580387356954,1.0,1.8,2.6,3.4,5.0
capa3_supervised_ready,indice_confianza_influencers,318.0,2.7358490566037736,1.1459864412445975,1.0,1.5,3.0,3.5,5.0
capa3_supervised_ready,indice_escepticismo_influencers,318.0,4.317610062893082,0.9871754686118461,1.0,4.0,5.0,5.0,5.0
capa3_supervised_ready,indice_difusion_fastfashion,318.0,4.338050314465409,0.8451188317223574,1.0,4.0,4.5,5.0,5.0
capa3_supervised_ready,indice_riesgo_arrepentimiento,318.0,2.4669811320754715,1.1570702994530266,1.0,1.5,2.5,3.0,5.0
capa3_supervised_ready,target_recomendaria_bin,318.0,0.3522012578616352,0.4784090983260966,0.0,0.0,0.0,1.0,1.0
capa3_supervised_ready,target_seguira_comprando_bin,318.0,0.29559748427672955,0.4570300381446737,0.0,0.0,0.0,1.0,1.0
capa3_generacion_summary,n_respuestas,4.0,79.5,45.822119840385675,54.0,54.0,58.0,83.5,148.0
capa3_generacion_summary,influencia_rrss_media,4.0,2.8805151926119668,0.680144117442484,2.0407407407407407,2.49647550776583,2.9501194743130226,3.334159159159159,3.581081081081081
capa3_generacion_summary,impulso_tendencia_medio,4.0,2.5121799218573413,0.336882594824821,2.1333333333333333,2.2873655913978497,2.5212066905615296,2.746021021021021,2.8729729729729727
capa3_generacion_summary,confianza_influencers_media,4.0,2.568617004100875,0.549641966018164,1.9814814814814812,2.1768219832735958,2.565412186379928,2.9572072072072073,3.1621621621621623
capa3_generacion_summary,postcompra_media,4.0,2.7298777271895553,0.5519854087816893,2.074074074074074,2.385454002389486,2.778574273197929,3.122997997997998,3.288288288288288
capa3_generacion_summary,arrepentimiento_medio,4.0,2.3871139284445735,0.29897945816399446,2.009259259259259,2.2200567502986854,2.436827956989247,2.603885135135135,2.6655405405405403
capa3_generacion_summary,pct_compra_ult_6m_rrss,4.0,42.7175,16.054732168429346,22.22,34.5875,44.695,52.825,59.26
capa3_sample_structure,n_respuestas,9.0,35.333333333333336,29.635283025474884,1.0,19.0,34.0,43.0,105.0
capa3_target_summary,n_validos,3.0,318.0,0.0,318.0,318.0,318.0,318.0,318.0
capa3_target_summary,pct_clase_1,3.0,36.583333333333336,7.794936390589299,29.56,32.39,35.22,40.095,44.97
capa3_target_summary,pct_clase_0,3.0,63.416666666666664,7.794936390589298,55.03,59.905,64.78,67.61,70.44
capa3_dataset_quality_summary,rows,3.0,318.0,0.0,318.0,318.0,318.0,318.0,318.0
capa3_dataset_quality_summary,cols,3.0,26.666666666666668,15.88500340992514,17.0,17.5,18.0,31.5,45.0
capa3_dataset_quality_summary,complete_cases,3.0,271.0,81.40638795573723,177.0,247.5,318.0,318.0,318.0
capa3_dataset_quality_summary,pct_complete_cases,3.0,85.22,25.599710935868007,55.66,77.83,100.0,100.0,100.0
capa3_dataset_quality_summary,total_nulls,3.0,47.0,81.40638795573723,0.0,0.0,0.0,70.5,141.0
capa3_dataset_quality_summary,avg_nulls_per_row,3.0,0.14780000000000001,0.2559971093586801,0.0,0.0,0.0,0.2217,0.4434
