fecha,interes_trends,marca,categoria_producto,termino_busqueda
2017-03-01,0,Shein,pantalones,shein pantalones
2017-03-01,0,Shein,tops,shein tops
2017-03-01,10,Shein,vestidos,shein vestidos
2017-03-01,9,Shein,zapatos,shein zapatos
2017-03-01,43,Zara,pantalones,zara pantalones
2017-03-01,32,Zara,tops,zara tops
2017-03-01,57,Zara,vestidos,zara vestidos
2017-03-01,83,Zara,zapatos,zara zapatos
2017-04-01,44,H&M,pantalones,h&m pantalones
2017-04-01,0,H&M,tops,h&m tops
2017-04-01,57,H&M,vestidos,h&m vestidos
2017-04-01,72,H&M,zapatos,h&m zapatos
2017-04-01,51,Mango,pantalones,mango pantalones
2017-04-01,49,Mango,tops,mango tops
2017-04-01,57,Mango,vestidos,mango vestidos
2017-04-01,87,Mango,zapatos,mango zapatos
2017-04-01,47,Massimo Dutti,pantalones,massimo dutti pantalones
2017-04-01,0,Massimo Dutti,tops,massimo dutti tops
2017-04-01,48,Massimo Dutti,vestidos,massimo dutti vestidos
2017-04-01,74,Massimo Dutti,zapatos,massimo dutti zapatos
2017-04-01,4,Shein,pantalones,shein pantalones
2017-04-01,0,Shein,tops,shein tops
2017-04-01,6,Shein,vestidos,shein vestidos
2017-04-01,7,Shein,zapatos,shein zapatos
2017-04-01,57,Zara,pantalones,zara pantalones
2017-04-01,39,Zara,tops,zara tops
2017-04-01,63,Zara,vestidos,zara vestidos
2017-04-01,90,Zara,zapatos,zara zapatos
2017-05-01,56,H&M,pantalones,h&m pantalones
2017-05-01,60,H&M,tops,h&m tops
2017-05-01,69,H&M,vestidos,h&m vestidos
2017-05-01,73,H&M,zapatos,h&m zapatos
2017-05-01,59,Mango,pantalones,mango pantalones
2017-05-01,60,Mango,tops,mango tops
2017-05-01,77,Mango,vestidos,mango vestidos
2017-05-01,95,Mango,zapatos,mango zapatos
2017-05-01,57,Massimo Dutti,pantalones,massimo dutti pantalones
2017-05-01,46,Massimo Dutti,tops,massimo dutti tops
2017-05-01,63,Massimo Dutti,vestidos,massimo dutti vestidos
2017-05-01,88,Massimo Dutti,zapatos,massimo dutti zapatos
2017-05-01,5,Shein,pantalones,shein pantalones
2017-05-01,11,Shein,tops,shein tops
2017-05-01,5,Shein,vestidos,shein vestidos
2017-05-01,6,Shein,zapatos,shein zapatos
2017-05-01,60,Zara,pantalones,zara pantalones
2017-05-01,46,Zara,tops,zara tops
2017-05-01,75,Zara,vestidos,zara vestidos
2017-05-01,95,Zara,zapatos,zara zapatos
2017-06-01,49,H&M,pantalones,h&m pantalones
2017-06-01,66,H&M,tops,h&m tops
2017-06-01,71,H&M,vestidos,h&m vestidos
2017-06-01,68,H&M,zapatos,h&m zapatos
2017-06-01,53,Mango,pantalones,mango pantalones
2017-06-01,62,Mango,tops,mango tops
2017-06-01,71,Mango,vestidos,mango vestidos
2017-06-01,76,Mango,zapatos,mango zapatos
2017-06-01,46,Massimo Dutti,pantalones,massimo dutti pantalones
2017-06-01,70,Massimo Dutti,tops,massimo dutti tops
2017-06-01,100,Massimo Dutti,vestidos,massimo dutti vestidos
2017-06-01,78,Massimo Dutti,zapatos,massimo dutti zapatos
2017-06-01,0,Shein,pantalones,shein pantalones
2017-06-01,0,Shein,tops,shein tops
2017-06-01,7,Shein,vestidos,shein vestidos
2017-06-01,7,Shein,zapatos,shein zapatos
2017-06-01,56,Zara,pantalones,zara pantalones
2017-06-01,49,Zara,tops,zara tops
2017-06-01,67,Zara,vestidos,zara vestidos
2017-06-01,74,Zara,zapatos,zara zapatos
2017-07-01,38,H&M,pantalones,h&m pantalones
2017-07-01,65,H&M,tops,h&m tops
2017-07-01,51,H&M,vestidos,h&m vestidos
2017-07-01,48,H&M,zapatos,h&m zapatos
2017-07-01,41,Mango,pantalones,mango pantalones
2017-07-01,52,Mango,tops,mango tops
2017-07-01,48,Mango,vestidos,mango vestidos
2017-07-01,59,Mango,zapatos,mango zapatos
2017-07-01,26,Massimo Dutti,pantalones,massimo dutti pantalones
2017-07-01,0,Massimo Dutti,tops,massimo dutti tops
2017-07-01,50,Massimo Dutti,vestidos,massimo dutti vestidos
2017-07-01,82,Massimo Dutti,zapatos,massimo dutti zapatos
2017-07-01,4,Shein,pantalones,shein pantalones
2017-07-01,0,Shein,tops,shein tops
2017-07-01,13,Shein,vestidos,shein vestidos
2017-07-01,6,Shein,zapatos,shein zapatos
2017-07-01,45,Zara,pantalones,zara pantalones
2017-07-01,37,Zara,tops,zara tops
2017-07-01,55,Zara,vestidos,zara vestidos
2017-07-01,67,Zara,zapatos,zara zapatos
2017-08-01,37,H&M,pantalones,h&m pantalones
2017-08-01,0,H&M,tops,h&m tops
2017-08-01,33,H&M,vestidos,h&m vestidos
2017-08-01,41,H&M,zapatos,h&m zapatos
2017-08-01,29,Mango,pantalones,mango pantalones
2017-08-01,31,Mango,tops,mango tops
2017-08-01,42,Mango,vestidos,mango vestidos
2017-08-01,50,Mango,zapatos,mango zapatos
2017-08-01,25,Massimo Dutti,pantalones,massimo dutti pantalones
2017-08-01,0,Massimo Dutti,tops,massimo dutti tops
2017-08-01,35,Massimo Dutti,vestidos,massimo dutti vestidos
2017-08-01,55,Massimo Dutti,zapatos,massimo dutti zapatos
2017-08-01,4,Shein,pantalones,shein pantalones
2017-08-01,0,Shein,tops,shein tops
2017-08-01,14,Shein,vestidos,shein vestidos
2017-08-01,8,Shein,zapatos,shein zapatos
2017-08-01,35,Zara,pantalones,zara pantalones
2017-08-01,31,Zara,tops,zara tops
2017-08-01,51,Zara,vestidos,zara vestidos
2017-08-01,60,Zara,zapatos,zara zapatos
2017-09-01,44,H&M,pantalones,h&m pantalones
2017-09-01,0,H&M,tops,h&m tops
2017-09-01,35,H&M,vestidos,h&m vestidos
2017-09-01,58,H&M,zapatos,h&m zapatos
2017-09-01,39,Mango,pantalones,mango pantalones
2017-09-01,28,Mango,tops,mango tops
2017-09-01,42,Mango,vestidos,mango vestidos
2017-09-01,71,Mango,zapatos,mango zapatos
2017-09-01,37,Massimo Dutti,pantalones,massimo dutti pantalones
2017-09-01,0,Massimo Dutti,tops,massimo dutti tops
2017-09-01,37,Massimo Dutti,vestidos,massimo dutti vestidos
2017-09-01,76,Massimo Dutti,zapatos,massimo dutti zapatos
2017-09-01,5,Shein,pantalones,shein pantalones
2017-09-01,0,Shein,tops,shein tops
2017-09-01,5,Shein,vestidos,shein vestidos
2017-09-01,9,Shein,zapatos,shein zapatos
2017-09-01,48,Zara,pantalones,zara pantalones
2017-09-01,24,Zara,tops,zara tops
2017-09-01,57,Zara,vestidos,zara vestidos
2017-09-01,81,Zara,zapatos,zara zapatos
2017-10-01,39,H&M,pantalones,h&m pantalones
2017-10-01,56,H&M,tops,h&m tops
2017-10-01,33,H&M,vestidos,h&m vestidos
2017-10-01,54,H&M,zapatos,h&m zapatos
2017-10-01,48,Mango,pantalones,mango pantalones
2017-10-01,27,Mango,tops,mango tops
2017-10-01,36,Mango,vestidos,mango vestidos
2017-10-01,69,Mango,zapatos,mango zapatos
2017-10-01,39,Massimo Dutti,pantalones,massimo dutti pantalones
2017-10-01,0,Massimo Dutti,tops,massimo dutti tops
2017-10-01,31,Massimo Dutti,vestidos,massimo dutti vestidos
2017-10-01,71,Massimo Dutti,zapatos,massimo dutti zapatos
2017-10-01,8,Shein,pantalones,shein pantalones
2017-10-01,0,Shein,tops,shein tops
2017-10-01,5,Shein,vestidos,shein vestidos
2017-10-01,8,Shein,zapatos,shein zapatos
2017-10-01,54,Zara,pantalones,zara pantalones
2017-10-01,27,Zara,tops,zara tops
2017-10-01,49,Zara,vestidos,zara vestidos
2017-10-01,75,Zara,zapatos,zara zapatos
2017-11-01,59,H&M,pantalones,h&m pantalones
2017-11-01,52,H&M,tops,h&m tops
2017-11-01,56,H&M,vestidos,h&m vestidos
2017-11-01,70,H&M,zapatos,h&m zapatos
2017-11-01,63,Mango,pantalones,mango pantalones
2017-11-01,44,Mango,tops,mango tops
2017-11-01,49,Mango,vestidos,mango vestidos
2017-11-01,82,Mango,zapatos,mango zapatos
2017-11-01,61,Massimo Dutti,pantalones,massimo dutti pantalones
2017-11-01,43,Massimo Dutti,tops,massimo dutti tops
2017-11-01,36,Massimo Dutti,vestidos,massimo dutti vestidos
2017-11-01,90,Massimo Dutti,zapatos,massimo dutti zapatos
2017-11-01,5,Shein,pantalones,shein pantalones
2017-11-01,0,Shein,tops,shein tops
2017-11-01,13,Shein,vestidos,shein vestidos
2017-11-01,12,Shein,zapatos,shein zapatos
2017-11-01,72,Zara,pantalones,zara pantalones
2017-11-01,28,Zara,tops,zara tops
2017-11-01,68,Zara,vestidos,zara vestidos
2017-11-01,82,Zara,zapatos,zara zapatos
2017-12-01,60,H&M,pantalones,h&m pantalones
2017-12-01,60,H&M,tops,h&m tops
2017-12-01,66,H&M,vestidos,h&m vestidos
2017-12-01,77,H&M,zapatos,h&m zapatos
2017-12-01,57,Mango,pantalones,mango pantalones
2017-12-01,65,Mango,tops,mango tops
2017-12-01,51,Mango,vestidos,mango vestidos
2017-12-01,57,Mango,zapatos,mango zapatos
2017-12-01,51,Massimo Dutti,pantalones,massimo dutti pantalones
2017-12-01,49,Massimo Dutti,tops,massimo dutti tops
2017-12-01,27,Massimo Dutti,vestidos,massimo dutti vestidos
2017-12-01,77,Massimo Dutti,zapatos,massimo dutti zapatos
2017-12-01,4,Shein,pantalones,shein pantalones
2017-12-01,0,Shein,tops,shein tops
2017-12-01,13,Shein,vestidos,shein vestidos
2017-12-01,9,Shein,zapatos,shein zapatos
2017-12-01,68,Zara,pantalones,zara pantalones
2017-12-01,44,Zara,tops,zara tops
2017-12-01,67,Zara,vestidos,zara vestidos
2017-12-01,71,Zara,zapatos,zara zapatos
2018-01-01,52,H&M,pantalones,h&m pantalones
2018-01-01,40,H&M,tops,h&m tops
2018-01-01,28,H&M,vestidos,h&m vestidos
2018-01-01,60,H&M,zapatos,h&m zapatos
2018-01-01,54,Mango,pantalones,mango pantalones
2018-01-01,13,Mango,tops,mango tops
2018-01-01,32,Mango,vestidos,mango vestidos
2018-01-01,55,Mango,zapatos,mango zapatos
2018-01-01,62,Massimo Dutti,pantalones,massimo dutti pantalones
2018-01-01,0,Massimo Dutti,tops,massimo dutti tops
2018-01-01,32,Massimo Dutti,vestidos,massimo dutti vestidos
2018-01-01,100,Massimo Dutti,zapatos,massimo dutti zapatos
2018-01-01,6,Shein,pantalones,shein pantalones
2018-01-01,0,Shein,tops,shein tops
2018-01-01,7,Shein,vestidos,shein vestidos
2018-01-01,8,Shein,zapatos,shein zapatos
2018-01-01,60,Zara,pantalones,zara pantalones
2018-01-01,18,Zara,tops,zara tops
2018-01-01,46,Zara,vestidos,zara vestidos
2018-01-01,68,Zara,zapatos,zara zapatos
2018-02-01,36,H&M,pantalones,h&m pantalones
2018-02-01,0,H&M,tops,h&m tops
2018-02-01,29,H&M,vestidos,h&m vestidos
2018-02-01,39,H&M,zapatos,h&m zapatos
2018-02-01,37,Mango,pantalones,mango pantalones
2018-02-01,14,Mango,tops,mango tops
2018-02-01,37,Mango,vestidos,mango vestidos
2018-02-01,53,Mango,zapatos,mango zapatos
2018-02-01,37,Massimo Dutti,pantalones,massimo dutti pantalones
2018-02-01,0,Massimo Dutti,tops,massimo dutti tops
2018-02-01,38,Massimo Dutti,vestidos,massimo dutti vestidos
2018-02-01,65,Massimo Dutti,zapatos,massimo dutti zapatos
2018-02-01,6,Shein,pantalones,shein pantalones
2018-02-01,16,Shein,tops,shein tops
2018-02-01,7,Shein,vestidos,shein vestidos
2018-02-01,10,Shein,zapatos,shein zapatos
2018-02-01,47,Zara,pantalones,zara pantalones
2018-02-01,13,Zara,tops,zara tops
2018-02-01,44,Zara,vestidos,zara vestidos
2018-02-01,58,Zara,zapatos,zara zapatos
2018-03-01,51,H&M,pantalones,h&m pantalones
2018-03-01,53,H&M,tops,h&m tops
2018-03-01,55,H&M,vestidos,h&m vestidos
2018-03-01,64,H&M,zapatos,h&m zapatos
2018-03-01,46,Mango,pantalones,mango pantalones
2018-03-01,32,Mango,tops,mango tops
2018-03-01,56,Mango,vestidos,mango vestidos
2018-03-01,66,Mango,zapatos,mango zapatos
2018-03-01,39,Massimo Dutti,pantalones,massimo dutti pantalones
2018-03-01,0,Massimo Dutti,tops,massimo dutti tops
2018-03-01,54,Massimo Dutti,vestidos,massimo dutti vestidos
2018-03-01,60,Massimo Dutti,zapatos,massimo dutti zapatos
2018-03-01,6,Shein,pantalones,shein pantalones
2018-03-01,11,Shein,tops,shein tops
2018-03-01,9,Shein,vestidos,shein vestidos
2018-03-01,10,Shein,zapatos,shein zapatos
2018-03-01,58,Zara,pantalones,zara pantalones
2018-03-01,26,Zara,tops,zara tops
2018-03-01,56,Zara,vestidos,zara vestidos
2018-03-01,70,Zara,zapatos,zara zapatos
2018-04-01,58,H&M,pantalones,h&m pantalones
2018-04-01,84,H&M,tops,h&m tops
2018-04-01,72,H&M,vestidos,h&m vestidos
2018-04-01,93,H&M,zapatos,h&m zapatos
2018-04-01,66,Mango,pantalones,mango pantalones
2018-04-01,63,Mango,tops,mango tops
2018-04-01,75,Mango,vestidos,mango vestidos
2018-04-01,92,Mango,zapatos,mango zapatos
2018-04-01,48,Massimo Dutti,pantalones,massimo dutti pantalones
2018-04-01,60,Massimo Dutti,tops,massimo dutti tops
2018-04-01,61,Massimo Dutti,vestidos,massimo dutti vestidos
2018-04-01,84,Massimo Dutti,zapatos,massimo dutti zapatos
2018-04-01,10,Shein,pantalones,shein pantalones
2018-04-01,21,Shein,tops,shein tops
2018-04-01,19,Shein,vestidos,shein vestidos
2018-04-01,12,Shein,zapatos,shein zapatos
2018-04-01,74,Zara,pantalones,zara pantalones
2018-04-01,45,Zara,tops,zara tops
2018-04-01,75,Zara,vestidos,zara vestidos
2018-04-01,86,Zara,zapatos,zara zapatos
2018-05-01,78,H&M,pantalones,h&m pantalones
2018-05-01,69,H&M,tops,h&m tops
2018-05-01,66,H&M,vestidos,h&m vestidos
2018-05-01,88,H&M,zapatos,h&m zapatos
2018-05-01,70,Mango,pantalones,mango pantalones
2018-05-01,74,Mango,tops,mango tops
2018-05-01,68,Mango,vestidos,mango vestidos
2018-05-01,83,Mango,zapatos,mango zapatos
2018-05-01,47,Massimo Dutti,pantalones,massimo dutti pantalones
2018-05-01,72,Massimo Dutti,tops,massimo dutti tops
2018-05-01,54,Massimo Dutti,vestidos,massimo dutti vestidos
2018-05-01,76,Massimo Dutti,zapatos,massimo dutti zapatos
2018-05-01,12,Shein,pantalones,shein pantalones
2018-05-01,20,Shein,tops,shein tops
2018-05-01,14,Shein,vestidos,shein vestidos
2018-05-01,12,Shein,zapatos,shein zapatos
2018-05-01,76,Zara,pantalones,zara pantalones
2018-05-01,56,Zara,tops,zara tops
2018-05-01,69,Zara,vestidos,zara vestidos
2018-05-01,74,Zara,zapatos,zara zapatos
2018-06-01,76,H&M,pantalones,h&m pantalones
2018-06-01,92,H&M,tops,h&m tops
2018-06-01,65,H&M,vestidos,h&m vestidos
2018-06-01,75,H&M,zapatos,h&m zapatos
2018-06-01,52,Mango,pantalones,mango pantalones
2018-06-01,62,Mango,tops,mango tops
2018-06-01,69,Mango,vestidos,mango vestidos
2018-06-01,66,Mango,zapatos,mango zapatos
2018-06-01,40,Massimo Dutti,pantalones,massimo dutti pantalones
2018-06-01,60,Massimo Dutti,tops,massimo dutti tops
2018-06-01,51,Massimo Dutti,vestidos,massimo dutti vestidos
2018-06-01,71,Massimo Dutti,zapatos,massimo dutti zapatos
2018-06-01,11,Shein,pantalones,shein pantalones
2018-06-01,18,Shein,tops,shein tops
2018-06-01,11,Shein,vestidos,shein vestidos
2018-06-01,8,Shein,zapatos,shein zapatos
2018-06-01,65,Zara,pantalones,zara pantalones
2018-06-01,55,Zara,tops,zara tops
2018-06-01,75,Zara,vestidos,zara vestidos
2018-06-01,66,Zara,zapatos,zara zapatos
2018-07-01,51,H&M,pantalones,h&m pantalones
2018-07-01,94,H&M,tops,h&m tops
2018-07-01,59,H&M,vestidos,h&m vestidos
2018-07-01,52,H&M,zapatos,h&m zapatos
2018-07-01,41,Mango,pantalones,mango pantalones
2018-07-01,42,Mango,tops,mango tops
2018-07-01,56,Mango,vestidos,mango vestidos
2018-07-01,49,Mango,zapatos,mango zapatos
2018-07-01,41,Massimo Dutti,pantalones,massimo dutti pantalones
2018-07-01,51,Massimo Dutti,tops,massimo dutti tops
2018-07-01,61,Massimo Dutti,vestidos,massimo dutti vestidos
2018-07-01,63,Massimo Dutti,zapatos,massimo dutti zapatos
2018-07-01,9,Shein,pantalones,shein pantalones
2018-07-01,18,Shein,tops,shein tops
2018-07-01,11,Shein,vestidos,shein vestidos
2018-07-01,9,Shein,zapatos,shein zapatos
2018-07-01,47,Zara,pantalones,zara pantalones
2018-07-01,40,Zara,tops,zara tops
2018-07-01,64,Zara,vestidos,zara vestidos
2018-07-01,57,Zara,zapatos,zara zapatos
2018-08-01,40,H&M,pantalones,h&m pantalones
2018-08-01,72,H&M,tops,h&m tops
2018-08-01,44,H&M,vestidos,h&m vestidos
2018-08-01,50,H&M,zapatos,h&m zapatos
2018-08-01,28,Mango,pantalones,mango pantalones
2018-08-01,39,Mango,tops,mango tops
2018-08-01,51,Mango,vestidos,mango vestidos
2018-08-01,44,Mango,zapatos,mango zapatos
2018-08-01,31,Massimo Dutti,pantalones,massimo dutti pantalones
2018-08-01,0,Massimo Dutti,tops,massimo dutti tops
2018-08-01,40,Massimo Dutti,vestidos,massimo dutti vestidos
2018-08-01,54,Massimo Dutti,zapatos,massimo dutti zapatos
2018-08-01,6,Shein,pantalones,shein pantalones
2018-08-01,15,Shein,tops,shein tops
2018-08-01,16,Shein,vestidos,shein vestidos
2018-08-01,7,Shein,zapatos,shein zapatos
2018-08-01,38,Zara,pantalones,zara pantalones
2018-08-01,34,Zara,tops,zara tops
2018-08-01,46,Zara,vestidos,zara vestidos
2018-08-01,46,Zara,zapatos,zara zapatos
2018-09-01,62,H&M,pantalones,h&m pantalones
2018-09-01,57,H&M,tops,h&m tops
2018-09-01,46,H&M,vestidos,h&m vestidos
2018-09-01,76,H&M,zapatos,h&m zapatos
2018-09-01,44,Mango,pantalones,mango pantalones
2018-09-01,37,Mango,tops,mango tops
2018-09-01,48,Mango,vestidos,mango vestidos
2018-09-01,56,Mango,zapatos,mango zapatos
2018-09-01,40,Massimo Dutti,pantalones,massimo dutti pantalones
2018-09-01,47,Massimo Dutti,tops,massimo dutti tops
2018-09-01,44,Massimo Dutti,vestidos,massimo dutti vestidos
2018-09-01,71,Massimo Dutti,zapatos,massimo dutti zapatos
2018-09-01,11,Shein,pantalones,shein pantalones
2018-09-01,0,Shein,tops,shein tops
2018-09-01,10,Shein,vestidos,shein vestidos
2018-09-01,11,Shein,zapatos,shein zapatos
2018-09-01,56,Zara,pantalones,zara pantalones
2018-09-01,33,Zara,tops,zara tops
2018-09-01,49,Zara,vestidos,zara vestidos
2018-09-01,65,Zara,zapatos,zara zapatos
2018-10-01,82,H&M,pantalones,h&m pantalones
2018-10-01,38,H&M,tops,h&m tops
2018-10-01,47,H&M,vestidos,h&m vestidos
2018-10-01,100,H&M,zapatos,h&m zapatos
2018-10-01,64,Mango,pantalones,mango pantalones
2018-10-01,26,Mango,tops,mango tops
2018-10-01,40,Mango,vestidos,mango vestidos
2018-10-01,71,Mango,zapatos,mango zapatos
2018-10-01,67,Massimo Dutti,pantalones,massimo dutti pantalones
2018-10-01,0,Massimo Dutti,tops,massimo dutti tops
2018-10-01,35,Massimo Dutti,vestidos,massimo dutti vestidos
2018-10-01,80,Massimo Dutti,zapatos,massimo dutti zapatos
2018-10-01,11,Shein,pantalones,shein pantalones
2018-10-01,9,Shein,tops,shein tops
2018-10-01,7,Shein,vestidos,shein vestidos
2018-10-01,13,Shein,zapatos,shein zapatos
2018-10-01,78,Zara,pantalones,zara pantalones
2018-10-01,24,Zara,tops,zara tops
2018-10-01,45,Zara,vestidos,zara vestidos
2018-10-01,74,Zara,zapatos,zara zapatos
2018-11-01,75,H&M,pantalones,h&m pantalones
2018-11-01,77,H&M,tops,h&m tops
2018-11-01,59,H&M,vestidos,h&m vestidos
2018-11-01,73,H&M,zapatos,h&m zapatos
2018-11-01,74,Mango,pantalones,mango pantalones
2018-11-01,50,Mango,tops,mango tops
2018-11-01,49,Mango,vestidos,mango vestidos
2018-11-01,66,Mango,zapatos,mango zapatos
2018-11-01,79,Massimo Dutti,pantalones,massimo dutti pantalones
2018-11-01,0,Massimo Dutti,tops,massimo dutti tops
2018-11-01,39,Massimo Dutti,vestidos,massimo dutti vestidos
2018-11-01,79,Massimo Dutti,zapatos,massimo dutti zapatos
2018-11-01,14,Shein,pantalones,shein pantalones
2018-11-01,19,Shein,tops,shein tops
2018-11-01,12,Shein,vestidos,shein vestidos
2018-11-01,16,Shein,zapatos,shein zapatos
2018-11-01,78,Zara,pantalones,zara pantalones
2018-11-01,35,Zara,tops,zara tops
2018-11-01,55,Zara,vestidos,zara vestidos
2018-11-01,67,Zara,zapatos,zara zapatos
2018-12-01,75,H&M,pantalones,h&m pantalones
2018-12-01,98,H&M,tops,h&m tops
2018-12-01,91,H&M,vestidos,h&m vestidos
2018-12-01,62,H&M,zapatos,h&m zapatos
2018-12-01,67,Mango,pantalones,mango pantalones
2018-12-01,71,Mango,tops,mango tops
2018-12-01,59,Mango,vestidos,mango vestidos
2018-12-01,52,Mango,zapatos,mango zapatos
2018-12-01,66,Massimo Dutti,pantalones,massimo dutti pantalones
2018-12-01,0,Massimo Dutti,tops,massimo dutti tops
2018-12-01,37,Massimo Dutti,vestidos,massimo dutti vestidos
2018-12-01,68,Massimo Dutti,zapatos,massimo dutti zapatos
2018-12-01,13,Shein,pantalones,shein pantalones
2018-12-01,16,Shein,tops,shein tops
2018-12-01,12,Shein,vestidos,shein vestidos
2018-12-01,9,Shein,zapatos,shein zapatos
2018-12-01,87,Zara,pantalones,zara pantalones
2018-12-01,53,Zara,tops,zara tops
2018-12-01,72,Zara,vestidos,zara vestidos
2018-12-01,59,Zara,zapatos,zara zapatos
2019-01-01,43,H&M,pantalones,h&m pantalones
2019-01-01,0,H&M,tops,h&m tops
2019-01-01,24,H&M,vestidos,h&m vestidos
2019-01-01,39,H&M,zapatos,h&m zapatos
2019-01-01,59,Mango,pantalones,mango pantalones
2019-01-01,16,Mango,tops,mango tops
2019-01-01,29,Mango,vestidos,mango vestidos
2019-01-01,49,Mango,zapatos,mango zapatos
2019-01-01,77,Massimo Dutti,pantalones,massimo dutti pantalones
2019-01-01,0,Massimo Dutti,tops,massimo dutti tops
2019-01-01,39,Massimo Dutti,vestidos,massimo dutti vestidos
2019-01-01,91,Massimo Dutti,zapatos,massimo dutti zapatos
2019-01-01,13,Shein,pantalones,shein pantalones
2019-01-01,10,Shein,tops,shein tops
2019-01-01,8,Shein,vestidos,shein vestidos
2019-01-01,8,Shein,zapatos,shein zapatos
2019-01-01,73,Zara,pantalones,zara pantalones
2019-01-01,13,Zara,tops,zara tops
2019-01-01,39,Zara,vestidos,zara vestidos
2019-01-01,55,Zara,zapatos,zara zapatos
2019-02-01,48,H&M,pantalones,h&m pantalones
2019-02-01,0,H&M,tops,h&m tops
2019-02-01,35,H&M,vestidos,h&m vestidos
2019-02-01,44,H&M,zapatos,h&m zapatos
2019-02-01,51,Mango,pantalones,mango pantalones
2019-02-01,28,Mango,tops,mango tops
2019-02-01,43,Mango,vestidos,mango vestidos
2019-02-01,47,Mango,zapatos,mango zapatos
2019-02-01,50,Massimo Dutti,pantalones,massimo dutti pantalones
2019-02-01,0,Massimo Dutti,tops,massimo dutti tops
2019-02-01,38,Massimo Dutti,vestidos,massimo dutti vestidos
2019-02-01,60,Massimo Dutti,zapatos,massimo dutti zapatos
2019-02-01,14,Shein,pantalones,shein pantalones
2019-02-01,17,Shein,tops,shein tops
2019-02-01,10,Shein,vestidos,shein vestidos
2019-02-01,8,Shein,zapatos,shein zapatos
2019-02-01,52,Zara,pantalones,zara pantalones
2019-02-01,20,Zara,tops,zara tops
2019-02-01,44,Zara,vestidos,zara vestidos
2019-02-01,47,Zara,zapatos,zara zapatos
2019-03-01,59,H&M,pantalones,h&m pantalones
2019-03-01,43,H&M,tops,h&m tops
2019-03-01,50,H&M,vestidos,h&m vestidos
2019-03-01,50,H&M,zapatos,h&m zapatos
2019-03-01,51,Mango,pantalones,mango pantalones
2019-03-01,51,Mango,tops,mango tops
2019-03-01,58,Mango,vestidos,mango vestidos
2019-03-01,61,Mango,zapatos,mango zapatos
2019-03-01,56,Massimo Dutti,pantalones,massimo dutti pantalones
2019-03-01,66,Massimo Dutti,tops,massimo dutti tops
2019-03-01,49,Massimo Dutti,vestidos,massimo dutti vestidos
2019-03-01,67,Massimo Dutti,zapatos,massimo dutti zapatos
2019-03-01,13,Shein,pantalones,shein pantalones
2019-03-01,20,Shein,tops,shein tops
2019-03-01,14,Shein,vestidos,shein vestidos
2019-03-01,10,Shein,zapatos,shein zapatos
2019-03-01,64,Zara,pantalones,zara pantalones
2019-03-01,35,Zara,tops,zara tops
2019-03-01,60,Zara,vestidos,zara vestidos
2019-03-01,59,Zara,zapatos,zara zapatos
2019-04-01,66,H&M,pantalones,h&m pantalones
2019-04-01,70,H&M,tops,h&m tops
2019-04-01,77,H&M,vestidos,h&m vestidos
2019-04-01,70,H&M,zapatos,h&m zapatos
2019-04-01,57,Mango,pantalones,mango pantalones
2019-04-01,53,Mango,tops,mango tops
2019-04-01,60,Mango,vestidos,mango vestidos
2019-04-01,67,Mango,zapatos,mango zapatos
2019-04-01,56,Massimo Dutti,pantalones,massimo dutti pantalones
2019-04-01,50,Massimo Dutti,tops,massimo dutti tops
2019-04-01,59,Massimo Dutti,vestidos,massimo dutti vestidos
2019-04-01,64,Massimo Dutti,zapatos,massimo dutti zapatos
2019-04-01,11,Shein,pantalones,shein pantalones
2019-04-01,12,Shein,tops,shein tops
2019-04-01,16,Shein,vestidos,shein vestidos
2019-04-01,15,Shein,zapatos,shein zapatos
2019-04-01,69,Zara,pantalones,zara pantalones
2019-04-01,44,Zara,tops,zara tops
2019-04-01,66,Zara,vestidos,zara vestidos
2019-04-01,71,Zara,zapatos,zara zapatos
2019-05-01,87,H&M,pantalones,h&m pantalones
2019-05-01,91,H&M,tops,h&m tops
2019-05-01,89,H&M,vestidos,h&m vestidos
2019-05-01,76,H&M,zapatos,h&m zapatos
2019-05-01,73,Mango,pantalones,mango pantalones
2019-05-01,72,Mango,tops,mango tops
2019-05-01,71,Mango,vestidos,mango vestidos
2019-05-01,77,Mango,zapatos,mango zapatos
2019-05-01,70,Massimo Dutti,pantalones,massimo dutti pantalones
2019-05-01,82,Massimo Dutti,tops,massimo dutti tops
2019-05-01,56,Massimo Dutti,vestidos,massimo dutti vestidos
2019-05-01,70,Massimo Dutti,zapatos,massimo dutti zapatos
2019-05-01,16,Shein,pantalones,shein pantalones
2019-05-01,18,Shein,tops,shein tops
2019-05-01,16,Shein,vestidos,shein vestidos
2019-05-01,15,Shein,zapatos,shein zapatos
2019-05-01,87,Zara,pantalones,zara pantalones
2019-05-01,63,Zara,tops,zara tops
2019-05-01,85,Zara,vestidos,zara vestidos
2019-05-01,70,Zara,zapatos,zara zapatos
2019-06-01,99,H&M,pantalones,h&m pantalones
2019-06-01,100,H&M,tops,h&m tops
2019-06-01,96,H&M,vestidos,h&m vestidos
2019-06-01,75,H&M,zapatos,h&m zapatos
2019-06-01,68,Mango,pantalones,mango pantalones
2019-06-01,69,Mango,tops,mango tops
2019-06-01,75,Mango,vestidos,mango vestidos
2019-06-01,60,Mango,zapatos,mango zapatos
2019-06-01,61,Massimo Dutti,pantalones,massimo dutti pantalones
2019-06-01,70,Massimo Dutti,tops,massimo dutti tops
