fecha,interes_trends,marca,categoria_producto,termino_busqueda
2019-06-01,73,Massimo Dutti,vestidos,massimo dutti vestidos
2019-06-01,70,Massimo Dutti,zapatos,massimo dutti zapatos
2019-06-01,16,Shein,pantalones,shein pantalones
2019-06-01,26,Shein,tops,shein tops
2019-06-01,18,Shein,vestidos,shein vestidos
2019-06-01,14,Shein,zapatos,shein zapatos
2019-06-01,75,Zara,pantalones,zara pantalones
2019-06-01,64,Zara,tops,zara tops
2019-06-01,90,Zara,vestidos,zara vestidos
2019-06-01,60,Zara,zapatos,zara zapatos
2019-07-01,69,H&M,pantalones,h&m pantalones
2019-07-01,54,H&M,tops,h&m tops
2019-07-01,81,H&M,vestidos,h&m vestidos
2019-07-01,62,H&M,zapatos,h&m zapatos
2019-07-01,39,Mango,pantalones,mango pantalones
2019-07-01,43,Mango,tops,mango tops
2019-07-01,68,Mango,vestidos,mango vestidos
2019-07-01,47,Mango,zapatos,mango zapatos
2019-07-01,41,Massimo Dutti,pantalones,massimo dutti pantalones
2019-07-01,0,Massimo Dutti,tops,massimo dutti tops
2019-07-01,58,Massimo Dutti,vestidos,massimo dutti vestidos
2019-07-01,60,Massimo Dutti,zapatos,massimo dutti zapatos
2019-07-01,13,Shein,pantalones,shein pantalones
2019-07-01,15,Shein,tops,shein tops
2019-07-01,21,Shein,vestidos,shein vestidos
2019-07-01,12,Shein,zapatos,shein zapatos
2019-07-01,51,Zara,pantalones,zara pantalones
2019-07-01,51,Zara,tops,zara tops
2019-07-01,79,Zara,vestidos,zara vestidos
2019-07-01,52,Zara,zapatos,zara zapatos
2019-08-01,49,H&M,pantalones,h&m pantalones
2019-08-01,84,H&M,tops,h&m tops
2019-08-01,47,H&M,vestidos,h&m vestidos
2019-08-01,43,H&M,zapatos,h&m zapatos
2019-08-01,33,Mango,pantalones,mango pantalones
2019-08-01,31,Mango,tops,mango tops
2019-08-01,51,Mango,vestidos,mango vestidos
2019-08-01,38,Mango,zapatos,mango zapatos
2019-08-01,33,Massimo Dutti,pantalones,massimo dutti pantalones
2019-08-01,0,Massimo Dutti,tops,massimo dutti tops
2019-08-01,43,Massimo Dutti,vestidos,massimo dutti vestidos
2019-08-01,49,Massimo Dutti,zapatos,massimo dutti zapatos
2019-08-01,10,Shein,pantalones,shein pantalones
2019-08-01,15,Shein,tops,shein tops
2019-08-01,13,Shein,vestidos,shein vestidos
2019-08-01,12,Shein,zapatos,shein zapatos
2019-08-01,43,Zara,pantalones,zara pantalones
2019-08-01,41,Zara,tops,zara tops
2019-08-01,53,Zara,vestidos,zara vestidos
2019-08-01,41,Zara,zapatos,zara zapatos
2019-09-01,77,H&M,pantalones,h&m pantalones
2019-09-01,75,H&M,tops,h&m tops
2019-09-01,54,H&M,vestidos,h&m vestidos
2019-09-01,82,H&M,zapatos,h&m zapatos
2019-09-01,52,Mango,pantalones,mango pantalones
2019-09-01,34,Mango,tops,mango tops
2019-09-01,53,Mango,vestidos,mango vestidos
2019-09-01,63,Mango,zapatos,mango zapatos
2019-09-01,44,Massimo Dutti,pantalones,massimo dutti pantalones
2019-09-01,0,Massimo Dutti,tops,massimo dutti tops
2019-09-01,38,Massimo Dutti,vestidos,massimo dutti vestidos
2019-09-01,70,Massimo Dutti,zapatos,massimo dutti zapatos
2019-09-01,18,Shein,pantalones,shein pantalones
2019-09-01,21,Shein,tops,shein tops
2019-09-01,12,Shein,vestidos,shein vestidos
2019-09-01,12,Shein,zapatos,shein zapatos
2019-09-01,65,Zara,pantalones,zara pantalones
2019-09-01,45,Zara,tops,zara tops
2019-09-01,57,Zara,vestidos,zara vestidos
2019-09-01,62,Zara,zapatos,zara zapatos
2019-10-01,79,H&M,pantalones,h&m pantalones
2019-10-01,51,H&M,tops,h&m tops
2019-10-01,52,H&M,vestidos,h&m vestidos
2019-10-01,76,H&M,zapatos,h&m zapatos
2019-10-01,65,Mango,pantalones,mango pantalones
2019-10-01,29,Mango,tops,mango tops
2019-10-01,50,Mango,vestidos,mango vestidos
2019-10-01,69,Mango,zapatos,mango zapatos
2019-10-01,62,Massimo Dutti,pantalones,massimo dutti pantalones
2019-10-01,0,Massimo Dutti,tops,massimo dutti tops
2019-10-01,41,Massimo Dutti,vestidos,massimo dutti vestidos
2019-10-01,78,Massimo Dutti,zapatos,massimo dutti zapatos
2019-10-01,15,Shein,pantalones,shein pantalones
2019-10-01,15,Shein,tops,shein tops
2019-10-01,14,Shein,vestidos,shein vestidos
2019-10-01,16,Shein,zapatos,shein zapatos
2019-10-01,80,Zara,pantalones,zara pantalones
2019-10-01,32,Zara,tops,zara tops
2019-10-01,60,Zara,vestidos,zara vestidos
2019-10-01,73,Zara,zapatos,zara zapatos
2019-11-01,78,H&M,pantalones,h&m pantalones
2019-11-01,58,H&M,tops,h&m tops
2019-11-01,71,H&M,vestidos,h&m vestidos
2019-11-01,84,H&M,zapatos,h&m zapatos
2019-11-01,83,Mango,pantalones,mango pantalones
2019-11-01,51,Mango,tops,mango tops
2019-11-01,61,Mango,vestidos,mango vestidos
2019-11-01,81,Mango,zapatos,mango zapatos
2019-11-01,100,Massimo Dutti,pantalones,massimo dutti pantalones
2019-11-01,0,Massimo Dutti,tops,massimo dutti tops
2019-11-01,46,Massimo Dutti,vestidos,massimo dutti vestidos
2019-11-01,88,Massimo Dutti,zapatos,massimo dutti zapatos
2019-11-01,17,Shein,pantalones,shein pantalones
2019-11-01,28,Shein,tops,shein tops
2019-11-01,20,Shein,vestidos,shein vestidos
2019-11-01,20,Shein,zapatos,shein zapatos
2019-11-01,100,Zara,pantalones,zara pantalones
2019-11-01,44,Zara,tops,zara tops
2019-11-01,74,Zara,vestidos,zara vestidos
2019-11-01,68,Zara,zapatos,zara zapatos
2019-12-01,79,H&M,pantalones,h&m pantalones
2019-12-01,100,H&M,tops,h&m tops
2019-12-01,88,H&M,vestidos,h&m vestidos
2019-12-01,65,H&M,zapatos,h&m zapatos
2019-12-01,79,Mango,pantalones,mango pantalones
2019-12-01,92,Mango,tops,mango tops
2019-12-01,65,Mango,vestidos,mango vestidos
2019-12-01,61,Mango,zapatos,mango zapatos
2019-12-01,74,Massimo Dutti,pantalones,massimo dutti pantalones
2019-12-01,0,Massimo Dutti,tops,massimo dutti tops
2019-12-01,37,Massimo Dutti,vestidos,massimo dutti vestidos
2019-12-01,60,Massimo Dutti,zapatos,massimo dutti zapatos
2019-12-01,17,Shein,pantalones,shein pantalones
2019-12-01,26,Shein,tops,shein tops
2019-12-01,20,Shein,vestidos,shein vestidos
2019-12-01,16,Shein,zapatos,shein zapatos
2019-12-01,94,Zara,pantalones,zara pantalones
2019-12-01,75,Zara,tops,zara tops
2019-12-01,81,Zara,vestidos,zara vestidos
2019-12-01,60,Zara,zapatos,zara zapatos
2020-01-01,57,H&M,pantalones,h&m pantalones
2020-01-01,0,H&M,tops,h&m tops
2020-01-01,35,H&M,vestidos,h&m vestidos
2020-01-01,52,H&M,zapatos,h&m zapatos
2020-01-01,65,Mango,pantalones,mango pantalones
2020-01-01,20,Mango,tops,mango tops
2020-01-01,42,Mango,vestidos,mango vestidos
2020-01-01,56,Mango,zapatos,mango zapatos
2020-01-01,85,Massimo Dutti,pantalones,massimo dutti pantalones
2020-01-01,0,Massimo Dutti,tops,massimo dutti tops
2020-01-01,41,Massimo Dutti,vestidos,massimo dutti vestidos
2020-01-01,87,Massimo Dutti,zapatos,massimo dutti zapatos
2020-01-01,17,Shein,pantalones,shein pantalones
2020-01-01,16,Shein,tops,shein tops
2020-01-01,12,Shein,vestidos,shein vestidos
2020-01-01,10,Shein,zapatos,shein zapatos
2020-01-01,79,Zara,pantalones,zara pantalones
2020-01-01,26,Zara,tops,zara tops
2020-01-01,48,Zara,vestidos,zara vestidos
2020-01-01,52,Zara,zapatos,zara zapatos
2020-02-01,53,H&M,pantalones,h&m pantalones
2020-02-01,56,H&M,tops,h&m tops
2020-02-01,47,H&M,vestidos,h&m vestidos
2020-02-01,49,H&M,zapatos,h&m zapatos
2020-02-01,51,Mango,pantalones,mango pantalones
2020-02-01,37,Mango,tops,mango tops
2020-02-01,52,Mango,vestidos,mango vestidos
2020-02-01,53,Mango,zapatos,mango zapatos
2020-02-01,51,Massimo Dutti,pantalones,massimo dutti pantalones
2020-02-01,0,Massimo Dutti,tops,massimo dutti tops
2020-02-01,46,Massimo Dutti,vestidos,massimo dutti vestidos
2020-02-01,58,Massimo Dutti,zapatos,massimo dutti zapatos
2020-02-01,18,Shein,pantalones,shein pantalones
2020-02-01,30,Shein,tops,shein tops
2020-02-01,17,Shein,vestidos,shein vestidos
2020-02-01,15,Shein,zapatos,shein zapatos
2020-02-01,65,Zara,pantalones,zara pantalones
2020-02-01,38,Zara,tops,zara tops
2020-02-01,59,Zara,vestidos,zara vestidos
2020-02-01,48,Zara,zapatos,zara zapatos
2020-03-01,31,H&M,pantalones,h&m pantalones
2020-03-01,31,H&M,tops,h&m tops
2020-03-01,30,H&M,vestidos,h&m vestidos
2020-03-01,24,H&M,zapatos,h&m zapatos
2020-03-01,30,Mango,pantalones,mango pantalones
2020-03-01,22,Mango,tops,mango tops
2020-03-01,31,Mango,vestidos,mango vestidos
2020-03-01,32,Mango,zapatos,mango zapatos
2020-03-01,25,Massimo Dutti,pantalones,massimo dutti pantalones
2020-03-01,0,Massimo Dutti,tops,massimo dutti tops
2020-03-01,25,Massimo Dutti,vestidos,massimo dutti vestidos
2020-03-01,31,Massimo Dutti,zapatos,massimo dutti zapatos
2020-03-01,14,Shein,pantalones,shein pantalones
2020-03-01,24,Shein,tops,shein tops
2020-03-01,12,Shein,vestidos,shein vestidos
2020-03-01,9,Shein,zapatos,shein zapatos
2020-03-01,34,Zara,pantalones,zara pantalones
2020-03-01,25,Zara,tops,zara tops
2020-03-01,29,Zara,vestidos,zara vestidos
2020-03-01,27,Zara,zapatos,zara zapatos
2020-04-01,34,H&M,pantalones,h&m pantalones
2020-04-01,40,H&M,tops,h&m tops
2020-04-01,22,H&M,vestidos,h&m vestidos
2020-04-01,31,H&M,zapatos,h&m zapatos
2020-04-01,21,Mango,pantalones,mango pantalones
2020-04-01,18,Mango,tops,mango tops
2020-04-01,21,Mango,vestidos,mango vestidos
2020-04-01,24,Mango,zapatos,mango zapatos
2020-04-01,18,Massimo Dutti,pantalones,massimo dutti pantalones
2020-04-01,0,Massimo Dutti,tops,massimo dutti tops
2020-04-01,19,Massimo Dutti,vestidos,massimo dutti vestidos
2020-04-01,26,Massimo Dutti,zapatos,massimo dutti zapatos
2020-04-01,21,Shein,pantalones,shein pantalones
2020-04-01,50,Shein,tops,shein tops
2020-04-01,8,Shein,vestidos,shein vestidos
2020-04-01,9,Shein,zapatos,shein zapatos
2020-04-01,30,Zara,pantalones,zara pantalones
2020-04-01,24,Zara,tops,zara tops
2020-04-01,27,Zara,vestidos,zara vestidos
2020-04-01,25,Zara,zapatos,zara zapatos
2020-05-01,100,H&M,pantalones,h&m pantalones
2020-05-01,77,H&M,tops,h&m tops
2020-05-01,65,H&M,vestidos,h&m vestidos
2020-05-01,70,H&M,zapatos,h&m zapatos
2020-05-01,63,Mango,pantalones,mango pantalones
2020-05-01,42,Mango,tops,mango tops
2020-05-01,47,Mango,vestidos,mango vestidos
2020-05-01,50,Mango,zapatos,mango zapatos
2020-05-01,49,Massimo Dutti,pantalones,massimo dutti pantalones
2020-05-01,31,Massimo Dutti,tops,massimo dutti tops
2020-05-01,36,Massimo Dutti,vestidos,massimo dutti vestidos
2020-05-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2020-05-01,38,Shein,pantalones,shein pantalones
2020-05-01,59,Shein,tops,shein tops
2020-05-01,16,Shein,vestidos,shein vestidos
2020-05-01,19,Shein,zapatos,shein zapatos
2020-05-01,73,Zara,pantalones,zara pantalones
2020-05-01,68,Zara,tops,zara tops
2020-05-01,62,Zara,vestidos,zara vestidos
2020-05-01,51,Zara,zapatos,zara zapatos
2020-06-01,92,H&M,pantalones,h&m pantalones
2020-06-01,99,H&M,tops,h&m tops
2020-06-01,100,H&M,vestidos,h&m vestidos
2020-06-01,56,H&M,zapatos,h&m zapatos
2020-06-01,77,Mango,pantalones,mango pantalones
2020-06-01,58,Mango,tops,mango tops
2020-06-01,76,Mango,vestidos,mango vestidos
2020-06-01,49,Mango,zapatos,mango zapatos
2020-06-01,58,Massimo Dutti,pantalones,massimo dutti pantalones
2020-06-01,73,Massimo Dutti,tops,massimo dutti tops
2020-06-01,62,Massimo Dutti,vestidos,massimo dutti vestidos
2020-06-01,52,Massimo Dutti,zapatos,massimo dutti zapatos
2020-06-01,38,Shein,pantalones,shein pantalones
2020-06-01,51,Shein,tops,shein tops
2020-06-01,25,Shein,vestidos,shein vestidos
2020-06-01,18,Shein,zapatos,shein zapatos
2020-06-01,76,Zara,pantalones,zara pantalones
2020-06-01,68,Zara,tops,zara tops
2020-06-01,86,Zara,vestidos,zara vestidos
2020-06-01,50,Zara,zapatos,zara zapatos
2020-07-01,68,H&M,pantalones,h&m pantalones
2020-07-01,85,H&M,tops,h&m tops
2020-07-01,82,H&M,vestidos,h&m vestidos
2020-07-01,38,H&M,zapatos,h&m zapatos
2020-07-01,51,Mango,pantalones,mango pantalones
2020-07-01,44,Mango,tops,mango tops
2020-07-01,68,Mango,vestidos,mango vestidos
2020-07-01,38,Mango,zapatos,mango zapatos
2020-07-01,48,Massimo Dutti,pantalones,massimo dutti pantalones
2020-07-01,53,Massimo Dutti,tops,massimo dutti tops
2020-07-01,61,Massimo Dutti,vestidos,massimo dutti vestidos
2020-07-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2020-07-01,30,Shein,pantalones,shein pantalones
2020-07-01,42,Shein,tops,shein tops
2020-07-01,25,Shein,vestidos,shein vestidos
2020-07-01,18,Shein,zapatos,shein zapatos
2020-07-01,52,Zara,pantalones,zara pantalones
2020-07-01,66,Zara,tops,zara tops
2020-07-01,77,Zara,vestidos,zara vestidos
2020-07-01,39,Zara,zapatos,zara zapatos
2020-08-01,45,H&M,pantalones,h&m pantalones
2020-08-01,0,H&M,tops,h&m tops
2020-08-01,44,H&M,vestidos,h&m vestidos
2020-08-01,34,H&M,zapatos,h&m zapatos
2020-08-01,35,Mango,pantalones,mango pantalones
2020-08-01,28,Mango,tops,mango tops
2020-08-01,50,Mango,vestidos,mango vestidos
2020-08-01,33,Mango,zapatos,mango zapatos
2020-08-01,32,Massimo Dutti,pantalones,massimo dutti pantalones
2020-08-01,0,Massimo Dutti,tops,massimo dutti tops
2020-08-01,39,Massimo Dutti,vestidos,massimo dutti vestidos
2020-08-01,36,Massimo Dutti,zapatos,massimo dutti zapatos
2020-08-01,32,Shein,pantalones,shein pantalones
2020-08-01,25,Shein,tops,shein tops
2020-08-01,19,Shein,vestidos,shein vestidos
2020-08-01,19,Shein,zapatos,shein zapatos
2020-08-01,45,Zara,pantalones,zara pantalones
2020-08-01,44,Zara,tops,zara tops
2020-08-01,51,Zara,vestidos,zara vestidos
2020-08-01,32,Zara,zapatos,zara zapatos
2020-09-01,69,H&M,pantalones,h&m pantalones
2020-09-01,36,H&M,tops,h&m tops
2020-09-01,36,H&M,vestidos,h&m vestidos
2020-09-01,48,H&M,zapatos,h&m zapatos
2020-09-01,58,Mango,pantalones,mango pantalones
2020-09-01,17,Mango,tops,mango tops
2020-09-01,37,Mango,vestidos,mango vestidos
2020-09-01,50,Mango,zapatos,mango zapatos
2020-09-01,52,Massimo Dutti,pantalones,massimo dutti pantalones
2020-09-01,0,Massimo Dutti,tops,massimo dutti tops
2020-09-01,32,Massimo Dutti,vestidos,massimo dutti vestidos
2020-09-01,50,Massimo Dutti,zapatos,massimo dutti zapatos
2020-09-01,32,Shein,pantalones,shein pantalones
2020-09-01,13,Shein,tops,shein tops
2020-09-01,12,Shein,vestidos,shein vestidos
2020-09-01,18,Shein,zapatos,shein zapatos
2020-09-01,74,Zara,pantalones,zara pantalones
2020-09-01,28,Zara,tops,zara tops
2020-09-01,38,Zara,vestidos,zara vestidos
2020-09-01,45,Zara,zapatos,zara zapatos
2020-10-01,67,H&M,pantalones,h&m pantalones
2020-10-01,0,H&M,tops,h&m tops
2020-10-01,33,H&M,vestidos,h&m vestidos
2020-10-01,53,H&M,zapatos,h&m zapatos
2020-10-01,69,Mango,pantalones,mango pantalones
2020-10-01,17,Mango,tops,mango tops
2020-10-01,28,Mango,vestidos,mango vestidos
2020-10-01,53,Mango,zapatos,mango zapatos
2020-10-01,57,Massimo Dutti,pantalones,massimo dutti pantalones
2020-10-01,0,Massimo Dutti,tops,massimo dutti tops
2020-10-01,22,Massimo Dutti,vestidos,massimo dutti vestidos
2020-10-01,59,Massimo Dutti,zapatos,massimo dutti zapatos
2020-10-01,33,Shein,pantalones,shein pantalones
2020-10-01,16,Shein,tops,shein tops
2020-10-01,11,Shein,vestidos,shein vestidos
2020-10-01,16,Shein,zapatos,shein zapatos
2020-10-01,83,Zara,pantalones,zara pantalones
2020-10-01,17,Zara,tops,zara tops
2020-10-01,35,Zara,vestidos,zara vestidos
2020-10-01,46,Zara,zapatos,zara zapatos
2020-11-01,65,H&M,pantalones,h&m pantalones
2020-11-01,0,H&M,tops,h&m tops
2020-11-01,31,H&M,vestidos,h&m vestidos
2020-11-01,40,H&M,zapatos,h&m zapatos
2020-11-01,68,Mango,pantalones,mango pantalones
2020-11-01,13,Mango,tops,mango tops
2020-11-01,23,Mango,vestidos,mango vestidos
2020-11-01,39,Mango,zapatos,mango zapatos
2020-11-01,79,Massimo Dutti,pantalones,massimo dutti pantalones
2020-11-01,0,Massimo Dutti,tops,massimo dutti tops
2020-11-01,20,Massimo Dutti,vestidos,massimo dutti vestidos
2020-11-01,52,Massimo Dutti,zapatos,massimo dutti zapatos
2020-11-01,34,Shein,pantalones,shein pantalones
2020-11-01,18,Shein,tops,shein tops
2020-11-01,10,Shein,vestidos,shein vestidos
2020-11-01,21,Shein,zapatos,shein zapatos
2020-11-01,80,Zara,pantalones,zara pantalones
2020-11-01,19,Zara,tops,zara tops
2020-11-01,32,Zara,vestidos,zara vestidos
2020-11-01,37,Zara,zapatos,zara zapatos
2020-12-01,62,H&M,pantalones,h&m pantalones
2020-12-01,33,H&M,tops,h&m tops
2020-12-01,41,H&M,vestidos,h&m vestidos
2020-12-01,46,H&M,zapatos,h&m zapatos
2020-12-01,63,Mango,pantalones,mango pantalones
2020-12-01,20,Mango,tops,mango tops
2020-12-01,25,Mango,vestidos,mango vestidos
2020-12-01,34,Mango,zapatos,mango zapatos
2020-12-01,60,Massimo Dutti,pantalones,massimo dutti pantalones
2020-12-01,0,Massimo Dutti,tops,massimo dutti tops
2020-12-01,17,Massimo Dutti,vestidos,massimo dutti vestidos
2020-12-01,44,Massimo Dutti,zapatos,massimo dutti zapatos
2020-12-01,28,Shein,pantalones,shein pantalones
2020-12-01,19,Shein,tops,shein tops
2020-12-01,9,Shein,vestidos,shein vestidos
2020-12-01,11,Shein,zapatos,shein zapatos
2020-12-01,75,Zara,pantalones,zara pantalones
2020-12-01,23,Zara,tops,zara tops
2020-12-01,36,Zara,vestidos,zara vestidos
2020-12-01,33,Zara,zapatos,zara zapatos
2021-01-01,56,H&M,pantalones,h&m pantalones
2021-01-01,0,H&M,tops,h&m tops
2021-01-01,19,H&M,vestidos,h&m vestidos
2021-01-01,33,H&M,zapatos,h&m zapatos
2021-01-01,58,Mango,pantalones,mango pantalones
2021-01-01,15,Mango,tops,mango tops
2021-01-01,17,Mango,vestidos,mango vestidos
2021-01-01,33,Mango,zapatos,mango zapatos
2021-01-01,90,Massimo Dutti,pantalones,massimo dutti pantalones
2021-01-01,0,Massimo Dutti,tops,massimo dutti tops
2021-01-01,22,Massimo Dutti,vestidos,massimo dutti vestidos
2021-01-01,52,Massimo Dutti,zapatos,massimo dutti zapatos
2021-01-01,34,Shein,pantalones,shein pantalones
2021-01-01,18,Shein,tops,shein tops
2021-01-01,9,Shein,vestidos,shein vestidos
2021-01-01,13,Shein,zapatos,shein zapatos
2021-01-01,74,Zara,pantalones,zara pantalones
2021-01-01,14,Zara,tops,zara tops
2021-01-01,24,Zara,vestidos,zara vestidos
2021-01-01,30,Zara,zapatos,zara zapatos
2021-02-01,41,H&M,pantalones,h&m pantalones
2021-02-01,0,H&M,tops,h&m tops
2021-02-01,24,H&M,vestidos,h&m vestidos
2021-02-01,25,H&M,zapatos,h&m zapatos
2021-02-01,47,Mango,pantalones,mango pantalones
2021-02-01,15,Mango,tops,mango tops
2021-02-01,22,Mango,vestidos,mango vestidos
2021-02-01,27,Mango,zapatos,mango zapatos
2021-02-01,48,Massimo Dutti,pantalones,massimo dutti pantalones
2021-02-01,0,Massimo Dutti,tops,massimo dutti tops
2021-02-01,21,Massimo Dutti,vestidos,massimo dutti vestidos
2021-02-01,39,Massimo Dutti,zapatos,massimo dutti zapatos
2021-02-01,41,Shein,pantalones,shein pantalones
2021-02-01,31,Shein,tops,shein tops
2021-02-01,14,Shein,vestidos,shein vestidos
2021-02-01,18,Shein,zapatos,shein zapatos
2021-02-01,54,Zara,pantalones,zara pantalones
2021-02-01,20,Zara,tops,zara tops
2021-02-01,30,Zara,vestidos,zara vestidos
2021-02-01,27,Zara,zapatos,zara zapatos
2021-03-01,49,H&M,pantalones,h&m pantalones
2021-03-01,53,H&M,tops,h&m tops
2021-03-01,35,H&M,vestidos,h&m vestidos
2021-03-01,29,H&M,zapatos,h&m zapatos
2021-03-01,63,Mango,pantalones,mango pantalones
2021-03-01,27,Mango,tops,mango tops
2021-03-01,34,Mango,vestidos,mango vestidos
2021-03-01,37,Mango,zapatos,mango zapatos
2021-03-01,53,Massimo Dutti,pantalones,massimo dutti pantalones
2021-03-01,0,Massimo Dutti,tops,massimo dutti tops
2021-03-01,31,Massimo Dutti,vestidos,massimo dutti vestidos
2021-03-01,33,Massimo Dutti,zapatos,massimo dutti zapatos
2021-03-01,37,Shein,pantalones,shein pantalones
2021-03-01,36,Shein,tops,shein tops
2021-03-01,21,Shein,vestidos,shein vestidos
2021-03-01,20,Shein,zapatos,shein zapatos
2021-03-01,64,Zara,pantalones,zara pantalones
2021-03-01,30,Zara,tops,zara tops
2021-03-01,38,Zara,vestidos,zara vestidos
2021-03-01,31,Zara,zapatos,zara zapatos
2021-04-01,56,H&M,pantalones,h&m pantalones
2021-04-01,69,H&M,tops,h&m tops
2021-04-01,45,H&M,vestidos,h&m vestidos
2021-04-01,37,H&M,zapatos,h&m zapatos
2021-04-01,55,Mango,pantalones,mango pantalones
2021-04-01,31,Mango,tops,mango tops
2021-04-01,45,Mango,vestidos,mango vestidos
2021-04-01,43,Mango,zapatos,mango zapatos
2021-04-01,44,Massimo Dutti,pantalones,massimo dutti pantalones
2021-04-01,36,Massimo Dutti,tops,massimo dutti tops
2021-04-01,36,Massimo Dutti,vestidos,massimo dutti vestidos
2021-04-01,32,Massimo Dutti,zapatos,massimo dutti zapatos
2021-04-01,38,Shein,pantalones,shein pantalones
2021-04-01,43,Shein,tops,shein tops
2021-04-01,30,Shein,vestidos,shein vestidos
2021-04-01,26,Shein,zapatos,shein zapatos
2021-04-01,64,Zara,pantalones,zara pantalones
2021-04-01,42,Zara,tops,zara tops
2021-04-01,47,Zara,vestidos,zara vestidos
2021-04-01,35,Zara,zapatos,zara zapatos
2021-05-01,62,H&M,pantalones,h&m pantalones
2021-05-01,42,H&M,tops,h&m tops
2021-05-01,57,H&M,vestidos,h&m vestidos
2021-05-01,38,H&M,zapatos,h&m zapatos
2021-05-01,73,Mango,pantalones,mango pantalones
2021-05-01,82,Mango,tops,mango tops
2021-05-01,68,Mango,vestidos,mango vestidos
2021-05-01,42,Mango,zapatos,mango zapatos
2021-05-01,52,Massimo Dutti,pantalones,massimo dutti pantalones
2021-05-01,64,Massimo Dutti,tops,massimo dutti tops
2021-05-01,43,Massimo Dutti,vestidos,massimo dutti vestidos
2021-05-01,36,Massimo Dutti,zapatos,massimo dutti zapatos
2021-05-01,49,Shein,pantalones,shein pantalones
2021-05-01,68,Shein,tops,shein tops
2021-05-01,45,Shein,vestidos,shein vestidos
2021-05-01,30,Shein,zapatos,shein zapatos
2021-05-01,76,Zara,pantalones,zara pantalones
2021-05-01,67,Zara,tops,zara tops
2021-05-01,74,Zara,vestidos,zara vestidos
2021-05-01,42,Zara,zapatos,zara zapatos
2021-06-01,61,H&M,pantalones,h&m pantalones
2021-06-01,70,H&M,tops,h&m tops
2021-06-01,60,H&M,vestidos,h&m vestidos
2021-06-01,34,H&M,zapatos,h&m zapatos
2021-06-01,64,Mango,pantalones,mango pantalones
2021-06-01,68,Mango,tops,mango tops
2021-06-01,84,Mango,vestidos,mango vestidos
2021-06-01,43,Mango,zapatos,mango zapatos
2021-06-01,54,Massimo Dutti,pantalones,massimo dutti pantalones
2021-06-01,68,Massimo Dutti,tops,massimo dutti tops
2021-06-01,53,Massimo Dutti,vestidos,massimo dutti vestidos
2021-06-01,31,Massimo Dutti,zapatos,massimo dutti zapatos
2021-06-01,49,Shein,pantalones,shein pantalones
2021-06-01,61,Shein,tops,shein tops
2021-06-01,59,Shein,vestidos,shein vestidos
2021-06-01,35,Shein,zapatos,shein zapatos
2021-06-01,72,Zara,pantalones,zara pantalones
2021-06-01,73,Zara,tops,zara tops
2021-06-01,85,Zara,vestidos,zara vestidos
2021-06-01,38,Zara,zapatos,zara zapatos
2021-07-01,45,H&M,pantalones,h&m pantalones
2021-07-01,0,H&M,tops,h&m tops
2021-07-01,45,H&M,vestidos,h&m vestidos
2021-07-01,22,H&M,zapatos,h&m zapatos
2021-07-01,45,Mango,pantalones,mango pantalones
2021-07-01,41,Mango,tops,mango tops
2021-07-01,61,Mango,vestidos,mango vestidos
2021-07-01,29,Mango,zapatos,mango zapatos
2021-07-01,36,Massimo Dutti,pantalones,massimo dutti pantalones
2021-07-01,58,Massimo Dutti,tops,massimo dutti tops
2021-07-01,46,Massimo Dutti,vestidos,massimo dutti vestidos
2021-07-01,24,Massimo Dutti,zapatos,massimo dutti zapatos
2021-07-01,32,Shein,pantalones,shein pantalones
2021-07-01,50,Shein,tops,shein tops
2021-07-01,53,Shein,vestidos,shein vestidos
2021-07-01,29,Shein,zapatos,shein zapatos
2021-07-01,43,Zara,pantalones,zara pantalones
2021-07-01,42,Zara,tops,zara tops
2021-07-01,60,Zara,vestidos,zara vestidos
2021-07-01,28,Zara,zapatos,zara zapatos
2021-08-01,31,H&M,pantalones,h&m pantalones
2021-08-01,0,H&M,tops,h&m tops
2021-08-01,35,H&M,vestidos,h&m vestidos
2021-08-01,25,H&M,zapatos,h&m zapatos
2021-08-01,34,Mango,pantalones,mango pantalones
2021-08-01,29,Mango,tops,mango tops
2021-08-01,47,Mango,vestidos,mango vestidos
2021-08-01,27,Mango,zapatos,mango zapatos
2021-08-01,27,Massimo Dutti,pantalones,massimo dutti pantalones
2021-08-01,0,Massimo Dutti,tops,massimo dutti tops
2021-08-01,37,Massimo Dutti,vestidos,massimo dutti vestidos
2021-08-01,25,Massimo Dutti,zapatos,massimo dutti zapatos
2021-08-01,33,Shein,pantalones,shein pantalones
2021-08-01,31,Shein,tops,shein tops
2021-08-01,43,Shein,vestidos,shein vestidos
2021-08-01,28,Shein,zapatos,shein zapatos
2021-08-01,40,Zara,pantalones,zara pantalones
2021-08-01,42,Zara,tops,zara tops
2021-08-01,45,Zara,vestidos,zara vestidos
2021-08-01,31,Zara,zapatos,zara zapatos
2021-09-01,54,H&M,pantalones,h&m pantalones
2021-09-01,0,H&M,tops,h&m tops
2021-09-01,34,H&M,vestidos,h&m vestidos
2021-09-01,32,H&M,zapatos,h&m zapatos
2021-09-01,53,Mango,pantalones,mango pantalones
2021-09-01,28,Mango,tops,mango tops
2021-09-01,53,Mango,vestidos,mango vestidos
