,valor_trends,n_posts,likes_totales,comentarios_totales,engagement_total,likes_medios_post,comentarios_medios_post,engagement_medio_post
valor_trends,1.0,-0.006486429633015891,0.0017759781655700383,0.04862796267241221,0.0024551888770599213,-0.03921088149098053,-0.043350849515489565,-0.03930534435026309
n_posts,-0.006486429633015891,1.0,0.6635653986548172,0.8514662838701035,0.6694747834424374,0.5626573246705603,0.7462864285853349,0.565176335286899
likes_totales,0.0017759781655700383,0.6635653986548172,1.0,0.6568550499115141,0.9999417710377491,0.9520509411645658,0.8058415767342877,0.9520322305869909
comentarios_totales,0.04862796267241221,0.8514662838701035,0.6568550499115141,1.0,0.6649537072806129,0.5237126302346585,0.7384415631177217,0.5264677534701487
engagement_total,0.0024551888770599213,0.6694747834424374,0.9999417710377491,0.6649537072806129,1.0,0.9505407453652939,0.808787563364738,0.9505616428064206
likes_medios_post,-0.03921088149098053,0.5626573246705603,0.9520509411645658,0.5237126302346585,0.9505407453652939,1.0,0.8472022957169149,0.9999876115083208
comentarios_medios_post,-0.043350849515489565,0.7462864285853349,0.8058415767342877,0.7384415631177217,0.808787563364738,0.8472022957169149,1.0,0.8498362693628932
engagement_medio_post,-0.03930534435026309,0.565176335286899,0.9520322305869909,0.5264677534701487,0.9505616428064206,0.9999876115083208,0.8498362693628932,1.0
