fecha,marca,valor_trends,n_posts,engagement_total
2025-01-01,hm,25.0,9.0,130964.0
2025-01-01,mango,74.75,29.0,99734.0
2025-01-01,massimo_dutti,41.0,15.0,72719.0
2025-01-01,shein,82.75,0.0,0.0
2025-01-01,zara,69.0,18.0,349039.0
2025-02-01,hm,19.0,11.0,121569.0
2025-02-01,mango,61.25,34.0,100410.0
2025-02-01,massimo_dutti,26.0,18.0,154706.0
2025-02-01,shein,77.75,0.0,0.0
2025-02-01,zara,47.25,23.0,346504.0
2025-03-01,hm,20.0,9.0,175726.0
2025-03-01,mango,63.2,39.0,99049.0
2025-03-01,massimo_dutti,24.0,27.0,131063.0
2025-03-01,shein,79.0,0.0,0.0
2025-03-01,zara,48.2,37.0,722789.0
2025-04-01,hm,22.0,28.0,293825.0
2025-04-01,mango,70.25,38.0,109572.0
2025-04-01,massimo_dutti,24.0,24.0,78792.0
2025-04-01,shein,77.0,0.0,0.0
2025-04-01,zara,52.5,25.0,685944.0
2025-05-01,hm,24.0,30.0,199707.0
2025-05-01,mango,69.25,36.0,291339.0
2025-05-01,massimo_dutti,25.0,29.0,94887.0
2025-05-01,shein,87.25,0.0,0.0
2025-05-01,zara,50.75,28.0,1349054.0
2025-06-01,hm,28.0,24.0,142118.0
2025-06-01,mango,73.8,27.0,132610.0
2025-06-01,massimo_dutti,32.0,25.0,101061.0
2025-06-01,shein,89.4,0.0,0.0
2025-06-01,zara,58.8,28.0,1313320.0
2025-07-01,hm,30.0,19.0,122890.0
2025-07-01,mango,62.5,22.0,70697.0
2025-07-01,massimo_dutti,30.0,24.0,65720.0
2025-07-01,shein,79.75,0.0,0.0
2025-07-01,zara,51.25,28.0,1218784.0
2025-08-01,hm,28.0,27.0,342593.0
2025-08-01,mango,61.2,29.0,83126.0
2025-08-01,massimo_dutti,25.0,23.0,60949.0
2025-08-01,shein,69.6,0.0,0.0
2025-08-01,zara,48.0,24.0,850314.0
2025-09-01,hm,30.0,37.0,329017.0
2025-09-01,mango,67.0,28.0,81507.0
2025-09-01,massimo_dutti,26.0,22.0,61774.0
2025-09-01,shein,66.0,0.0,0.0
2025-09-01,zara,54.0,27.0,822283.0
2025-10-01,hm,32.0,38.0,272825.0
2025-10-01,mango,73.5,45.0,178548.0
2025-10-01,massimo_dutti,25.0,22.0,49848.0
2025-10-01,shein,70.75,0.0,0.0
2025-10-01,zara,55.0,44.0,1470803.0
2025-11-01,hm,39.0,25.0,147232.0
2025-11-01,mango,81.5,31.0,156060.0
2025-11-01,massimo_dutti,36.0,22.0,72735.0
2025-11-01,shein,89.0,131.0,828270.0
2025-11-01,zara,62.5,38.0,1160274.0
2025-12-01,hm,35.0,23.0,167973.0
2025-12-01,massimo_dutti,31.0,21.0,59147.0
