anio,indicador,tamano_empresa,n_filas_conflictivas,valores_distintos,decision,archivo
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,17,"[2.94, 20.73, 3.02, 19.65, 8.35, 17.04, 1.78, 4.53, 34.76, 54.57, 37.06, 94.69, 28.27, 18.91, 15.49, 25.32]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,17,"[25.55, 1.98, 31.25, 16.99, 0.94, 16.13, 31.52, 39.82, 19.84, 97.43, 23.81, 13.86, 16.89, 21.59]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,17,"[23.21, 16.73, 22.59, 15.61, 10.63, 14.65, 7.09, 6.73, 30.06, 33.32, 20.26, 91.24, 29.11, 28.75, 13.28, 22.62, 25.31]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,17,"[5.54, 4.75, 6.59, 4.23, 5.41, 3.67, 0.37, 6.51, 6.78, 5.86, 48.86, 11.55, 4.54, 1.84, 3.58, 10.74]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,17,"[29.13, 38.53, 37.96, 45.59, 12.32, 42.14, 33.55, 1.47, 22.53, 25.99, 28.55, 43.01, 16.54, 5.77, 6.99, 13.07, 2.16]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17,"[13.05, 14.52, 20.12, 1.25, 9.32, 16.01, 2.22, 13.11, 15.11, 10.49, 43.51, 15.08, 10.11, 3.69, 16.35, 16.92]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17,"[19.07, 26.79, 2.45, 32.49, 9.46, 31.49, 25.25, 1.54, 15.45, 17.61, 17.25, 4.54, 15.55, 5.77, 0.42, 9.71, 19.03]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,17,"[22.63, 22.84, 24.74, 21.18, 20.46, 24.93, 8.04, 22.64, 18.65, 26.44, 51.97, 3.44, 50.74, 24.65, 36.34, 28.19]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,17,"[42.71, 55.39, 49.12, 71.97, 30.59, 59.47, 42.76, 17.48, 32.02, 3.13, 40.69, 0.44, 26.56, 21.66, 33.31, 37.45, 32.48]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,17,"[31.19, 33.59, 33.13, 30.29, 40.72, 39.68, 11.47, 29.73, 27.43, 28.57, 45.12, 49.79, 44.84, 2.82, 40.69, 39.24]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,17,"[37.84, 49.01, 41.14, 62.11, 30.79, 5.52, 41.07, 2.03, 29.98, 28.26, 36.35, 47.33, 29.36, 42.53, 30.04, 38.02, 33.12]",conservar_primer_valor_no_nulo,comercio_electronico2020.xlsx
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,de_10_a_49,17,"[29.37, 26.64, 37.16, 24.88, 16.84, 19.64, 14.88, 14.56, 35.14, 41.04, 2.32, 86.53, 35.22, 39.92, 2.43, 25.58, 36.95]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,de_250_y_mas,17,"[54.54, 62.81, 77.78, 65.75, 4.14, 63.99, 29.63, 26.98, 52.32, 7.77, 6.69, 98.99, 45.23, 37.23, 32.79, 21.69, 43.87]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,de_50_a_249,17,"[40.17, 38.11, 52.43, 38.47, 33.81, 27.54, 18.66, 15.63, 45.14, 61.21, 39.51, 94.79, 40.99, 34.27, 23.01, 22.12, 34.65]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,total,17,"[31.59, 29.46, 39.99, 29.81, 19.44, 22.43, 16.51, 14.75, 37.18, 44.74, 26.92, 88.43, 36.77, 3.96, 2.44, 24.77, 3.68]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_10_a_49,17,"[25.97, 21.12, 29.92, 19.49, 1.26, 15.39, 12.73, 12.96, 32.25, 36.29, 21.06, 86.53, 33.69, 37.74, 22.08, 24.76, 33.47]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_250_y_mas,17,"[41.21, 33.34, 51.46, 26.81, 9.36, 31.49, 27.53, 2.17, 4.62, 66.96, 57.44, 98.99, 41.27, 37.23, 28.02, 19.31, 37.82]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,de_50_a_249,17,"[32.07, 22.99, 34.86, 19.16, 14.86, 17.74, 16.32, 14.49, 39.32, 51.56, 31.05, 94.79, 37.28, 34.27, 20.43, 20.23, 30.39]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,17,"[27.25, 21.78, 31.03, 19.84, 12.83, 16.32, 14.33, 13.17, 33.75, 39.16, 23.66, 88.43, 34.72, 37.56, 22.05, 23.67, 33.04]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,17,"[7.17, 0.61, 8.63, 4.82, 3.84, 5.62, 3.51, 2.09, 8.28, 8.15, 4.59, 43.23, 16.06, 8.21, 4.45, 6.03, 16.32]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,17,"[27.57, 35.94, 32.15, 42.61, 13.56, 41.22, 31.66, 1.15, 20.75, 23.28, 29.48, 48.89, 13.68, 0.35, 0.73, 11.55, 19.99]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17,"[13.06, 14.18, 2.02, 10.92, 15.92, 13.51, 8.76, 1.65, 13.84, 15.19, 11.11, 45.67, 13.55, 7.35, 4.89, 18.14, 17.16]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17,"[19.95, 28.47, 24.81, 35.25, 12.14, 32.97, 25.97, 0.17, 15.79, 16.95, 1.99, 46.26, 13.97, 6.93, 5.73, 11.07, 18.96]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,17,"[1.85, 20.49, 20.84, 17.82, 16.57, 25.41, 20.97, 15.65, 18.22, 15.02, 21.86, 47.52, 42.82, 26.48, 2.01, 25.82, 3.54]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,17,"[0.34, 43.31, 37.56, 49.16, 30.05, 48.67, 36.34, 2.81, 25.51, 25.14, 36.28, 4.89, 18.48, 7.22, 15.83, 27.65, 26.15]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,17,"[24.64, 31.06, 31.55, 30.41, 36.58, 32.96, 22.56, 7.42, 22.87, 21.33, 23.23, 4.68, 32.88, 14.81, 20.01, 37.95, 36.93]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,17,"[30.35, 40.71, 34.46, 47.03, 30.21, 46.39, 34.98, 7.21, 23.62, 22.21, 33.01, 47.97, 21.75, 17.41, 17.65, 29.43, 28.41]",conservar_primer_valor_no_nulo,comercio_electronico2021.xlsx
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),de_10_a_49,17,"[29.41, 2.71, 35.62, 22.28, 16.03, 26.04, 17.44, 15.21, 34.74, 41.79, 30.89, 89.95, 34.59, 19.52, 2.13, 20.99, 33.02]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),de_250_y_mas,17,"[56.18, 62.53, 73.99, 62.33, 49.93, 63.91, 36.27, 21.73, 55.27, 81.61, 61.06, 1.0, 52.12, 51.12, 41.02, 26.45, 50.81]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),de_50_a_249,17,"[39.69, 39.64, 54.05, 3.88, 29.12, 32.98, 16.67, 13.93, 44.49, 57.49, 34.46, 96.32, 35.13, 71.45, 27.46, 26.29, 32.88]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),total,17,"[31.69, 30.35, 39.29, 28.01, 18.54, 28.66, 18.44, 15.14, 36.88, 4.48, 3.23, 91.65, 3.56, 25.89, 22.72, 22.25, 3.39]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),de_10_a_49,17,"[26.23, 22.45, 29.97, 16.28, 12.24, 22.73, 14.87, 14.14, 31.62, 37.89, 27.18, 89.95, 32.05, 19.52, 17.42, 19.78, 29.78]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),de_250_y_mas,17,"[43.49, 35.46, 46.42, 34.13, 14.05, 32.71, 36.27, 1.58, 48.73, 68.44, 49.88, 1.0, 48.96, 51.12, 36.69, 24.25, 44.66]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),de_50_a_249,17,"[31.38, 24.34, 34.89, 2.12, 14.99, 20.09, 16.05, 12.26, 3.87, 0.47, 27.99, 96.32, 32.69, 70.12, 23.45, 23.94, 30.69]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),total,17,"[27.49, 2.32, 31.11, 18.34, 12.66, 22.62, 16.43, 13.97, 33.25, 39.82, 27.99, 91.65, 33.04, 25.74, 18.81, 20.78, 30.72]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,17,"[7.44, 0.46, 5.45, 3.65, 3.23, 0.61, 1.92, 3.07, 9.55, 7.95, 8.23, 50.23, 12.13, 5.14, 8.83, 14.45, 1.13]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,17,"[26.74, 32.52, 35.81, 35.08, 11.31, 42.58, 25.42, 1.27, 22.27, 23.55, 30.01, 54.96, 16.77, 1.09, 11.44, 13.96, 2.43]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17,"[11.57, 13.19, 13.47, 9.52, 14.93, 1.45, 15.53, 1.56, 1.17, 14.16, 7.38, 56.73, 8.82, 13.05, 0.28, 12.52]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17,"[19.47, 24.79, 22.17, 28.48, 10.58, 3.23, 22.29, 2.12, 16.88, 17.53, 20.07, 54.14, 14.81, 9.57, 7.54, 14.15, 20.41]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,17,"[21.01, 16.81, 14.84, 16.33, 20.98, 2.24, 12.04, 20.44, 22.32, 17.16, 24.84, 57.63, 3.08, 25.13, 29.74, 0.39, 25.35]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,17,"[33.47, 39.15, 41.54, 41.87, 18.73, 51.82, 29.13, 4.63, 2.81, 27.33, 40.03, 54.96, 20.88, 20.46, 18.16, 28.33, 29.84]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,17,"[24.62, 27.58, 0.24, 27.26, 38.26, 35.53, 23.18, 9.24, 2.33, 23.67, 25.07, 57.83, 17.32, 21.37, 8.55, 33.29, 26.91]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,17,"[30.62, 36.29, 33.74, 40.07, 23.71, 48.31, 28.13, 11.22, 26.34, 24.93, 36.22, 56.38, 21.02, 2.18, 17.02, 30.64, 29.11]",conservar_primer_valor_no_nulo,comercio_electronico2022.xlsx
2023,"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)",de_10_a_49,17,"[28.69, 25.83, 36.91, 21.44, 1.52, 19.27, 22.75, 13.17, 34.67, 43.02, 21.61, 92.98, 35.37, 26.66, 2.03, 23.49, 33.04]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)",de_250_y_mas,17,"[55.44, 60.44, 74.79, 65.36, 46.87, 54.74, 32.82, 31.38, 54.67, 81.47, 58.91, 1.0, 53.55, 59.05, 34.03, 25.55, 52.85]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)",de_50_a_249,17,"[3.65, 35.82, 54.23, 31.11, 2.12, 29.67, 9.35, 8.87, 41.94, 51.08, 30.88, 97.39, 39.65, 45.81, 24.06, 25.32, 3.44]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)",total,17,"[30.67, 28.72, 40.55, 26.37, 16.68, 22.31, 20.92, 12.89, 36.49, 45.07, 24.07, 94.31, 37.12, 28.65, 21.28, 23.94, 34.21]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)",de_10_a_49,17,"[26.32, 21.33, 30.65, 16.94, 0.12, 15.98, 21.25, 12.04, 32.86, 40.07, 20.01, 92.94, 33.93, 26.28, 19.34, 22.72, 32.59]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)",de_250_y_mas,17,"[4.29, 33.95, 44.57, 35.54, 16.57, 0.27, 32.82, 27.06, 48.05, 6.71, 51.78, 1.0, 49.19, 56.07, 29.71, 2.35, 46.63]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)",de_50_a_249,17,"[30.44, 24.15, 38.45, 20.31, 10.42, 19.58, 9.35, 0.76, 37.67, 43.08, 24.92, 97.39, 39.04, 45.81, 20.89, 24.01, 32.75]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)",total,17,"[27.44, 22.25, 3.22, 18.87, 11.87, 16.98, 19.81, 11.71, 34.13, 41.16, 21.69, 94.28, 35.71, 28.25, 1.99, 0.23, 33.26]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_10_a_49,17,"[6.67, 5.62, 7.69, 4.95, 4.42, 4.52, 1.55, 2.43, 8.03, 6.95, 5.53, 48.01, 11.72, 11.16, 2.77, 11.66, 13.14]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_250_y_mas,17,"[26.78, 32.23, 2.95, 40.65, 10.82, 33.57, 27.82, 3.05, 23.27, 24.84, 32.87, 54.69, 15.91, 9.42, 11.33, 15.26, 21.62]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,de_50_a_249,17,"[12.28, 12.99, 15.21, 10.76, 7.53, 14.39, 14.66, 0.97, 13.16, 1.25, 9.74, 48.88, 12.54, 1.27, 3.98, 22.51, 1.03]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17,"[19.59, 24.38, 21.44, 32.83, 8.46, 25.96, 22.82, 2.28, 17.65, 17.55, 22.46, 51.74, 14.92, 11.36, 7.94, 1.59, 18.86]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_10_a_49,17,"[20.57, 19.38, 18.11, 22.79, 25.99, 21.21, 8.34, 15.58, 21.43, 16.96, 25.96, 50.01, 3.59, 35.84, 16.64, 29.21, 32.84]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_250_y_mas,17,"[33.44, 40.33, 38.03, 45.94, 23.89, 41.86, 33.93, 6.96, 28.21, 26.57, 40.81, 54.69, 19.42, 15.03, 23.79, 28.56, 26.16]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,de_50_a_249,17,"[26.59, 28.23, 26.16, 28.98, 30.24, 39.12, 24.04, 17.51, 2.55, 21.05, 25.38, 49.39, 28.61, 21.56, 23.04, 45.23, 27.52]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
2023,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,17,"[31.03, 37.21, 32.75, 0.44, 25.54, 40.58, 31.45, 1.02, 26.87, 2.42, 37.74, 52.31, 21.16, 24.06, 23.05, 31.69, 26.71]",conservar_primer_valor_no_nulo,comercio_electronico2023.xlsx
