dataset,variable,n_obs,n_nulos,pct_nulos
retail_moda_volumen_ventas_indice_base2015,fecha,168,0,0.0
retail_moda_volumen_ventas_indice_base2015,valor_indice,168,0,0.0
retail_moda_volumen_ventas_indice_base2015,fuente,168,0,0.0
retail_moda_volumen_ventas_indice_base2015,indicador,168,0,0.0
retail_moda_volumen_ventas_indice_base2015,provisional,168,0,0.0
