feature,importance
cat__marca_zara,0.47267286153438987
num__mes_num,0.13102313878298358
cat__marca_mango,0.09796635480306273
cat__marca_massimo_dutti,0.07943314586441602
cat__marca_shein,0.057465062501804595
cat__tipo_post_Image,0.04571279854557758
cat__marca_hm,0.034213182069343144
cat__tipo_post_Video,0.03201750945753836
cat__tipo_post_Sidecar,0.025715515283508537
num__anio,0.02378043115737567
