feature,importance
cat__marca_zara,0.4665599262422789
cat__marca_mango,0.1047022719720923
cat__marca_massimo_dutti,0.08609767504828461
num__mes_cos,0.06839475518139938
num__mes_sin,0.061459049836509815
cat__marca_shein,0.04837651708259706
cat__tipo_post_Image,0.04473112029385916
cat__marca_hm,0.038047790286595294
cat__tipo_post_Video,0.03235020779538133
cat__tipo_post_Sidecar,0.026080938482739877
num__anio,0.02319974777826231
