fecha,forecast
2025-12-01,61.823563954238594
2026-01-01,54.23956327262438
2026-02-01,50.58689805612232
2026-03-01,50.40575447584245
2026-04-01,52.32415236766267
2026-05-01,54.86886954685142
2026-06-01,56.974578387771906
2026-07-01,58.15391341224541
2026-08-01,58.41412526809046
2026-09-01,58.05111375645168
2026-10-01,57.43668374764378
2026-11-01,56.869317564209936
