model,train_accuracy,train_precision,train_recall,train_f1,train_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,gap_f1,gap_auc
B_Random_Forest,0.8749340369393139,0.7515923566878981,0.7468354430379747,0.7492063492063492,0.9192625980990388,0.8818565400843882,0.7672413793103449,0.7542372881355932,0.7606837606837606,0.9050418967815655,-0.011477411477411437,0.014220701317473217
A_Logistic_Regression,0.8654353562005277,0.7540603248259861,0.6856540084388185,0.7182320441988951,0.8651882402895685,0.8755274261603375,0.7757009345794392,0.7033898305084746,0.7377777777777778,0.8622167206246429,-0.019545733578882674,0.0029715196649255926
