bloque,variable,n_obs,q1,q3,iqr,lower_bound,upper_bound,n_outliers,pct_outliers,tipo_atipicidad,decision_metodologica
master_encuesta,indice_influencia_rrss,318,2.0,4.2,2.2,-1.3,7.5,0,0.0,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_impulso_tendencia,318,1.8,3.4,1.6,-0.6,5.8,0,0.0,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_confianza_influencers,318,1.5,3.5,2.0,-1.5,6.5,0,0.0,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_escepticismo_influencers,318,4.0,5.0,1.0,2.5,6.5,21,6.6,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_difusion_fastfashion,318,4.0,5.0,1.0,2.5,6.5,10,3.14,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_postcompra,318,2.0,3.6667,1.6667,-0.5,6.1667,0,0.0,extremo_estadistico_no_error,mantener_y_documentar
master_encuesta,indice_riesgo_arrepentimiento,318,1.5,3.0,1.5,-0.75,5.25,0,0.0,extremo_estadistico_no_error,mantener_y_documentar
