fecha,termino,valor_trends,anio,mes_num,grupo,valor_cero_trends
2017-09-01,moda preppy,,2017,9,sofisticado,False
2017-10-01,moda preppy,,2017,10,sofisticado,False
2017-11-01,moda preppy,,2017,11,sofisticado,False
2017-12-01,moda preppy,0.0,2017,12,sofisticado,True
2018-01-01,moda preppy,16.5,2018,1,sofisticado,False
2018-02-01,moda preppy,0.0,2018,2,sofisticado,True
2018-03-01,moda preppy,0.0,2018,3,sofisticado,True
2018-04-01,moda preppy,0.0,2018,4,sofisticado,True
2018-05-01,moda preppy,0.0,2018,5,sofisticado,True
2018-06-01,moda preppy,0.0,2018,6,sofisticado,True
2018-07-01,moda preppy,0.0,2018,7,sofisticado,True
2018-08-01,moda preppy,0.0,2018,8,sofisticado,True
2018-09-01,moda preppy,0.0,2018,9,sofisticado,True
2018-10-01,moda preppy,0.0,2018,10,sofisticado,True
2018-11-01,moda preppy,25.0,2018,11,sofisticado,False
2018-12-01,moda preppy,0.0,2018,12,sofisticado,True
2019-01-01,moda preppy,,2019,1,sofisticado,False
2019-02-01,moda preppy,,2019,2,sofisticado,False
2019-03-01,moda preppy,,2019,3,sofisticado,False
2019-04-01,moda preppy,,2019,4,sofisticado,False
2019-05-01,moda preppy,,2019,5,sofisticado,False
2019-06-01,moda preppy,,2019,6,sofisticado,False
2019-07-01,moda preppy,,2019,7,sofisticado,False
2019-08-01,moda preppy,,2019,8,sofisticado,False
2019-09-01,moda preppy,,2019,9,sofisticado,False
2019-10-01,moda preppy,,2019,10,sofisticado,False
2019-11-01,moda preppy,,2019,11,sofisticado,False
2019-12-01,moda preppy,,2019,12,sofisticado,False
2020-01-01,moda preppy,,2020,1,sofisticado,False
2020-02-01,moda preppy,,2020,2,sofisticado,False
2020-03-01,moda preppy,,2020,3,sofisticado,False
2020-04-01,moda preppy,,2020,4,sofisticado,False
2020-05-01,moda preppy,,2020,5,sofisticado,False
2020-06-01,moda preppy,,2020,6,sofisticado,False
2020-07-01,moda preppy,,2020,7,sofisticado,False
2020-08-01,moda preppy,,2020,8,sofisticado,False
