model,train_accuracy,train_precision,train_recall,train_f1,train_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,gap_f1,gap_auc
logistic_regression_v2compare,0.889763779527559,0.7582417582417582,0.92,0.8313253012048193,0.9471135940409683,0.828125,0.6428571428571429,0.9473684210526315,0.7659574468085106,0.9426900584795321,0.06536785439630866,0.004423535561436154
random_forest_v2_regularized,0.8779527559055118,0.7291666666666666,0.9333333333333333,0.8187134502923976,0.9642458100558658,0.84375,0.68,0.8947368421052632,0.7727272727272727,0.9274853801169591,0.04598617756512491,0.036760429938906714
