model,train_accuracy,train_precision,train_recall,train_f1,train_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,gap_f1,gap_auc
random_forest_balanced,0.8953488372093024,0.7288135593220338,0.9555555555555556,0.8269230769230769,0.9704286964129483,0.7954545454545454,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.8932291666666666,0.13726790450928372,0.07719952974628164
logistic_regression_balanced,0.877906976744186,0.7,0.9333333333333333,0.8,0.9489063867016623,0.8409090909090909,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.8697916666666666,0.059259259259259345,0.07911472003499564
