fecha,observed,trend,seasonal,resid
2015-01-01,93.6,93.43045843045843,0.25208778490028383,-0.08254621535871909
2015-02-01,93.5,93.740641996892,0.6287340552965578,-0.8693760521885526
2015-03-01,94.3,94.05082556332556,-1.037675229862732,1.2868496665371691
2015-04-01,93.7,94.36100912975913,-2.6448252557627563,1.9838161260036338
2015-05-01,94.6,94.6711926961927,-1.2496604668479665,1.178467770655256
2015-06-01,93.5,94.98137626262627,0.2918006183631193,-1.7731768809893893
2015-07-01,94.8,95.1875,0.5365688131313148,-0.9240688131313176
2015-08-01,95.6,95.54166666666666,0.5510339775964809,-0.49270064426314375
2015-09-01,96.1,95.86666666666667,0.5590176605801556,-0.3256843272468355
2015-10-01,96.5,96.19999999999999,0.3475568991193992,-0.04755689911938782
2015-11-01,96.8,96.54166666666666,1.2226702117327122,-0.9643368783993722
2015-12-01,97.2,96.90833333333333,0.5426909317534309,-0.25102426508675946
2016-01-01,97.7,97.30833333333332,0.25208778490028383,0.1395788817663961
2016-02-01,97.9,97.62916666666665,0.6287340552965578,-0.3579007219632008
2016-03-01,97.7,97.89999999999999,-1.037675229862732,0.8376752298627435
2016-04-01,98.3,98.14166666666665,-2.6448252557627563,2.803158589096102
2016-05-01,98.2,98.32083333333333,-1.2496604668479665,1.1288271335146436
2016-06-01,98.7,98.42499999999998,0.2918006183631193,-0.01680061836309943
2016-07-01,99.2,98.50416666666666,0.5365688131313148,0.1592645202020252
2016-08-01,98.9,98.5625,0.5510339775964809,-0.2135339775964752
2016-09-01,99.3,98.62083333333334,0.5590176605801556,0.12014900608650447
2016-10-01,99.1,98.7375,0.3475568991193992,0.01494310088059797
2016-11-01,98.5,98.87083333333334,1.2226702117327122,-1.5935035450660493
2016-12-01,98.0,99.0,0.5426909317534309,-1.5426909317534307
2017-01-01,98.8,99.10833333333332,0.25208778490028383,-0.5604211182336067
2017-02-01,98.2,99.19583333333333,0.6287340552965578,-1.6245673886298806
2017-03-01,98.8,99.28333333333333,-1.037675229862732,0.5543418965293978
2017-04-01,100.0,99.26666666666667,-2.6448252557627563,3.3781585890960906
2017-05-01,99.7,99.29166666666666,-1.2496604668479665,1.6579938001813121
2017-06-01,100.3,99.47916666666666,0.2918006183631193,0.5290327149702206
2017-07-01,100.2,99.62083333333332,0.5365688131313148,0.04259785353536516
2017-08-01,100.0,99.74166666666666,0.5510339775964809,-0.2927006442631409
2017-09-01,100.3,99.89583333333333,0.5590176605801556,-0.154850993913487
2017-10-01,97.7,99.99583333333334,0.3475568991193992,-2.6433902324527336
2017-11-01,100.5,100.02916666666667,1.2226702117327122,-0.7518368783993807
2017-12-01,100.5,100.02916666666665,0.5426909317534309,-0.07185759842008521
2018-01-01,99.7,100.01666666666667,0.25208778490028383,-0.5687544515669467
2018-02-01,100.2,100.0,0.6287340552965578,-0.42873405529655495
2018-03-01,100.5,99.96666666666667,-1.037675229862732,1.5710085631960635
2018-04-01,100.7,100.05,-2.6448252557627563,3.294825255762762
2018-05-01,99.8,100.18333333333332,-1.2496604668479665,0.8663271335146407
2018-06-01,100.2,100.22916666666666,0.2918006183631193,-0.3209672850297737
2018-07-01,100.0,100.35416666666666,0.5365688131313148,-0.890735479797972
2018-08-01,99.8,100.52916666666667,0.5510339775964809,-1.2802006442631524
2018-09-01,99.7,100.63749999999999,0.5590176605801556,-1.4965176605801414
2018-10-01,100.3,100.72916666666666,0.3475568991193992,-0.7767235657860592
2018-11-01,101.1,100.88333333333333,1.2226702117327122,-1.0060035450660436
