fecha,observed,trend,seasonal,resid
2015-01-01,1.0534188034188037,1.0653537186020015,0.022183054973050696,-0.03411797015624848
2015-02-01,1.0502673796791444,1.063155837823507,0.04423442823652057,-0.05712288638088325
2015-03-01,1.056203605514316,1.0609579570450125,-0.020636364502385214,0.015882012971688737
2015-04-01,1.0490928495197438,1.0587600762665181,-0.011265631947000622,0.0015984052002262841
2015-05-01,1.0761099365750528,1.0565621954880238,-0.017143954410945152,0.036691695497974214
2015-06-01,1.0470588235294118,1.0543643147095294,-0.00028586188361344553,-0.007019629296504139
2015-07-01,1.0537974683544304,1.0520061375360608,-0.0019935671743245157,0.003784897992694201
2015-08-01,1.044979079497908,1.0503707594779355,-0.0042998847960957765,-0.0010917951839317652
2015-09-01,1.063475546305931,1.0482781675146877,0.004158599073494869,0.011038779717748519
2015-10-01,1.0694300518134716,1.0463154787180318,-0.005081825370892509,0.02819639846633236
2015-11-01,1.0299586776859504,1.0425402941032558,-0.017633840997228065,0.005052224579922691
2015-12-01,1.036008230452675,1.0395634007510877,0.007764848799419164,-0.011320019097831844
2016-01-01,1.0419651995905834,1.038982010401312,0.022183054973050696,-0.019199865783779378
2016-02-01,1.0224719101123594,1.0379360846119776,0.04423442823652057,-0.059698602736138806
2016-03-01,1.0337768679631525,1.0350583488902387,-0.020636364502385214,0.01935488357529897
2016-04-01,1.02441505595117,1.0311594419434709,-0.011265631947000622,0.00452124595469975
2016-05-01,1.010183299389002,1.0293376388855813,-0.017143954410945152,-0.0020103850856340345
2016-06-01,1.0415400202634244,1.02938931295814,-0.00028586188361344553,0.012436569188897892
2016-07-01,1.0453629032258065,1.029063765491212,-0.0019935671743245157,0.018292704908918975
2016-08-01,1.0283114256825077,1.0295958671560494,-0.0042998847960957765,0.00301544332255399
2016-09-01,1.0110775427995973,1.0304691493053635,0.004158599073494869,-0.02355020557926108
2016-10-01,1.0282542885973764,1.0321013346618346,-0.005081825370892509,0.0012347793064343277
2016-11-01,1.0274111675126905,1.03554100532908,-0.017633840997228065,0.009504003180838414
2016-12-01,1.039795918367347,1.0363478520014273,0.007764848799419164,-0.004316782433499398
2017-01-01,1.0303643724696356,1.0347220341985062,0.022183054973050696,-0.02654071670192123
2017-02-01,1.0468431771894091,1.0342333583183447,0.04423442823652057,-0.03162460936545619
2017-03-01,1.0303643724696356,1.0365430070642923,-0.020636364502385214,0.014457729907728596
2017-04-01,1.067,1.0349657922368931,-0.011265631947000622,0.04329983971010746
2017-05-01,1.0501504513540625,1.0313763496353054,-0.017143954410945152,0.0359180561297022
2017-06-01,1.020937188434696,1.030441726032095,-0.00028586188361344553,-0.009218675713785554
2017-07-01,1.026946107784431,1.028891862552174,-0.0019935671743245157,4.781240658168016e-05
2017-08-01,1.035,1.0268009724974418,-0.0042998847960957765,0.012498912298653853
2017-09-01,1.0598205383848454,1.0248705971543406,0.004158599073494869,0.030791342157009897
2017-10-01,0.9416581371545548,1.0216843127252648,-0.005081825370892509,-0.0749443501998175
2017-11-01,1.0278606965174129,1.0166774202783175,-0.017633840997228065,0.028817117236323384
2017-12-01,1.016915422885572,1.014130603614459,0.007764848799419164,-0.004980029528306316
2018-01-01,1.0160481444332998,1.0129259686006713,0.022183054973050696,-0.01906087914042217
2018-02-01,1.0109780439121756,1.0109707157796601,0.04423442823652057,-0.0442271001040051
2018-03-01,1.0199004975124375,1.0066851049133205,-0.020636364502385214,0.033851757101502185
2018-04-01,1.0009930486593843,1.0070759558380074,-0.011265631947000622,0.00518272476837759
2018-05-01,0.995991983967936,1.0100864967727006,-0.017143954410945152,0.0030494416061805606
2018-06-01,1.0139720558882237,1.0090866312960955,-0.00028586188361344553,0.005171286475741597
2018-07-01,1.005,1.0083693401881808,-0.0019935671743245157,-0.001375773013856398
2018-08-01,1.0100200400801602,1.008755209942434,-0.0042998847960957765,0.005564714933822046
2018-09-01,0.9819458375125376,1.0086544071246515,0.004158599073494869,-0.030867168685608744
2018-10-01,1.028913260219342,1.007865542047231,-0.005081825370892509,0.02612954354300366
2018-11-01,1.0128585558852623,1.0081544044992656,-0.017633840997228065,0.022337992383224734
2018-12-01,1.007920792079208,1.0072527782335863,0.007764848799419164,-0.007096834953797513
2019-01-01,1.0078277886497065,1.0053683885338323,0.022183054973050696,-0.019723654857176497
2019-02-01,1.0284592737978409,1.004094949833546,0.04423442823652057,-0.019870104272225797
2019-03-01,1.0,1.0041468048731428,-0.020636364502385214,0.01648955962924243
2019-04-01,1.0019607843137257,1.002765293219986,-0.011265631947000622,0.010461123040740351
2019-05-01,1.0019569471624266,1.0000955955975257,-0.017143954410945152,0.019005305975846012
2019-06-01,0.9863680623174294,0.9990280723868309,-0.00028586188361344553,-0.012374148185788095
2019-07-01,0.987378640776699,0.999139783600084,-0.0019935671743245157,-0.009767575649060514
2019-08-01,0.997078870496592,0.9999956003784229,-0.0042998847960957765,0.0013831549142648836
2019-09-01,0.9961315280464216,0.9768638120732702,0.004158599073494869,0.015109116899656487
2019-10-01,0.9815712900096994,0.9175623408226435,-0.005081825370892509,0.06909077455794842
2019-11-01,0.9961277831558568,0.8566947724896035,-0.017633840997228065,0.15706685166348142
2019-12-01,0.999031007751938,0.8203714587295382,0.007764848799419164,0.17089470022298062
2020-01-01,1.0193986420950534,0.8000463559693524,0.022183054973050696,0.1971692311526503
2020-02-01,1.0374280230326294,0.7814921590160376,0.04423442823652057,0.21170143578007117
2020-03-01,0.4358683314415437,0.7632858674137413,-0.020636364502385214,-0.3067811714698124
2020-04-01,0.1428571428571428,0.7457545038347929,-0.011265631947000622,-0.5916317290306495
2020-05-01,0.4002389486260453,0.7232349913378446,-0.017143954410945152,-0.3058520883008542
2020-06-01,0.7163265306122449,0.7007508147340258,-0.00028586188361344553,0.0158615777618326
2020-07-01,0.7696177062374245,0.6799404761586151,-0.0019935671743245157,0.09167079725313397
2020-08-01,0.7695390781563126,0.6566075908305021,-0.0042998847960957765,0.11723137212190626
2020-09-01,0.7867203219315895,0.6613647011137058,0.004158599073494869,0.12119702174438879
2020-10-01,0.7702297702297702,0.7055457008791173,-0.005081825370892509,0.06976589472154547
2020-11-01,0.6670010030090271,0.7516870446467943,-0.017633840997228065,-0.0670522006405391
2020-12-01,0.7885375494071146,0.7748923343404897,0.007764848799419164,0.0058803662672058075
2021-01-01,0.7304439746300211,0.7828734298223683,0.022183054973050696,-0.07461251016539791
2021-02-01,0.7663934426229508,0.788407363903852,0.04423442823652057,-0.06624834951742176
2021-03-01,0.8210735586481113,0.795558200955789,-0.020636364502385214,0.046151722194707485
2021-04-01,0.8179959100204499,0.8063364121930863,-0.011265631947000622,0.022925129774364263
2021-05-01,0.8324924318869829,0.8219566814475356,-0.017143954410945152,0.027679704850392364
2021-06-01,0.841,0.8360152534131616,-0.00028586188361344553,0.005270608470451786
2021-07-01,0.8364905284147558,0.8476458064384005,-0.0019935671743245157,-0.009161710849320173
2021-08-01,0.8354806739345886,0.8647641675105014,-0.0042998847960957765,-0.02498360877981709
2021-09-01,0.8923988153998027,0.8785244833383199,0.004158599073494869,0.00971573298798794
2021-10-01,0.9232283464566928,0.8940926917942373,-0.005081825370892509,0.034217480033348
2021-11-01,0.8888888888888888,0.9140667861381786,-0.017633840997228065,-0.007544056252061695
2021-12-01,0.904055390702275,0.9254584367460181,0.007764848799419164,-0.029167894843162265
2022-01-01,0.8940594059405941,0.9327660388667595,0.022183054973050696,-0.06088968789921608
2022-02-01,1.0136186770428015,0.9407296150102784,0.04423442823652057,0.028654633796002527
