dataset,variable,count,mean,std,min,25%,50%,75%,max
contexto_digitalizacion_clean,anio,6.0,2022.5,1.8708286933869707,2020.0,2021.25,2022.5,2023.75,2025.0
contexto_digitalizacion_clean,pct_usuarios_rrss,6.0,80.19999999999999,9.240129869217204,62.0,80.725,83.25,85.1,87.1
contexto_digitalizacion_clean,pct_personas_compra_online,5.0,66.996,2.6195094960698273,62.62,66.63,67.91,68.88,68.94
contexto_digitalizacion_extended,anio,6.0,2022.5,1.8708286933869707,2020.0,2021.25,2022.5,2023.75,2025.0
contexto_digitalizacion_extended,pct_usuarios_rrss,6.0,80.19999999999999,9.240129869217204,62.0,80.725,83.25,85.1,87.1
contexto_digitalizacion_extended,pct_personas_compra_online,5.0,66.996,2.6195094960698273,62.62,66.63,67.91,68.88,68.94
contexto_digitalizacion_extended,pct_personas_compra_ropa_online,1.0,26.44,,26.44,26.44,26.44,26.44,26.44
eurostat_moda_mensual_clean,valor_indice,168.0,99.70535714285714,14.94105487674043,10.3,95.0,101.3,104.8,146.6
eurostat_retail_total_mensual_clean,valor_indice,189.0,100.22751322751323,6.40842901186321,72.1,97.6,100.3,104.2,114.0
eurostat_online_empresas_clean,anio,9.0,2019.0,2.7386127875258306,2015.0,2017.0,2019.0,2021.0,2023.0
eurostat_online_empresas_clean,valor_pct,9.0,17.526666666666667,1.9147127721932604,14.33,16.37,17.13,19.14,19.86
comercio_electronico_core_std,anio,2380.0,2018.8857142857144,2.527770458578633,2015.0,2017.0,2019.0,2021.0,2023.0
comercio_electronico_core_std,valor,2350.0,26.562617021276598,18.5495646488339,0.0,13.6975,23.045,34.807500000000005,100.0
capa1_master_anual_analysis,anio,4.0,2021.5,1.2909944487358056,2020.0,2020.75,2021.5,2022.25,2023.0
capa1_master_anual_analysis,pct_usuarios_rrss,4.0,78.675,11.528912929384681,62.0,75.5,82.8,85.975,87.1
capa1_master_anual_analysis,pct_personas_compra_online,4.0,66.50999999999999,2.752174897543153,62.62,65.6275,67.27,68.1525,68.88
capa1_master_anual_analysis,pct_facturacion_empresas_online,4.0,19.325000000000003,0.39230090491866054,18.95,19.0925,19.245,19.4775,19.86
capa1_master_anual_analysis,pct_empresas_venden_ecommerce,4.0,30.2025,2.2751318643102874,26.86,29.7175,31.130000000000003,31.615000000000002,31.69
capa1_master_anual_analysis,pct_empresas_venden_web_apps,3.0,25.983333333333334,2.4047730315631304,23.21,25.23,27.25,27.369999999999997,27.49
capa1_master_anual_analysis,pct_ventas_ecommerce_sobre_total,4.0,19.52,0.3627671429443407,19.07,19.369999999999997,19.53,19.68,19.95
capa1_master_anual_analysis,pct_ventas_ecommerce_sobre_total_empresas_que_venden,4.0,32.46,3.597545459522831,30.35,30.552500000000002,30.825000000000003,32.7325,37.84
capa1_master_mensual_analysis,indice_retail_moda,108.0,97.56203703703703,16.8257352818329,10.3,95.875,101.3,103.125,146.6
capa1_master_mensual_analysis,indice_retail_total,108.0,99.84351851851852,4.416034359801063,72.1,98.45,100.25,102.47500000000001,106.4
capa1_master_mensual_analysis,anio,108.0,2019.0,2.5940262070027016,2015.0,2017.0,2019.0,2021.0,2023.0
capa1_master_mensual_analysis,mes,108.0,6.5,3.46814610176353,1.0,3.75,6.5,9.25,12.0
capa1_master_mensual_analysis,ratio_moda_vs_total,108.0,0.9729017654104589,0.15488677279883858,0.1428571428571428,0.9372724075733686,1.0150101001607617,1.0450750354298826,1.3908918406072106
capa1_master_mensual_analysis,dif_moda_vs_total,108.0,-2.281481481481481,13.929603708180057,-61.8,-6.449999999999997,1.5,4.32500000000001,41.19999999999999
contexto_digitalizacion_documentado,anio,6.0,2022.5,1.8708286933869707,2020.0,2021.25,2022.5,2023.75,2025.0
contexto_digitalizacion_documentado,pct_usuarios_rrss,6.0,80.19999999999999,9.240129869217204,62.0,80.725,83.25,85.1,87.1
contexto_digitalizacion_documentado,pct_personas_compra_online,5.0,66.996,2.6195094960698273,62.62,66.63,67.91,68.88,68.94
contexto_digitalizacion_documentado,pct_personas_compra_ropa_online,1.0,26.44,,26.44,26.44,26.44,26.44,26.44
