fecha,anio,mes_num,marca,categoria_producto,valor_trends
2016-02-01,2016,2,hm,tops,0
2016-02-01,2016,2,hm,vestidos,33
2016-02-01,2016,2,hm,zapatos,36
2016-02-01,2016,2,mango,pantalones,22
2016-02-01,2016,2,mango,tops,0
2016-02-01,2016,2,mango,vestidos,34
2016-02-01,2016,2,mango,zapatos,52
2016-02-01,2016,2,massimo_dutti,pantalones,16
2016-02-01,2016,2,massimo_dutti,tops,0
2016-02-01,2016,2,massimo_dutti,vestidos,23
2016-02-01,2016,2,massimo_dutti,zapatos,45
2016-02-01,2016,2,shein,pantalones,0
2016-02-01,2016,2,shein,tops,0
2016-02-01,2016,2,shein,vestidos,2
2016-02-01,2016,2,shein,zapatos,0
2016-02-01,2016,2,zara,pantalones,26
2016-02-01,2016,2,zara,tops,12
2016-02-01,2016,2,zara,vestidos,34
2016-02-01,2016,2,zara,zapatos,53
2016-03-01,2016,3,hm,pantalones,42
2016-03-01,2016,3,hm,tops,0
2016-03-01,2016,3,hm,vestidos,53
2016-03-01,2016,3,hm,zapatos,57
2016-03-01,2016,3,mango,pantalones,31
2016-03-01,2016,3,mango,tops,25
2016-03-01,2016,3,mango,vestidos,48
2016-03-01,2016,3,mango,zapatos,71
2016-03-01,2016,3,massimo_dutti,pantalones,23
2016-03-01,2016,3,massimo_dutti,tops,0
2016-03-01,2016,3,massimo_dutti,vestidos,33
2016-03-01,2016,3,massimo_dutti,zapatos,56
2016-03-01,2016,3,shein,pantalones,0
2016-03-01,2016,3,shein,tops,0
2016-03-01,2016,3,shein,vestidos,3
2016-03-01,2016,3,shein,zapatos,0
2016-03-01,2016,3,zara,pantalones,32
2016-03-01,2016,3,zara,tops,17
2016-03-01,2016,3,zara,vestidos,48
2016-03-01,2016,3,zara,zapatos,81
2016-04-01,2016,4,hm,pantalones,33
2016-04-01,2016,4,hm,tops,0
2016-04-01,2016,4,hm,vestidos,63
2016-04-01,2016,4,hm,zapatos,81
2016-04-01,2016,4,mango,pantalones,43
2016-04-01,2016,4,mango,tops,17
2016-04-01,2016,4,mango,vestidos,56
2016-04-01,2016,4,mango,zapatos,95
2016-04-01,2016,4,massimo_dutti,pantalones,32
2016-04-01,2016,4,massimo_dutti,tops,0
2016-04-01,2016,4,massimo_dutti,vestidos,36
2016-04-01,2016,4,massimo_dutti,zapatos,65
2016-04-01,2016,4,shein,pantalones,0
2016-04-01,2016,4,shein,tops,0
2016-04-01,2016,4,shein,vestidos,6
2016-04-01,2016,4,shein,zapatos,0
2016-04-01,2016,4,zara,pantalones,41
2016-04-01,2016,4,zara,tops,27
2016-04-01,2016,4,zara,vestidos,52
2016-04-01,2016,4,zara,zapatos,91
2016-05-01,2016,5,hm,pantalones,50
2016-05-01,2016,5,hm,tops,47
2016-05-01,2016,5,hm,vestidos,61
2016-05-01,2016,5,hm,zapatos,75
2016-05-01,2016,5,mango,pantalones,39
2016-05-01,2016,5,mango,tops,42
2016-05-01,2016,5,mango,vestidos,49
2016-05-01,2016,5,mango,zapatos,100
2016-05-01,2016,5,massimo_dutti,pantalones,32
2016-05-01,2016,5,massimo_dutti,tops,0
2016-05-01,2016,5,massimo_dutti,vestidos,34
2016-05-01,2016,5,massimo_dutti,zapatos,80
2016-05-01,2016,5,shein,pantalones,0
2016-05-01,2016,5,shein,tops,0
2016-05-01,2016,5,shein,vestidos,3
2016-05-01,2016,5,shein,zapatos,3
2016-05-01,2016,5,zara,pantalones,45
2016-05-01,2016,5,zara,tops,38
2016-05-01,2016,5,zara,vestidos,50
2016-05-01,2016,5,zara,zapatos,95
2016-06-01,2016,6,hm,pantalones,49
2016-06-01,2016,6,hm,tops,52
2016-06-01,2016,6,hm,vestidos,56
2016-06-01,2016,6,hm,zapatos,76
2016-06-01,2016,6,mango,pantalones,44
2016-06-01,2016,6,mango,tops,45
2016-06-01,2016,6,mango,vestidos,44
2016-06-01,2016,6,mango,zapatos,75
2016-06-01,2016,6,massimo_dutti,pantalones,28
2016-06-01,2016,6,massimo_dutti,tops,0
2016-06-01,2016,6,massimo_dutti,vestidos,31
2016-06-01,2016,6,massimo_dutti,zapatos,63
2016-06-01,2016,6,shein,pantalones,0
2016-06-01,2016,6,shein,tops,0
2016-06-01,2016,6,shein,vestidos,2
2016-06-01,2016,6,shein,zapatos,0
2016-06-01,2016,6,zara,pantalones,39
2016-06-01,2016,6,zara,tops,29
2016-06-01,2016,6,zara,vestidos,45
2016-06-01,2016,6,zara,zapatos,80
2016-07-01,2016,7,hm,pantalones,37
2016-07-01,2016,7,hm,tops,49
2016-07-01,2016,7,hm,vestidos,49
2016-07-01,2016,7,hm,zapatos,38
2016-07-01,2016,7,mango,pantalones,28
2016-07-01,2016,7,mango,tops,42
2016-07-01,2016,7,mango,vestidos,41
2016-07-01,2016,7,mango,zapatos,61
2016-07-01,2016,7,massimo_dutti,pantalones,16
2016-07-01,2016,7,massimo_dutti,tops,0
2016-07-01,2016,7,massimo_dutti,vestidos,32
2016-07-01,2016,7,massimo_dutti,zapatos,63
2016-07-01,2016,7,shein,pantalones,0
2016-07-01,2016,7,shein,tops,0
2016-07-01,2016,7,shein,vestidos,2
2016-07-01,2016,7,shein,zapatos,0
2016-07-01,2016,7,zara,pantalones,31
2016-07-01,2016,7,zara,tops,30
2016-07-01,2016,7,zara,vestidos,44
2016-07-01,2016,7,zara,zapatos,60
2016-08-01,2016,8,hm,pantalones,29
2016-08-01,2016,8,hm,tops,0
2016-08-01,2016,8,hm,vestidos,33
2016-08-01,2016,8,hm,zapatos,36
2016-08-01,2016,8,mango,pantalones,21
2016-08-01,2016,8,mango,tops,23
2016-08-01,2016,8,mango,vestidos,28
2016-08-01,2016,8,mango,zapatos,47
2016-08-01,2016,8,massimo_dutti,pantalones,17
2016-08-01,2016,8,massimo_dutti,tops,0
2016-08-01,2016,8,massimo_dutti,vestidos,20
2016-08-01,2016,8,massimo_dutti,zapatos,33
2016-08-01,2016,8,shein,pantalones,0
2016-08-01,2016,8,shein,tops,0
2016-08-01,2016,8,shein,vestidos,3
2016-08-01,2016,8,shein,zapatos,0
2016-08-01,2016,8,zara,pantalones,22
2016-08-01,2016,8,zara,tops,27
2016-08-01,2016,8,zara,vestidos,31
2016-08-01,2016,8,zara,zapatos,48
2016-09-01,2016,9,hm,pantalones,33
2016-09-01,2016,9,hm,tops,0
2016-09-01,2016,9,hm,vestidos,32
2016-09-01,2016,9,hm,zapatos,65
2016-09-01,2016,9,mango,pantalones,32
2016-09-01,2016,9,mango,tops,18
2016-09-01,2016,9,mango,vestidos,32
2016-09-01,2016,9,mango,zapatos,66
2016-09-01,2016,9,massimo_dutti,pantalones,24
2016-09-01,2016,9,massimo_dutti,tops,0
2016-09-01,2016,9,massimo_dutti,vestidos,22
2016-09-01,2016,9,massimo_dutti,zapatos,62
2016-09-01,2016,9,shein,pantalones,0
2016-09-01,2016,9,shein,tops,0
2016-09-01,2016,9,shein,vestidos,3
2016-09-01,2016,9,shein,zapatos,3
2016-09-01,2016,9,zara,pantalones,31
2016-09-01,2016,9,zara,tops,21
2016-09-01,2016,9,zara,vestidos,35
2016-09-01,2016,9,zara,zapatos,75
2016-10-01,2016,10,hm,pantalones,49
2016-10-01,2016,10,hm,tops,0
2016-10-01,2016,10,hm,vestidos,35
2016-10-01,2016,10,hm,zapatos,76
2016-10-01,2016,10,mango,pantalones,40
2016-10-01,2016,10,mango,tops,18
2016-10-01,2016,10,mango,vestidos,27
2016-10-01,2016,10,mango,zapatos,80
2016-10-01,2016,10,massimo_dutti,pantalones,39
2016-10-01,2016,10,massimo_dutti,tops,0
2016-10-01,2016,10,massimo_dutti,vestidos,23
2016-10-01,2016,10,massimo_dutti,zapatos,83
2016-10-01,2016,10,shein,pantalones,5
2016-10-01,2016,10,shein,tops,0
2016-10-01,2016,10,shein,vestidos,5
2016-10-01,2016,10,shein,zapatos,4
2016-10-01,2016,10,zara,pantalones,43
2016-10-01,2016,10,zara,tops,20
2016-10-01,2016,10,zara,vestidos,36
2016-10-01,2016,10,zara,zapatos,100
2016-11-01,2016,11,hm,pantalones,43
2016-11-01,2016,11,hm,tops,0
2016-11-01,2016,11,hm,vestidos,46
2016-11-01,2016,11,hm,zapatos,71
2016-11-01,2016,11,mango,pantalones,44
2016-11-01,2016,11,mango,tops,34
2016-11-01,2016,11,mango,vestidos,37
2016-11-01,2016,11,mango,zapatos,74
2016-11-01,2016,11,massimo_dutti,pantalones,41
2016-11-01,2016,11,massimo_dutti,tops,0
2016-11-01,2016,11,massimo_dutti,vestidos,27
2016-11-01,2016,11,massimo_dutti,zapatos,88
2016-11-01,2016,11,shein,pantalones,0
2016-11-01,2016,11,shein,tops,0
2016-11-01,2016,11,shein,vestidos,4
2016-11-01,2016,11,shein,zapatos,3
2016-11-01,2016,11,zara,pantalones,43
2016-11-01,2016,11,zara,tops,28
2016-11-01,2016,11,zara,vestidos,45
2016-11-01,2016,11,zara,zapatos,79
2016-12-01,2016,12,hm,pantalones,43
2016-12-01,2016,12,hm,tops,71
2016-12-01,2016,12,hm,vestidos,64
2016-12-01,2016,12,hm,zapatos,73
2016-12-01,2016,12,mango,pantalones,41
2016-12-01,2016,12,mango,tops,50
2016-12-01,2016,12,mango,vestidos,46
2016-12-01,2016,12,mango,zapatos,61
2016-12-01,2016,12,massimo_dutti,pantalones,38
2016-12-01,2016,12,massimo_dutti,tops,0
2016-12-01,2016,12,massimo_dutti,vestidos,29
2016-12-01,2016,12,massimo_dutti,zapatos,67
2016-12-01,2016,12,shein,pantalones,0
2016-12-01,2016,12,shein,tops,0
2016-12-01,2016,12,shein,vestidos,4
2016-12-01,2016,12,shein,zapatos,3
2016-12-01,2016,12,zara,pantalones,45
2016-12-01,2016,12,zara,tops,41
2016-12-01,2016,12,zara,vestidos,53
