fecha,termino,valor_trends,anio,mes_num,grupo,valor_cero_trends,subgrupo,tipo_termino,familia_analitica,prioridad_analitica,decision_uso
2018-05-01,comprar ropa online,65.0,2018,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-06-01,comprar ropa online,58.25,2018,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-07-01,comprar ropa online,51.0,2018,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-08-01,comprar ropa online,54.5,2018,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-09-01,comprar ropa online,63.4,2018,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-10-01,comprar ropa online,73.75,2018,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-11-01,comprar ropa online,72.5,2018,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-12-01,comprar ropa online,60.6,2018,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-01-01,comprar ropa online,82.0,2019,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-02-01,comprar ropa online,72.25,2019,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-03-01,comprar ropa online,87.8,2019,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-04-01,comprar ropa online,77.25,2019,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-05-01,comprar ropa online,82.25,2019,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-06-01,comprar ropa online,72.2,2019,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-07-01,comprar ropa online,62.75,2019,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-08-01,comprar ropa online,61.75,2019,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-09-01,comprar ropa online,73.6,2019,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-10-01,comprar ropa online,80.5,2019,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-11-01,comprar ropa online,80.75,2019,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-12-01,comprar ropa online,56.0,2019,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-01-01,comprar ropa online,19.25,2020,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-02-01,comprar ropa online,19.0,2020,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-03-01,comprar ropa online,19.8,2020,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-04-01,comprar ropa online,56.0,2020,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-05-01,comprar ropa online,66.0,2020,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-06-01,comprar ropa online,30.0,2020,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-07-01,comprar ropa online,23.75,2020,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-08-01,comprar ropa online,22.0,2020,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-09-01,comprar ropa online,24.75,2020,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-10-01,comprar ropa online,24.5,2020,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-11-01,comprar ropa online,24.6,2020,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-12-01,comprar ropa online,38.5,2020,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-01-01,comprar ropa online,91.2,2021,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-02-01,comprar ropa online,71.0,2021,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-03-01,comprar ropa online,68.75,2021,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-04-01,comprar ropa online,62.75,2021,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-05-01,comprar ropa online,59.2,2021,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-06-01,comprar ropa online,62.0,2021,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-07-01,comprar ropa online,52.25,2021,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-08-01,comprar ropa online,45.0,2021,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-09-01,comprar ropa online,65.25,2021,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-10-01,comprar ropa online,57.6,2021,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-11-01,comprar ropa online,71.75,2021,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-12-01,comprar ropa online,71.5,2021,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-01-01,comprar ropa online,62.6,2022,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-02-01,comprar ropa online,63.25,2022,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-03-01,comprar ropa online,73.5,2022,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-04-01,comprar ropa online,81.0,2022,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-05-01,comprar ropa online,71.6,2022,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-06-01,comprar ropa online,71.75,2022,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-07-01,comprar ropa online,60.0,2022,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-08-01,comprar ropa online,56.75,2022,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-09-01,comprar ropa online,68.75,2022,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-10-01,comprar ropa online,69.4,2022,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-11-01,comprar ropa online,66.0,2022,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-12-01,comprar ropa online,66.0,2022,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-01-01,comprar ropa online,73.8,2023,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-02-01,comprar ropa online,68.0,2023,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-03-01,comprar ropa online,73.75,2023,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-04-01,comprar ropa online,74.6,2023,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-05-01,comprar ropa online,68.75,2023,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-06-01,comprar ropa online,51.25,2023,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-07-01,comprar ropa online,56.0,2023,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-08-01,comprar ropa online,54.75,2023,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-09-01,comprar ropa online,59.5,2023,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-10-01,comprar ropa online,57.4,2023,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-11-01,comprar ropa online,63.5,2023,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-12-01,comprar ropa online,65.6,2023,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-01-01,comprar ropa online,58.75,2024,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-02-01,comprar ropa online,61.75,2024,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-03-01,comprar ropa online,65.4,2024,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-04-01,comprar ropa online,63.25,2024,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-05-01,comprar ropa online,55.0,2024,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-06-01,comprar ropa online,43.6,2024,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-07-01,comprar ropa online,20.5,2024,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-08-01,comprar ropa online,43.0,2024,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-09-01,comprar ropa online,68.2,2024,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-10-01,comprar ropa online,62.25,2024,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-11-01,comprar ropa online,54.5,2024,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-12-01,comprar ropa online,75.4,2024,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-01-01,comprar ropa online,57.75,2025,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-02-01,comprar ropa online,13.25,2025,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-03-01,comprar ropa online,62.2,2025,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-04-01,comprar ropa online,53.0,2025,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-05-01,comprar ropa online,47.5,2025,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-06-01,comprar ropa online,56.2,2025,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-07-01,comprar ropa online,28.25,2025,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-08-01,comprar ropa online,46.0,2025,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-09-01,comprar ropa online,75.5,2025,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-10-01,comprar ropa online,60.75,2025,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-11-01,comprar ropa online,78.5,2025,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-12-01,comprar ropa online,,2025,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-01-01,moda sostenible,0.0,2015,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-02-01,moda sostenible,0.0,2015,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-03-01,moda sostenible,19.0,2015,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-04-01,moda sostenible,0.0,2015,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-05-01,moda sostenible,20.0,2015,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-06-01,moda sostenible,0.0,2015,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-07-01,moda sostenible,0.0,2015,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-08-01,moda sostenible,0.0,2015,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-09-01,moda sostenible,0.0,2015,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-10-01,moda sostenible,43.25,2015,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-11-01,moda sostenible,17.0,2015,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2015-12-01,moda sostenible,0.0,2015,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-01-01,moda sostenible,6.2,2016,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-02-01,moda sostenible,25.0,2016,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-03-01,moda sostenible,8.5,2016,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-04-01,moda sostenible,26.25,2016,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-05-01,moda sostenible,8.0,2016,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-06-01,moda sostenible,16.5,2016,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-07-01,moda sostenible,0.0,2016,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-08-01,moda sostenible,0.0,2016,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-09-01,moda sostenible,8.25,2016,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-10-01,moda sostenible,7.0,2016,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-11-01,moda sostenible,7.75,2016,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2016-12-01,moda sostenible,0.0,2016,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-01-01,moda sostenible,0.0,2017,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-02-01,moda sostenible,27.0,2017,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-03-01,moda sostenible,27.75,2017,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-04-01,moda sostenible,32.4,2017,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-05-01,moda sostenible,0.0,2017,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-06-01,moda sostenible,0.0,2017,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-07-01,moda sostenible,0.0,2017,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-08-01,moda sostenible,0.0,2017,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-09-01,moda sostenible,32.0,2017,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-10-01,moda sostenible,0.0,2017,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-11-01,moda sostenible,53.5,2017,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2017-12-01,moda sostenible,10.4,2017,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-01-01,moda sostenible,25.0,2018,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-02-01,moda sostenible,13.75,2018,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-03-01,moda sostenible,36.75,2018,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-04-01,moda sostenible,24.6,2018,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-05-01,moda sostenible,38.5,2018,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-06-01,moda sostenible,23.25,2018,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-07-01,moda sostenible,19.6,2018,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-08-01,moda sostenible,0.0,2018,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-09-01,moda sostenible,10.2,2018,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-10-01,moda sostenible,26.0,2018,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-11-01,moda sostenible,14.25,2018,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2018-12-01,moda sostenible,10.4,2018,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-01-01,moda sostenible,33.25,2019,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-02-01,moda sostenible,39.0,2019,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-03-01,moda sostenible,44.2,2019,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-04-01,moda sostenible,53.75,2019,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-05-01,moda sostenible,30.25,2019,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-06-01,moda sostenible,27.6,2019,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-07-01,moda sostenible,35.75,2019,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-08-01,moda sostenible,50.75,2019,8,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-09-01,moda sostenible,41.8,2019,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-10-01,moda sostenible,53.75,2019,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-11-01,moda sostenible,80.0,2019,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2019-12-01,moda sostenible,59.6,2019,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-01-01,moda sostenible,58.5,2020,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-02-01,moda sostenible,72.0,2020,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-03-01,moda sostenible,46.4,2020,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-04-01,moda sostenible,62.75,2020,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-05-01,moda sostenible,62.2,2020,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-06-01,moda sostenible,70.0,2020,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-07-01,moda sostenible,25.5,2020,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-08-01,moda sostenible,46.0,2020,8,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-09-01,moda sostenible,50.75,2020,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
2020-10-01,moda sostenible,66.0,2020,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,principal,usar_en_analisis_principal
