fecha,termino,valor_trends,anio,mes_num,grupo,valor_cero_trends,subgrupo,tipo_termino,familia_analitica,prioridad_analitica,decision_uso
2023-05-01,ropa vintage,47.0,2023,5,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-06-01,ropa vintage,41.5,2023,6,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-07-01,ropa vintage,39.6,2023,7,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-08-01,ropa vintage,41.25,2023,8,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-09-01,ropa vintage,53.75,2023,9,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-10-01,ropa vintage,50.6,2023,10,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-11-01,ropa vintage,50.75,2023,11,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2023-12-01,ropa vintage,50.0,2023,12,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-01-01,ropa vintage,78.75,2024,1,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-02-01,ropa vintage,66.0,2024,2,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-03-01,ropa vintage,67.4,2024,3,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-04-01,ropa vintage,71.5,2024,4,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-05-01,ropa vintage,68.0,2024,5,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-06-01,ropa vintage,54.4,2024,6,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-07-01,ropa vintage,54.75,2024,7,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-08-01,ropa vintage,56.5,2024,8,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-09-01,ropa vintage,68.6,2024,9,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-10-01,ropa vintage,72.75,2024,10,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-11-01,ropa vintage,61.0,2024,11,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2024-12-01,ropa vintage,63.6,2024,12,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-01-01,ropa vintage,,2025,1,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-02-01,ropa vintage,,2025,2,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-03-01,ropa vintage,,2025,3,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-04-01,ropa vintage,,2025,4,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-05-01,ropa vintage,,2025,5,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-06-01,ropa vintage,,2025,6,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-07-01,ropa vintage,,2025,7,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-08-01,ropa vintage,,2025,8,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-09-01,ropa vintage,,2025,9,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-10-01,ropa vintage,,2025,10,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-11-01,ropa vintage,,2025,11,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2025-12-01,ropa vintage,,2025,12,consciente_compra,False,segunda_mano_vintage,comportamiento,segunda_mano_vintage,principal,usar_en_analisis_principal
2015-01-01,slow fashion,,2015,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-02-01,slow fashion,,2015,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-03-01,slow fashion,,2015,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-04-01,slow fashion,,2015,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-05-01,slow fashion,,2015,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-06-01,slow fashion,,2015,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-07-01,slow fashion,,2015,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-08-01,slow fashion,,2015,8,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-09-01,slow fashion,,2015,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-10-01,slow fashion,,2015,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-11-01,slow fashion,,2015,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-12-01,slow fashion,0.0,2015,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-01-01,slow fashion,0.0,2016,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-02-01,slow fashion,25.0,2016,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-03-01,slow fashion,0.0,2016,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-04-01,slow fashion,0.0,2016,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-05-01,slow fashion,0.0,2016,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-06-01,slow fashion,0.0,2016,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-07-01,slow fashion,0.0,2016,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-08-01,slow fashion,0.0,2016,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-09-01,slow fashion,0.0,2016,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-10-01,slow fashion,0.0,2016,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-11-01,slow fashion,0.0,2016,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2016-12-01,slow fashion,0.0,2016,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-01-01,slow fashion,20.0,2017,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-02-01,slow fashion,21.25,2017,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-03-01,slow fashion,0.0,2017,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-04-01,slow fashion,0.0,2017,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-05-01,slow fashion,20.75,2017,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-06-01,slow fashion,0.0,2017,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-07-01,slow fashion,0.0,2017,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-08-01,slow fashion,0.0,2017,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-09-01,slow fashion,0.0,2017,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-10-01,slow fashion,0.0,2017,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-11-01,slow fashion,0.0,2017,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2017-12-01,slow fashion,0.0,2017,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-01-01,slow fashion,0.0,2018,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-02-01,slow fashion,0.0,2018,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-03-01,slow fashion,0.0,2018,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-04-01,slow fashion,20.0,2018,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-05-01,slow fashion,0.0,2018,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-06-01,slow fashion,0.0,2018,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-07-01,slow fashion,0.0,2018,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-08-01,slow fashion,0.0,2018,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-09-01,slow fashion,0.0,2018,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-10-01,slow fashion,0.0,2018,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-11-01,slow fashion,0.0,2018,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2018-12-01,slow fashion,14.8,2018,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-01-01,slow fashion,0.0,2019,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-02-01,slow fashion,0.0,2019,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-03-01,slow fashion,50.8,2019,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-04-01,slow fashion,17.75,2019,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-05-01,slow fashion,0.0,2019,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-06-01,slow fashion,0.0,2019,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-07-01,slow fashion,0.0,2019,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-08-01,slow fashion,23.25,2019,8,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-09-01,slow fashion,0.0,2019,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-10-01,slow fashion,18.25,2019,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-11-01,slow fashion,0.0,2019,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2019-12-01,slow fashion,0.0,2019,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-01-01,slow fashion,18.75,2020,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-02-01,slow fashion,22.0,2020,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-03-01,slow fashion,29.0,2020,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-04-01,slow fashion,16.0,2020,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-05-01,slow fashion,46.4,2020,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-06-01,slow fashion,46.0,2020,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-07-01,slow fashion,21.5,2020,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-08-01,slow fashion,0.0,2020,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-09-01,slow fashion,0.0,2020,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-10-01,slow fashion,0.0,2020,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-11-01,slow fashion,0.0,2020,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2020-12-01,slow fashion,0.0,2020,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-01-01,slow fashion,0.0,2021,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-02-01,slow fashion,18.0,2021,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-03-01,slow fashion,0.0,2021,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-04-01,slow fashion,0.0,2021,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-05-01,slow fashion,15.0,2021,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-06-01,slow fashion,18.0,2021,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-07-01,slow fashion,0.0,2021,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-08-01,slow fashion,0.0,2021,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-09-01,slow fashion,0.0,2021,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-10-01,slow fashion,20.0,2021,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-11-01,slow fashion,0.0,2021,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2021-12-01,slow fashion,0.0,2021,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-01-01,slow fashion,0.0,2022,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-02-01,slow fashion,37.25,2022,2,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-03-01,slow fashion,41.25,2022,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-04-01,slow fashion,18.75,2022,4,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-05-01,slow fashion,20.0,2022,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-06-01,slow fashion,18.75,2022,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-07-01,slow fashion,0.0,2022,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-08-01,slow fashion,0.0,2022,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-09-01,slow fashion,24.75,2022,9,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-10-01,slow fashion,30.4,2022,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-11-01,slow fashion,0.0,2022,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2022-12-01,slow fashion,34.5,2022,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-01-01,slow fashion,32.4,2023,1,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-02-01,slow fashion,0.0,2023,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-03-01,slow fashion,15.25,2023,3,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-04-01,slow fashion,0.0,2023,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-05-01,slow fashion,32.25,2023,5,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-06-01,slow fashion,0.0,2023,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-07-01,slow fashion,0.0,2023,7,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-08-01,slow fashion,0.0,2023,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-09-01,slow fashion,0.0,2023,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-10-01,slow fashion,12.8,2023,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-11-01,slow fashion,0.0,2023,11,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2023-12-01,slow fashion,0.0,2023,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-01-01,slow fashion,0.0,2024,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-02-01,slow fashion,0.0,2024,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-03-01,slow fashion,0.0,2024,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-04-01,slow fashion,0.0,2024,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-05-01,slow fashion,0.0,2024,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-06-01,slow fashion,18.0,2024,6,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-07-01,slow fashion,19.75,2024,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-08-01,slow fashion,0.0,2024,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-09-01,slow fashion,0.0,2024,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-10-01,slow fashion,0.0,2024,10,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-11-01,slow fashion,25.0,2024,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2024-12-01,slow fashion,0.0,2024,12,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-01-01,slow fashion,0.0,2025,1,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-02-01,slow fashion,0.0,2025,2,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-03-01,slow fashion,0.0,2025,3,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-04-01,slow fashion,0.0,2025,4,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-05-01,slow fashion,0.0,2025,5,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-06-01,slow fashion,0.0,2025,6,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-07-01,slow fashion,25.0,2025,7,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-08-01,slow fashion,0.0,2025,8,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-09-01,slow fashion,0.0,2025,9,consciente_compra,True,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-10-01,slow fashion,4.0,2025,10,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-11-01,slow fashion,27.5,2025,11,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2025-12-01,slow fashion,,2025,12,consciente_compra,False,sostenibilidad,comportamiento,sostenibilidad,secundario,usar_en_analisis_secundario
2015-01-01,zara online,46.75,2015,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-02-01,zara online,28.0,2015,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-03-01,zara online,28.6,2015,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-04-01,zara online,26.75,2015,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-05-01,zara online,29.2,2015,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-06-01,zara online,37.0,2015,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-07-01,zara online,34.0,2015,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-08-01,zara online,26.0,2015,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-09-01,zara online,32.5,2015,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-10-01,zara online,32.25,2015,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-11-01,zara online,58.6,2015,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-12-01,zara online,77.0,2015,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-01-01,zara online,39.4,2016,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-02-01,zara online,14.0,2016,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-03-01,zara online,13.25,2016,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-04-01,zara online,14.0,2016,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-05-01,zara online,25.2,2016,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-06-01,zara online,25.5,2016,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-07-01,zara online,16.6,2016,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-08-01,zara online,11.25,2016,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-09-01,zara online,13.25,2016,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-10-01,zara online,15.0,2016,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-11-01,zara online,24.0,2016,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2016-12-01,zara online,19.25,2016,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-01-01,zara online,60.8,2017,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-02-01,zara online,35.0,2017,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-03-01,zara online,38.75,2017,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-04-01,zara online,44.4,2017,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-05-01,zara online,39.75,2017,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-06-01,zara online,42.25,2017,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-07-01,zara online,40.0,2017,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-08-01,zara online,35.5,2017,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-09-01,zara online,41.0,2017,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-10-01,zara online,41.2,2017,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-11-01,zara online,65.5,2017,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2017-12-01,zara online,55.8,2017,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
