marca,anio,mes_num,tipo_post,engagement_total_post,alto_engagement
shein,2026,2,Image,12236,1
shein,2026,2,Video,7393,0
shein,2026,2,Video,3276,0
shein,2026,2,Sidecar,2650,0
shein,2026,2,Video,3808,0
shein,2026,2,Video,1408,0
shein,2026,2,Sidecar,1972,0
shein,2026,2,Video,20723,1
shein,2026,2,Image,3647,0
shein,2026,2,Image,41352,1
shein,2026,2,Video,5864,0
shein,2026,2,Sidecar,10793,1
shein,2026,2,Video,5312,0
shein,2026,2,Sidecar,3651,0
shein,2026,2,Sidecar,7838,0
shein,2026,2,Sidecar,9788,0
shein,2026,2,Video,2388,0
shein,2026,2,Sidecar,10660,1
shein,2026,2,Image,19285,1
shein,2026,2,Sidecar,2464,0
shein,2026,2,Sidecar,4142,0
shein,2026,2,Sidecar,4113,0
shein,2026,2,Sidecar,2536,0
shein,2026,2,Image,6445,0
shein,2026,2,Video,6413,0
shein,2026,2,Video,2690,0
shein,2026,2,Video,7309,0
shein,2026,2,Sidecar,4363,0
shein,2026,2,Sidecar,2281,0
shein,2026,2,Sidecar,4813,0
shein,2026,2,Video,5424,0
shein,2026,2,Sidecar,5448,0
shein,2026,2,Image,113958,1
shein,2026,2,Sidecar,3974,0
shein,2026,2,Sidecar,8986,0
shein,2026,2,Video,3994,0
shein,2026,2,Image,6578,0
shein,2026,2,Video,4491,0
shein,2026,2,Video,2362,0
shein,2026,2,Image,7493,0
shein,2026,2,Video,3308,0
shein,2026,2,Sidecar,4176,0
shein,2026,2,Sidecar,16929,1
shein,2026,2,Video,2995,0
shein,2026,2,Video,2870,0
shein,2026,2,Video,8448,0
shein,2026,2,Video,2453,0
shein,2026,2,Sidecar,3845,0
shein,2026,2,Image,18238,1
shein,2026,2,Video,3719,0
shein,2026,2,Video,4550,0
shein,2026,2,Sidecar,9262,0
shein,2026,2,Video,2828,0
shein,2026,2,Image,2752,0
shein,2026,2,Sidecar,3441,0
shein,2026,2,Video,1527,0
shein,2026,2,Video,3570,0
shein,2026,2,Image,1333,0
shein,2026,2,Sidecar,27463,1
shein,2026,2,Sidecar,43861,1
shein,2026,2,Video,3104,0
shein,2026,2,Video,2819,0
shein,2026,2,Sidecar,2031,0
shein,2026,2,Video,4872,0
shein,2026,2,Sidecar,241453,1
shein,2026,2,Video,4414,0
shein,2026,2,Video,4014,0
shein,2026,2,Video,12588,1
shein,2026,2,Video,2985,0
shein,2026,2,Sidecar,1842,0
shein,2026,2,Video,3218,0
shein,2026,2,Image,8027,0
shein,2026,2,Video,1606,0
shein,2026,2,Sidecar,4428,0
shein,2026,2,Video,3352,0
shein,2026,2,Sidecar,6995,0
shein,2026,2,Sidecar,1998,0
shein,2026,2,Video,5859,0
shein,2026,2,Video,3500,0
shein,2026,2,Sidecar,3675,0
shein,2026,2,Sidecar,5618,0
shein,2026,2,Sidecar,3382,0
shein,2026,2,Video,8845,0
shein,2026,2,Sidecar,3908,0
shein,2026,2,Sidecar,2847,0
shein,2026,2,Sidecar,3552,0
shein,2026,2,Sidecar,2411,0
shein,2026,2,Sidecar,4480,0
shein,2026,2,Sidecar,3233,0
shein,2026,2,Sidecar,2440,0
shein,2026,2,Video,3031,0
shein,2026,2,Video,6593,0
shein,2026,2,Video,2770,0
shein,2026,2,Sidecar,2179,0
shein,2026,2,Image,23995,1
shein,2026,2,Sidecar,33276,1
shein,2026,2,Video,7405,0
shein,2026,2,Video,3183,0
shein,2026,2,Video,1399,0
shein,2026,2,Video,10468,1
shein,2026,2,Image,59909,1
shein,2026,2,Video,15474,1
shein,2026,2,Sidecar,4994,0
shein,2026,2,Video,31357,1
shein,2026,2,Sidecar,8630,0
shein,2026,2,Sidecar,28879,1
shein,2026,2,Video,4369,0
shein,2026,2,Video,7890,0
shein,2026,2,Video,1986,0
shein,2026,2,Sidecar,5971,0
shein,2026,2,Sidecar,3849,0
shein,2026,2,Image,46514,1
shein,2026,2,Sidecar,4873,0
shein,2026,2,Image,49492,1
shein,2026,2,Video,10515,1
shein,2026,2,Sidecar,4374,0
shein,2026,2,Video,7905,0
shein,2026,2,Sidecar,2487,0
shein,2026,2,Sidecar,6291,0
shein,2026,2,Video,2703,0
shein,2026,2,Video,7908,0
shein,2026,2,Sidecar,5090,0
shein,2026,2,Sidecar,1214,0
shein,2026,2,Sidecar,1833,0
shein,2026,2,Video,4744,0
shein,2026,2,Video,15945,1
shein,2026,2,Video,4817,0
shein,2026,2,Image,5280,0
shein,2026,2,Sidecar,14929,1
shein,2026,2,Sidecar,4683,0
shein,2026,2,Sidecar,10219,0
shein,2026,2,Sidecar,11086,1
shein,2026,2,Sidecar,6658,0
shein,2026,2,Sidecar,1043,0
shein,2026,2,Video,1758,0
shein,2026,2,Sidecar,5671,0
shein,2026,2,Sidecar,1939,0
shein,2026,2,Video,4462,0
shein,2026,2,Video,3291,0
shein,2026,2,Video,3584,0
shein,2026,2,Sidecar,3710,0
shein,2026,2,Video,4743,0
shein,2026,2,Video,4803,0
shein,2026,2,Image,16620,1
shein,2026,3,Image,5666,0
shein,2026,3,Video,5586,0
shein,2026,3,Sidecar,3777,0
shein,2026,3,Sidecar,2639,0
shein,2026,3,Sidecar,4103,0
shein,2026,3,Video,5100,0
shein,2026,3,Sidecar,15172,1
shein,2026,3,Video,9923,0
shein,2026,3,Sidecar,4914,0
shein,2026,3,Sidecar,4061,0
shein,2026,3,Sidecar,6971,0
shein,2026,3,Video,2449,0
shein,2026,3,Sidecar,3982,0
shein,2026,3,Sidecar,9595,0
shein,2026,3,Sidecar,1952,0
shein,2026,3,Sidecar,12911,1
shein,2026,3,Video,9882,0
shein,2026,3,Video,3658,0
shein,2026,3,Sidecar,72092,1
shein,2026,3,Video,2272,0
shein,2026,3,Sidecar,2496,0
shein,2026,3,Video,4668,0
shein,2026,3,Sidecar,3492,0
shein,2026,3,Video,2606,0
shein,2026,3,Sidecar,6341,0
shein,2026,3,Sidecar,2974,0
shein,2026,3,Video,2337,0
shein,2026,3,Video,6519,0
shein,2026,3,Image,3802,0
shein,2026,3,Sidecar,5868,0
shein,2026,3,Video,4550,0
shein,2026,3,Sidecar,5105,0
shein,2026,3,Video,8185,0
shein,2026,3,Video,5340,0
shein,2026,3,Image,25275,1
shein,2026,3,Sidecar,4207,0
shein,2026,3,Sidecar,2895,0
shein,2026,3,Sidecar,12502,1
shein,2026,3,Sidecar,3541,0
shein,2026,3,Sidecar,3568,0
shein,2026,3,Sidecar,3358,0
shein,2026,3,Sidecar,5675,0
shein,2026,3,Video,3326,0
shein,2026,3,Image,7805,0
shein,2026,3,Video,7406,0
shein,2026,3,Sidecar,14959,1
shein,2026,3,Sidecar,2044,0
shein,2026,3,Video,6325,0
shein,2026,3,Image,45138,1
shein,2026,3,Sidecar,33542,1
shein,2026,3,Sidecar,3781,0
shein,2026,3,Video,3005,0
shein,2026,3,Video,4324,0
shein,2026,3,Sidecar,8866,0
shein,2026,3,Image,35324,1
shein,2026,3,Video,2419,0
shein,2026,3,Video,3125,0
shein,2026,3,Video,5950,0
shein,2026,3,Video,4097,0
shein,2026,3,Sidecar,3890,0
shein,2026,3,Video,2856,0
shein,2026,3,Sidecar,5079,0
shein,2026,3,Video,3871,0
shein,2026,3,Sidecar,2266,0
shein,2026,3,Image,15769,1
shein,2026,3,Video,6071,0
shein,2026,3,Sidecar,5247,0
shein,2026,3,Sidecar,3344,0
shein,2026,3,Sidecar,6722,0
shein,2026,3,Video,4630,0
shein,2026,3,Image,47047,1
shein,2026,3,Sidecar,23807,1
shein,2026,3,Sidecar,2078,0
shein,2026,3,Sidecar,5115,0
shein,2026,3,Video,9123,0
shein,2026,3,Video,11194,1
shein,2026,3,Video,3689,0
shein,2026,3,Sidecar,4739,0
shein,2026,3,Image,33854,1
shein,2026,3,Sidecar,14380,1
shein,2026,3,Sidecar,3322,0
shein,2026,3,Sidecar,15945,1
shein,2026,3,Image,19550,1
shein,2026,3,Video,2893,0
shein,2026,3,Sidecar,19472,1
shein,2026,3,Video,1684,0
shein,2026,3,Sidecar,6003,0
shein,2026,3,Video,4445,0
shein,2026,3,Video,3574,0
shein,2026,3,Sidecar,4832,0
shein,2026,3,Video,9046,0
shein,2026,3,Video,5682,0
shein,2026,3,Sidecar,5635,0
shein,2026,3,Sidecar,1509,0
shein,2026,3,Sidecar,7071,0
shein,2026,3,Image,44449,1
shein,2026,3,Sidecar,2173,0
shein,2026,3,Video,949,0
shein,2026,3,Sidecar,3371,0
shein,2026,3,Sidecar,22921,1
shein,2026,3,Video,2897,0
shein,2026,3,Image,13472,1
shein,2026,3,Image,95389,1
shein,2026,3,Sidecar,1164,0
shein,2026,3,Video,2203,0
shein,2026,3,Sidecar,3712,0
shein,2026,3,Sidecar,2684,0
shein,2026,3,Sidecar,3204,0
shein,2026,3,Sidecar,6495,0
shein,2026,3,Video,4512,0
shein,2026,3,Sidecar,4298,0
shein,2026,3,Image,11762,1
shein,2026,3,Sidecar,39269,1
shein,2026,3,Sidecar,8820,0
shein,2026,3,Video,7865,0
shein,2026,3,Sidecar,6526,0
shein,2026,3,Sidecar,17291,1
shein,2026,3,Video,1513,0
shein,2026,3,Video,4798,0
shein,2026,3,Sidecar,2417,0
shein,2026,3,Image,38656,1
shein,2026,3,Image,3867,0
shein,2026,3,Sidecar,4351,0
shein,2026,3,Video,1627,0
shein,2026,3,Sidecar,25637,1
shein,2026,3,Video,2477,0
shein,2026,3,Sidecar,27275,1
shein,2026,3,Sidecar,37073,1
shein,2026,3,Sidecar,2527,0
shein,2026,3,Video,3850,0
shein,2026,3,Video,9529,0
shein,2026,3,Sidecar,3696,0
shein,2026,3,Sidecar,5602,0
shein,2026,3,Video,5049,0
shein,2026,3,Video,11349,1
shein,2026,3,Image,46414,1
shein,2026,3,Sidecar,1820,0
shein,2026,3,Sidecar,1535,0
shein,2026,3,Video,4286,0
shein,2026,3,Sidecar,2759,0
shein,2026,3,Video,2235,0
shein,2026,3,Sidecar,2804,0
shein,2026,3,Sidecar,1983,0
shein,2026,3,Video,1750,0
shein,2026,3,Sidecar,17666,1
shein,2026,3,Sidecar,2288,0
shein,2026,3,Image,9083,0
shein,2026,3,Image,16302,1
shein,2026,3,Sidecar,3442,0
shein,2026,3,Sidecar,1713,0
shein,2026,3,Video,4342,0
shein,2026,3,Video,1296,0
shein,2026,3,Video,5237,0
shein,2026,3,Sidecar,27326,1
shein,2026,3,Sidecar,2134,0
shein,2026,3,Video,2209,0
shein,2026,3,Image,24964,1
shein,2026,3,Video,1460,0
shein,2026,3,Video,2080,0
shein,2026,3,Sidecar,3615,0
shein,2026,3,Sidecar,2024,0
shein,2026,3,Image,20731,1
shein,2026,3,Video,4063,0
shein,2026,3,Image,3212,0
shein,2026,3,Sidecar,1840,0
shein,2026,3,Image,9434,0
shein,2026,3,Sidecar,899,0
shein,2026,3,Video,1200,0
shein,2026,3,Video,2258,0
shein,2026,3,Video,1298,0
shein,2026,3,Sidecar,1226,0
zara,2025,1,Sidecar,21836,1
zara,2025,1,Sidecar,17597,1
zara,2025,1,Video,18227,1
zara,2025,1,Sidecar,22945,1
zara,2025,1,Sidecar,26048,1
zara,2025,1,Sidecar,29906,1
zara,2025,1,Sidecar,17658,1
zara,2025,1,Sidecar,17975,1
zara,2025,1,Video,14448,1
zara,2025,1,Sidecar,16609,1
zara,2025,1,Sidecar,19596,1
zara,2025,1,Sidecar,18151,1
zara,2025,1,Sidecar,34538,1
zara,2025,1,Image,24505,1
zara,2025,1,Sidecar,17303,1
zara,2025,1,Video,7794,0
zara,2025,1,Video,6891,0
zara,2025,1,Sidecar,17012,1
zara,2025,2,Sidecar,20406,1
zara,2025,2,Video,7446,0
zara,2025,2,Sidecar,14028,1
zara,2025,2,Sidecar,20060,1
zara,2025,2,Sidecar,18879,1
zara,2025,2,Sidecar,22209,1
zara,2025,2,Sidecar,16240,1
zara,2025,2,Sidecar,8431,0
zara,2025,2,Sidecar,18777,1
zara,2025,2,Sidecar,9992,0
zara,2025,2,Sidecar,18045,1
zara,2025,2,Sidecar,10380,1
zara,2025,2,Sidecar,13811,1
zara,2025,2,Sidecar,7378,0
zara,2025,2,Sidecar,10037,0
zara,2025,2,Sidecar,8012,0
zara,2025,2,Sidecar,15691,1
zara,2025,2,Sidecar,18259,1
zara,2025,2,Sidecar,12740,1
zara,2025,2,Sidecar,17036,1
zara,2025,2,Sidecar,14092,1
zara,2025,2,Sidecar,29314,1
zara,2025,2,Sidecar,15241,1
zara,2025,3,Sidecar,15861,1
zara,2025,3,Sidecar,15101,1
zara,2025,3,Sidecar,17166,1
zara,2025,3,Sidecar,14448,1
zara,2025,3,Sidecar,18337,1
zara,2025,3,Video,4200,0
zara,2025,3,Sidecar,5923,0
zara,2025,3,Sidecar,9092,0
zara,2025,3,Sidecar,86982,1
zara,2025,3,Sidecar,17449,1
zara,2025,3,Sidecar,19911,1
zara,2025,3,Sidecar,16954,1
zara,2025,3,Sidecar,74212,1
zara,2025,3,Sidecar,33177,1
zara,2025,3,Video,13465,1
zara,2025,3,Video,8103,0
zara,2025,3,Video,7650,0
zara,2025,3,Sidecar,9188,0
zara,2025,3,Video,5914,0
zara,2025,3,Sidecar,16913,1
zara,2025,3,Sidecar,26429,1
zara,2025,3,Sidecar,14403,1
zara,2025,3,Sidecar,15786,1
zara,2025,3,Sidecar,6686,0
zara,2025,3,Sidecar,6835,0
zara,2025,3,Sidecar,6145,0
zara,2025,3,Sidecar,17507,1
zara,2025,3,Video,8325,0
zara,2025,3,Sidecar,28950,1
zara,2025,3,Video,17809,1
zara,2025,3,Video,11718,1
zara,2025,3,Video,6744,0
zara,2025,3,Video,82054,1
zara,2025,3,Video,14122,1
zara,2025,3,Sidecar,13611,1
zara,2025,3,Sidecar,10612,1
zara,2025,3,Sidecar,25007,1
zara,2025,4,Sidecar,31927,1
zara,2025,4,Sidecar,16563,1
zara,2025,4,Sidecar,18517,1
zara,2025,4,Sidecar,21506,1
zara,2025,4,Video,156862,1
zara,2025,4,Video,8581,0
zara,2025,4,Video,6179,0
zara,2025,4,Video,9355,0
zara,2025,4,Sidecar,74686,1
zara,2025,4,Sidecar,25308,1
zara,2025,4,Sidecar,35190,1
zara,2025,4,Video,29958,1
zara,2025,4,Video,6507,0
zara,2025,4,Video,12138,1
zara,2025,4,Sidecar,41683,1
zara,2025,4,Sidecar,25512,1
zara,2025,4,Sidecar,21615,1
zara,2025,4,Sidecar,16135,1
zara,2025,4,Video,6269,0
zara,2025,4,Sidecar,16217,1
zara,2025,4,Sidecar,34542,1
zara,2025,4,Sidecar,16158,1
zara,2025,4,Video,24788,1
zara,2025,4,Sidecar,13548,1
zara,2025,4,Video,16200,1
zara,2025,5,Video,13765,1
zara,2025,5,Video,90214,1
zara,2025,5,Video,47464,1
zara,2025,5,Sidecar,24798,1
zara,2025,5,Sidecar,18172,1
zara,2025,5,Sidecar,17604,1
zara,2025,5,Video,20874,1
zara,2025,5,Video,25688,1
zara,2025,5,Video,60390,1
zara,2025,5,Video,16696,1
zara,2025,5,Video,14970,1
zara,2025,5,Sidecar,71764,1
zara,2025,5,Sidecar,10749,1
zara,2025,5,Video,164742,1
zara,2025,5,Sidecar,15974,1
zara,2025,5,Video,284646,1
zara,2025,5,Sidecar,26549,1
zara,2025,5,Sidecar,35483,1
zara,2025,5,Sidecar,85800,1
zara,2025,5,Sidecar,14583,1
zara,2025,5,Sidecar,48878,1
zara,2025,5,Sidecar,49092,1
zara,2025,5,Sidecar,10352,1
zara,2025,5,Sidecar,23167,1
zara,2025,5,Sidecar,45469,1
zara,2025,5,Sidecar,45165,1
zara,2025,5,Sidecar,25558,1
zara,2025,5,Sidecar,40448,1
zara,2025,6,Sidecar,8906,0
zara,2025,6,Video,125293,1
zara,2025,6,Sidecar,44260,1
zara,2025,6,Sidecar,42993,1
zara,2025,6,Sidecar,44641,1
zara,2025,6,Sidecar,23195,1
zara,2025,6,Sidecar,16909,1
zara,2025,6,Sidecar,16511,1
zara,2025,6,Sidecar,55479,1
zara,2025,6,Video,153255,1
zara,2025,6,Sidecar,8894,0
zara,2025,6,Sidecar,83073,1
zara,2025,6,Sidecar,35805,1
zara,2025,6,Sidecar,62018,1
zara,2025,6,Sidecar,43575,1
zara,2025,6,Sidecar,9486,0
zara,2025,6,Video,96677,1
zara,2025,6,Sidecar,81425,1
zara,2025,6,Sidecar,24582,1
zara,2025,6,Sidecar,36756,1
zara,2025,6,Sidecar,37377,1
zara,2025,6,Sidecar,49392,1
zara,2025,6,Sidecar,36434,1
zara,2025,6,Sidecar,22919,1
zara,2025,6,Sidecar,44018,1
zara,2025,6,Sidecar,35762,1
zara,2025,6,Sidecar,37905,1
zara,2025,6,Sidecar,35780,1
zara,2025,7,Video,118099,1
zara,2025,7,Video,77644,1
zara,2025,7,Video,146898,1
zara,2025,7,Sidecar,50719,1
zara,2025,7,Sidecar,45680,1
zara,2025,7,Sidecar,40715,1
zara,2025,7,Sidecar,55894,1
zara,2025,7,Sidecar,36059,1
zara,2025,7,Sidecar,34053,1
zara,2025,7,Sidecar,31495,1
zara,2025,7,Sidecar,28769,1
zara,2025,7,Sidecar,24725,1
zara,2025,7,Sidecar,55089,1
zara,2025,7,Sidecar,50806,1
zara,2025,7,Sidecar,36429,1
zara,2025,7,Sidecar,31625,1
zara,2025,7,Sidecar,32795,1
zara,2025,7,Sidecar,12311,1
zara,2025,7,Sidecar,6238,0
zara,2025,7,Sidecar,10417,1
zara,2025,7,Sidecar,49538,1
zara,2025,7,Sidecar,39332,1
zara,2025,7,Sidecar,42212,1
zara,2025,7,Sidecar,35337,1
zara,2025,7,Sidecar,36586,1
zara,2025,7,Sidecar,27587,1
zara,2025,7,Sidecar,27666,1
zara,2025,7,Sidecar,34066,1
zara,2025,8,Sidecar,72536,1
zara,2025,8,Sidecar,33891,1
zara,2025,8,Sidecar,23984,1
zara,2025,8,Sidecar,40719,1
zara,2025,8,Sidecar,37340,1
zara,2025,8,Sidecar,30967,1
zara,2025,8,Sidecar,36265,1
zara,2025,8,Sidecar,34162,1
zara,2025,8,Sidecar,40379,1
zara,2025,8,Sidecar,40860,1
zara,2025,8,Sidecar,54418,1
zara,2025,8,Sidecar,56926,1
zara,2025,8,Sidecar,40831,1
zara,2025,8,Sidecar,27230,1
zara,2025,8,Sidecar,13687,1
zara,2025,8,Sidecar,32960,1
zara,2025,8,Sidecar,33080,1
zara,2025,8,Sidecar,25087,1
zara,2025,8,Sidecar,39429,1
zara,2025,8,Sidecar,6914,0
zara,2025,8,Sidecar,7488,0
zara,2025,8,Sidecar,52657,1
zara,2025,8,Sidecar,37634,1
zara,2025,8,Sidecar,30870,1
zara,2025,9,Sidecar,32851,1
zara,2025,9,Sidecar,30419,1
zara,2025,9,Sidecar,39366,1
zara,2025,9,Sidecar,32783,1
zara,2025,9,Sidecar,30301,1
zara,2025,9,Sidecar,28901,1
zara,2025,9,Sidecar,24207,1
zara,2025,9,Sidecar,29483,1
zara,2025,9,Sidecar,34177,1
zara,2025,9,Sidecar,33600,1
zara,2025,9,Sidecar,34141,1
zara,2025,9,Video,9045,0
zara,2025,9,Sidecar,4964,0
zara,2025,9,Sidecar,5357,0
zara,2025,9,Sidecar,35837,1
zara,2025,9,Sidecar,38737,1
zara,2025,9,Sidecar,27395,1
zara,2025,9,Sidecar,29923,1
zara,2025,9,Sidecar,32113,1
zara,2025,9,Sidecar,37499,1
zara,2025,9,Sidecar,30591,1
zara,2025,9,Video,45498,1
zara,2025,9,Sidecar,38099,1
zara,2025,9,Sidecar,52085,1
zara,2025,9,Sidecar,31448,1
zara,2025,9,Sidecar,28633,1
zara,2025,9,Sidecar,24830,1
zara,2025,10,Sidecar,44916,1
zara,2025,10,Sidecar,45010,1
zara,2025,10,Sidecar,36857,1
zara,2025,10,Sidecar,42156,1
zara,2025,10,Sidecar,39793,1
zara,2025,10,Sidecar,28522,1
zara,2025,10,Sidecar,25836,1
zara,2025,10,Sidecar,27643,1
zara,2025,10,Sidecar,31831,1
zara,2025,10,Sidecar,35554,1
zara,2025,10,Video,19495,1
zara,2025,10,Sidecar,35137,1
zara,2025,10,Sidecar,31476,1
zara,2025,10,Sidecar,20704,1
zara,2025,10,Sidecar,35884,1
zara,2025,10,Video,3293,0
zara,2025,10,Image,89476,1
zara,2025,10,Image,56856,1
zara,2025,10,Image,83437,1
zara,2025,10,Sidecar,41984,1
zara,2025,10,Video,19207,1
zara,2025,10,Sidecar,42332,1
zara,2025,10,Sidecar,35326,1
zara,2025,10,Sidecar,33501,1
zara,2025,10,Sidecar,38334,1
zara,2025,10,Sidecar,45353,1
zara,2025,10,Video,8448,0
zara,2025,10,Sidecar,44306,1
zara,2025,10,Sidecar,33039,1
zara,2025,10,Sidecar,24695,1
zara,2025,10,Sidecar,35843,1
zara,2025,10,Sidecar,31653,1
zara,2025,10,Sidecar,27302,1
zara,2025,10,Sidecar,9600,0
zara,2025,10,Video,4828,0
zara,2025,10,Sidecar,7774,0
zara,2025,10,Sidecar,53115,1
zara,2025,10,Video,10396,1
zara,2025,10,Sidecar,35075,1
zara,2025,10,Sidecar,26916,1
zara,2025,10,Sidecar,35082,1
zara,2025,10,Sidecar,28766,1
zara,2025,10,Sidecar,32609,1
zara,2025,10,Sidecar,31443,1
zara,2025,11,Sidecar,62233,1
zara,2025,11,Sidecar,35634,1
zara,2025,11,Sidecar,23217,1
zara,2025,11,Sidecar,34141,1
zara,2025,11,Video,7945,0
zara,2025,11,Video,15954,1
zara,2025,11,Video,35847,1
zara,2025,11,Video,39157,1
zara,2025,11,Sidecar,36570,1
zara,2025,11,Sidecar,17639,1
zara,2025,11,Sidecar,31584,1
zara,2025,11,Sidecar,24978,1
zara,2025,11,Sidecar,19595,1
zara,2025,11,Video,101904,1
zara,2025,11,Sidecar,35087,1
zara,2025,11,Video,12048,1
zara,2025,11,Video,27147,1
zara,2025,11,Video,25608,1
zara,2025,11,Sidecar,34455,1
zara,2025,11,Sidecar,37504,1
zara,2025,11,Sidecar,44471,1
zara,2025,11,Sidecar,25875,1
zara,2025,11,Sidecar,38392,1
zara,2025,11,Sidecar,27176,1
zara,2025,11,Sidecar,20106,1
zara,2025,11,Sidecar,27690,1
zara,2025,11,Sidecar,33127,1
zara,2025,11,Sidecar,50799,1
zara,2025,11,Sidecar,42808,1
zara,2025,11,Sidecar,23207,1
zara,2025,11,Sidecar,19349,1
zara,2025,11,Sidecar,28254,1
zara,2025,11,Sidecar,30620,1
zara,2025,11,Video,11333,1
zara,2025,11,Sidecar,22064,1
zara,2025,11,Sidecar,9214,0
zara,2025,11,Sidecar,26289,1
zara,2025,11,Sidecar,21253,1
zara,2025,12,Sidecar,17410,1
zara,2025,12,Sidecar,13011,1
zara,2025,12,Sidecar,41491,1
zara,2025,12,Sidecar,53201,1
zara,2025,12,Sidecar,51746,1
zara,2025,12,Sidecar,38584,1
zara,2025,12,Sidecar,35692,1
zara,2025,12,Sidecar,31149,1
zara,2025,12,Sidecar,33329,1
zara,2025,12,Sidecar,10007,0
zara,2025,12,Video,9207,0
zara,2025,12,Sidecar,10770,1
zara,2025,12,Sidecar,25560,1
zara,2025,12,Video,83655,1
zara,2025,12,Video,29042,1
zara,2025,12,Sidecar,23193,1
zara,2025,12,Video,29087,1
zara,2025,12,Sidecar,22108,1
zara,2025,12,Sidecar,27677,1
zara,2025,12,Sidecar,34914,1
zara,2025,12,Sidecar,29042,1
zara,2025,12,Video,24500,1
zara,2026,1,Sidecar,46836,1
zara,2026,1,Sidecar,44751,1
zara,2026,1,Sidecar,33981,1
zara,2026,1,Video,6632,0
zara,2026,1,Sidecar,31205,1
zara,2026,1,Sidecar,26933,1
zara,2026,1,Sidecar,29003,1
zara,2026,1,Sidecar,21960,1
zara,2026,1,Sidecar,27631,1
zara,2026,1,Sidecar,42645,1
zara,2026,1,Sidecar,22496,1
zara,2026,1,Sidecar,28431,1
zara,2026,2,Video,26077,1
zara,2026,2,Sidecar,21401,1
zara,2026,2,Sidecar,30371,1
zara,2026,2,Sidecar,28508,1
zara,2026,2,Sidecar,23619,1
zara,2026,2,Sidecar,26454,1
zara,2026,2,Video,66609,1
zara,2026,2,Sidecar,40107,1
zara,2026,2,Sidecar,30249,1
zara,2026,2,Sidecar,29073,1
zara,2026,2,Sidecar,33133,1
zara,2026,2,Sidecar,25725,1
zara,2026,2,Sidecar,24278,1
zara,2026,2,Sidecar,23062,1
zara,2026,2,Sidecar,19093,1
zara,2026,2,Sidecar,32486,1
zara,2026,2,Sidecar,8835,0
zara,2026,2,Sidecar,11198,1
zara,2026,2,Sidecar,35306,1
zara,2026,3,Sidecar,23549,1
zara,2026,3,Sidecar,19470,1
zara,2026,3,Sidecar,50350,1
zara,2026,3,Sidecar,24120,1
zara,2026,3,Sidecar,26421,1
zara,2026,3,Sidecar,22843,1
zara,2026,3,Video,19940,1
zara,2026,3,Sidecar,4467,0
zara,2026,3,Sidecar,6033,0
zara,2026,3,Sidecar,6513,0
zara,2026,3,Sidecar,20306,1
zara,2026,3,Sidecar,22082,1
zara,2026,3,Sidecar,34488,1
zara,2026,3,Sidecar,24305,1
zara,2026,3,Sidecar,24865,1
zara,2026,3,Video,79814,1
zara,2026,3,Video,38309,1
zara,2026,3,Video,34134,1
zara,2026,3,Image,90497,1
zara,2026,3,Sidecar,23265,1
zara,2026,3,Video,74072,1
zara,2026,3,Video,5859,0
zara,2026,3,Sidecar,12646,1
zara,2026,3,Sidecar,28846,1
zara,2026,3,Sidecar,15932,1
zara,2026,3,Sidecar,25086,1
zara,2026,3,Video,166399,1
zara,2026,3,Sidecar,30881,1
zara,2026,3,Sidecar,34547,1
zara,2026,3,Sidecar,47815,1
zara,2026,3,Video,87237,1
zara,2026,3,Sidecar,43799,1
zara,2026,3,Sidecar,2989,0
