anio,indicador,tamano_empresa,valor
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),total,31.69
2022,I.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales (0),total,28.24
2022,I.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales (0),total,25.15
2022,I.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales (0),total,22.27
2022,I.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales (0),total,18.43
2022,I.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales (0),total,10.76
2022,I.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales (0),total,6.51
2022,I.1.G ventas mediante comercio electrónico (miles de euros),total,377057919.0
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.47
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,30.62
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),total,27.49
2022,I.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (1),total,89.53
2022,I.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (1),total,38.75
2022,I.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales (0),total,23.57
2022,I.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales (0),total,20.02
2022,I.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales (0),total,17.21
2022,I.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales (0),total,13.49
2022,I.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales (0),total,7.16
2022,I.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales (0),total,4.08
2022,I.1.2.G ventas mediante páginas web o apps (miles de euros),total,165680687.0
2022,I.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,8.56
2022,I.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,15.76
2022,I.1.3.A % ventas realizadas por su propia página web o app (2),total,86.98
2022,I.1.3.B % ventas realizadas por marketplace (2),total,13.02
2022,I.1.4.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (2),total,53.17
2022,I.1.4.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (2),total,44.46
2022,I.1.4.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (2),total,2.37
2022,I.1.7 % de empresas que han realizado ventas mediante mensajes tipo EDI (0),total,8.85
2022,I.1.8.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales (0),total,8.2
2022,I.1.8.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales (0),total,7.75
2022,I.1.8.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales (0),total,7.0
2022,I.1.8.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales (0),total,6.0
2022,I.1.8.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales (0),total,3.62
2022,I.1.8.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales (0),total,2.06
2022,I.1.8.G ventas mediante mensajes tipo EDI (miles de euros),total,211377232.0
2022,I.1.8.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,10.92
2022,I.1.8.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,32.05
2022,I.1 % de empresas que han realizado ventas por comercio electrónico (0),total,30.35
2022,I.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales (0),total,26.41
2022,I.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales (0),total,23.22
2022,I.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales (0),total,20.22
2022,I.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales (0),total,16.05
2022,I.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales (0),total,9.31
2022,I.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales (0),total,5.14
2022,I.1.G ventas mediante comercio electrónico (miles de euros),total,202459821.0
2022,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,24.79
2022,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,36.29
2022,I.1.1 % de empresas que han realizado ventas mediante páginas web o apps (0),total,23.2
