anio,indicador,tamano_empresa,valor
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,total,31.59
2021,J.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,27.92
2021,J.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,25.12
2021,J.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,22.32
2021,J.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,17.87
2021,J.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,10.39
2021,J.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,6.39
2021,J.1.G ventas mediante comercio electrónico (miles de euros),total,313512904.0
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.95
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,30.35
2021,J.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,83.97
2021,J.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,11.46
2021,J.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,4.57
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,27.25
2021,J.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,91.95
2021,J.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,38.71
2021,J.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,23.01
2021,J.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,19.99
2021,J.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,17.02
2021,J.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,12.79
2021,J.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,6.77
2021,J.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,3.93
2021,J.1.2.G ventas mediante páginas web o apps (miles de euros),total,128225089.0
2021,J.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,8.16
2021,J.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,15.03
2021,J.1.3.A % ventas realizadas por su propia página web o app (3),total,84.57
2021,J.1.3.B % ventas realizadas por marketplace (3),total,15.43
2021,J.1.4.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,52.84
2021,J.1.4.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,45.15
2021,J.1.4.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,2.01
2021,J.1.5.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,85.48
2021,J.1.5.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,9.84
2021,J.1.5.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,4.68
2021,J.1.6 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (6) (1),total,33.37
2021,J.1.6.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(6) (1),total,23.34
2021,J.1.6.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(6) (1),total,11.55
2021,J.1.6.C % de empresas con ventas a la UE con dificultades por la adaptación del etiquetado del producto(6) (1),total,8.19
2021,J.1.6.D % de empresas con ventas a la UE con dificultades por falta de conocimiento de lenguas extranjeras para comunicarse con clientes(6) (1),total,8.56
2021,J.1.6.E % de empresas con ventas a la UE con dificultades por las restricciones de sus socios comerciales con la UE(6) (1),total,6.35
2021,J.1.6.F % de empresas con ventas a la UE con dificultades relacionadas con el sistema del IVA(6) (1),total,13.81
2021,J.1.6.G % de empresas con ventas a la UE con dificultades por problemas con la seguridad TIC(6) (1),total,3.43
2021,J.1.7 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,8.59
2021,J.1.8.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,8.12
2021,J.1.8.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,7.71
2021,J.1.8.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,6.89
2021,J.1.8.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,5.86
2021,J.1.8.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,3.63
2021,J.1.8.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,2.14
2021,J.1.8.G ventas mediante mensajes tipo EDI (miles de euros),total,185287815.0
2021,J.1.8.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,11.79
2021,J.1.8.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,31.18
2021,J.1.9.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,96.21
2021,J.1.9.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,3.79
2021,J.1.10.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,82.93
2021,J.1.10.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,12.58
2021,J.1.10.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,4.5
2021,J.1 % de empresas que han realizado ventas por comercio electrónico,total,29.46
2021,J.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,25.24
2021,J.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,22.7
2021,J.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,19.83
2021,J.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,16.42
2021,J.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,9.37
2021,J.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,5.7
2021,J.1.G ventas mediante comercio electrónico (miles de euros),total,173347240.0
2021,J.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,28.47
2021,J.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,40.71
2021,J.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,83.08
2021,J.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,11.9
2021,J.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,5.02
2021,J.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,21.78
2021,J.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,91.92
2021,J.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,32.4
2021,J.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,16.52
2021,J.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,13.47
2021,J.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,10.45
2021,J.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,7.51
2021,J.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,3.14
2021,J.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,1.69
2021,J.1.2.G ventas mediante páginas web o apps (miles de euros),total,49665744.7
2021,J.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,8.16
2021,J.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,15.77
2021,J.1.3.A % ventas realizadas por su propia página web o app (3),total,93.81
2021,J.1.3.B % ventas realizadas por marketplace (3),total,6.19
2021,J.1.4.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,53.03
2021,J.1.4.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,45.95
2021,J.1.4.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,1.03
2021,J.1.5.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,91.51
2021,J.1.5.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,4.65
2021,J.1.5.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,3.84
2021,J.1.6 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (6) (1),total,50.36
2021,J.1.6.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(6) (1),total,40.77
2021,J.1.6.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(6) (1),total,18.92
