anio,indicador,tamano_empresa,valor
2020,K.1 % de empresas que han realizado ventas por comercio electrónico,total,26.86
2020,K.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,24.88
2020,K.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,22.25
2020,K.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,19.82
2020,K.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,16.36
2020,K.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,10.18
2020,K.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,6.47
2020,K.1.G ventas mediante comercio electrónico (miles de euros),total,275397939.0
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.07
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,37.84
2020,K.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,86.29
2020,K.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,10.78
2020,K.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,2.93
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,23.21
2020,K.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,90.12
2020,K.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,38.56
2020,K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,20.98
2020,K.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,18.02
2020,K.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,15.74
2020,K.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,12.57
2020,K.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,7.05
2020,K.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,4.11
2020,K.1.2.G ventas mediante páginas web o apps (miles de euros),total,107887009.0
2020,K.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,7.47
2020,K.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,19.93
2020,K.1.3.A % ventas realizadas por su propia página web o app (3),total,84.87
2020,K.1.3.B % ventas realizadas por marketplace (3),total,15.13
2020,K.1.4.A % de empresas que vendieron a través de una única plataforma digital (6),total,42.8
2020,K.1.4.B % de empresas que vendieron a través de dos plataformas digitales (6),total,15.78
2020,K.1.4.C % de empresas que vendieron a través de tres o más plataformas digitales (6),total,41.42
2020,K.1.5 % de empresas con ventas en plataformas digitales y la mayoría de las ventas provienen de una sola plataforma digital(7),total,46.23
2020,K.1.6.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,52.47
2020,K.1.6.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,45.52
2020,K.1.6.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,2.02
2020,K.1.7.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,88.04
2020,K.1.7.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,8.3
2020,K.1.7.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,3.66
2020,K.1.8 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (8) (1),total,31.3
2020,K.1.8.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(8) (1),total,20.0
2020,K.1.8.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(8) (1),total,10.27
2020,K.1.8.C % de empresas con ventas a la UE con dificultades por la adaptación del etiquetado del producto(8) (1),total,5.82
2020,K.1.8.D % de empresas con ventas a la UE con dificultades por falta de conocimiento de lenguas extranjeras para comunicarse con clientes(8) (1),total,8.25
2020,K.1.8.E % de empresas con ventas a la UE con dificultades por las restricciones de sus socios comerciales con la UE(8) (1),total,8.63
2020,K.1.8.F % de empresas con ventas a la UE con dificultades relacionadas con el sistema del IVA(8) (1),total,10.61
2020,K.1.8.G % de empresas con ventas a la UE con dificultades por problemas con la seguridad TIC(8) (1),total,5.81
2020,K.1.9 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,6.49
2020,K.1.10.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,6.3
2020,K.1.10.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,5.92
2020,K.1.10.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,5.53
2020,K.1.10.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,4.65
2020,K.1.10.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,3.19
2020,K.1.10.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,2.11
2020,K.1.10.G ventas mediante mensajes tipo EDI (miles de euros),total,167510930.0
2020,K.1.10.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,11.6
2020,K.1.10.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,43.45
2020,K.1.11.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,96.05
2020,K.1.11.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,3.95
2020,K.1.12.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,85.16
2020,K.1.12.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,12.37
2020,K.1.12.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,2.47
2020,K.1 % de empresas que han realizado ventas por comercio electrónico,total,24.19
2020,K.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,22.24
2020,K.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,19.87
2020,K.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,17.54
2020,K.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,14.12
2020,K.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,9.15
2020,K.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,6.25
2020,K.1.G ventas mediante comercio electrónico (miles de euros),total,148787567.0
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,26.79
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,49.01
2020,K.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,84.36
2020,K.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,12.93
2020,K.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,2.72
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,16.73
2020,K.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,90.3
2020,K.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,32.85
2020,K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,14.3
2020,K.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,11.78
2020,K.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,9.4
2020,K.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,6.7
2020,K.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,2.92
2020,K.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,1.31
2020,K.1.2.G ventas mediante páginas web o apps (miles de euros),total,40316238.2
2020,K.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,7.26
2020,K.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,22.44
2020,K.1.3.A % ventas realizadas por su propia página web o app (3),total,93.41
2020,K.1.3.B % ventas realizadas por marketplace (3),total,6.59
2020,K.1.4.A % de empresas que vendieron a través de una única plataforma digital (6),total,53.98
2020,K.1.4.B % de empresas que vendieron a través de dos plataformas digitales (6),total,23.73
2020,K.1.4.C % de empresas que vendieron a través de tres o más plataformas digitales (6),total,22.29
2020,K.1.5 % de empresas con ventas en plataformas digitales y la mayoría de las ventas provienen de una sola plataforma digital(7),total,55.41
2020,K.1.6.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,49.46
2020,K.1.6.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,49.38
2020,K.1.6.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,1.16
2020,K.1.7.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,91.3
2020,K.1.7.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,5.98
2020,K.1.7.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,2.72
2020,K.1.8 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (8) (1),total,39.74
2020,K.1.8.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(8) (1),total,31.28
2020,K.1.8.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(8) (1),total,9.32
2020,K.1.8.C % de empresas con ventas a la UE con dificultades por la adaptación del etiquetado del producto(8) (1),total,9.63
2020,K.1.8.D % de empresas con ventas a la UE con dificultades por falta de conocimiento de lenguas extranjeras para comunicarse con clientes(8) (1),total,6.94
2020,K.1.8.E % de empresas con ventas a la UE con dificultades por las restricciones de sus socios comerciales con la UE(8) (1),total,8.46
2020,K.1.8.F % de empresas con ventas a la UE con dificultades relacionadas con el sistema del IVA(8) (1),total,11.9
2020,K.1.8.G % de empresas con ventas a la UE con dificultades por problemas con la seguridad TIC(8) (1),total,5.57
2020,K.1.9 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,11.08
2020,K.1.10.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,10.78
2020,K.1.10.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,10.16
2020,K.1.10.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,9.62
2020,K.1.10.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,8.04
2020,K.1.10.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,6.14
2020,K.1.10.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,4.8
2020,K.1.10.G ventas mediante mensajes tipo EDI (miles de euros),total,108471329.0
2020,K.1.10.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,19.53
2020,K.1.10.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,51.71
2020,K.1.11.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,98.42
2020,K.1.11.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,1.58
2020,K.1.12.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,81.77
2020,K.1.12.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,15.51
2020,K.1.12.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,2.71
2020,K.1 % de empresas que han realizado ventas por comercio electrónico,total,33.04
2020,K.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,30.46
2020,K.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,27.76
2020,K.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,24.59
2020,K.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,20.01
2020,K.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,13.6
2020,K.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,8.79
2020,K.1.G ventas mediante comercio electrónico (miles de euros),total,34858979.3
2020,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,24.5
2020,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,41.14
2020,K.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,90.52
2020,K.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,8.03
2020,K.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,1.45
2020,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,22.59
2020,K.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,94.24
2020,K.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,33.5
2020,K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,19.03
2020,K.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,15.82
2020,K.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,12.59
2020,K.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,8.79
2020,K.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,4.64
2020,K.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,1.83
2020,K.1.2.G ventas mediante páginas web o apps (miles de euros),total,4936218.42
2020,K.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,3.47
2020,K.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,10.88
2020,K.1.3.A % ventas realizadas por su propia página web o app (3),total,72.2
2020,K.1.3.B % ventas realizadas por marketplace (3),total,27.8
2020,K.1.4.A % de empresas que vendieron a través de una única plataforma digital (6),total,47.44
2020,K.1.4.B % de empresas que vendieron a través de dos plataformas digitales (6),total,22.4
2020,K.1.4.C % de empresas que vendieron a través de tres o más plataformas digitales (6),total,30.17
2020,K.1.5 % de empresas con ventas en plataformas digitales y la mayoría de las ventas provienen de una sola plataforma digital(7),total,42.51
2020,K.1.6.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,36.3
2020,K.1.6.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,61.39
2020,K.1.6.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,2.31
2020,K.1.7.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,84.87
2020,K.1.7.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,11.71
2020,K.1.7.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,3.42
2020,K.1.8 % de empresas con ventas a la UE por web o apps que tuvieron dificultades (8) (1),total,46.99
2020,K.1.8.A % de empresas con ventas a la UE con dificultades por los elevados costes de entrega o devolución de productos(8) (1),total,37.12
2020,K.1.8.B % de empresas con ventas a la UE con dificultades por la dificultad de resolver quejas sobre las ventas(8) (1),total,9.67
2020,K.1.8.C % de empresas con ventas a la UE con dificultades por la adaptación del etiquetado del producto(8) (1),total,13.26
2020,K.1.8.D % de empresas con ventas a la UE con dificultades por falta de conocimiento de lenguas extranjeras para comunicarse con clientes(8) (1),total,12.37
2020,K.1.8.E % de empresas con ventas a la UE con dificultades por las restricciones de sus socios comerciales con la UE(8) (1),total,13.38
2020,K.1.8.F % de empresas con ventas a la UE con dificultades relacionadas con el sistema del IVA(8) (1),total,12.12
2020,K.1.8.G % de empresas con ventas a la UE con dificultades por problemas con la seguridad TIC(8) (1),total,7.53
2020,K.1.9 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,16.9
