anio,indicador,tamano_empresa,valor
2023,"I.1 % de empresas que han realizado ventas por comercio electrónico mediante páginas web, aplicaciones móviles o mensajes tipo EDI (0)",total,30.67
2023,I.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales (0),total,27.45
2023,I.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales (0),total,24.53
2023,I.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales (0),total,21.68
2023,I.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales (0),total,18.28
2023,I.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales (0),total,10.28
2023,I.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales (0),total,6.13
2023,I.1.G ventas mediante comercio electrónico (miles de euros),total,385843739.0
2023,I.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.59
2023,I.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,31.03
2023,"I.1.1 % de empresas que han realizado ventas mediante páginas web, apps o plataformas digitales (marketplace) (0)",total,27.44
2023,I.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (1),total,92.37
2023,I.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (1),total,34.55
2023,I.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales (0),total,23.63
2023,I.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales (0),total,20.52
2023,I.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales (0),total,17.67
2023,I.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales (0),total,14.11
2023,I.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales (0),total,7.2
2023,I.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales (0),total,4.09
2023,I.1.2.G ventas mediante páginas web o apps (miles de euros),total,175374704.0
2023,I.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,8.9
