anio,indicador,tamano_empresa,valor
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,19.61
2017,L.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,18.14
2017,L.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,16.74
2017,L.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,15.43
2017,L.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,13.1
2017,L.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,8.3
2017,L.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,5.37
2017,L.1.G ventas mediante comercio electrónico (miles de euros),total,259515601.0
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,17.31
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,38.51
2017,L.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,77.03
2017,L.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,17.64
2017,L.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,5.34
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,15.12
2017,L.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,13.48
2017,L.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,11.98
2017,L.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,10.8
2017,L.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,8.73
2017,L.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,4.93
2017,L.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,3.03
2017,L.1.2.G ventas mediante páginas web o apps (miles de euros),total,109042490.0
2017,L.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,7.27
2017,L.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,22.7
2017,L.1.3.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,37.0
2017,L.1.3.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,61.6
2017,L.1.3.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,1.39
2017,L.1.4.A % de empresas que recibieron pedidos/reservas por su página web o app (5),total,94.46
2017,L.1.4.B % de empresas que reciberon pedidos/reservas por un marketplace (5),total,33.83
2017,L.1.5.A % ventas realizadas por su propia página web o app (3),total,89.73
2017,L.1.5.B % ventas realizadas por marketplace (3),total,10.27
2017,L.1.6.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,78.04
2017,L.1.6.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,16.08
2017,L.1.6.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,5.88
2017,L.1.7 % de empresas con ventas a la UE por web o apps que tuvieron limitaciones (6) (1),total,4.46
2017,L.1.8 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,6.9
2017,L.1.9.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,6.76
2017,L.1.9.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,6.48
2017,L.1.9.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,6.02
2017,L.1.9.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,5.38
2017,L.1.9.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,3.4
2017,L.1.9.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,2.11
2017,L.1.9.G ventas mediante mensajes tipo EDI (miles de euros),total,150473112.0
2017,L.1.9.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,10.04
2017,L.1.9.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,45.26
2017,L.1.10.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,88.47
2017,L.1.10.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,11.53
2017,L.1.11.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,76.29
2017,L.1.11.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,18.76
2017,L.1.11.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,4.95
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,18.59
2017,L.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,16.58
2017,L.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,15.13
2017,L.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,13.41
2017,L.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,10.95
2017,L.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,6.6
2017,L.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,4.27
2017,L.1.G ventas mediante comercio electrónico (miles de euros),total,135844033.0
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,22.45
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,50.12
2017,L.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,71.39
2017,L.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,23.37
2017,L.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,5.24
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,10.53
2017,L.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,8.13
2017,L.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,6.42
2017,L.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,5.13
2017,L.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,3.36
2017,L.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,1.19
2017,L.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,0.75
2017,L.1.2.G ventas mediante páginas web o apps (miles de euros),total,37087156.3
2017,L.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,6.13
2017,L.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,25.01
2017,L.1.3.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,28.95
2017,L.1.3.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,70.01
2017,L.1.3.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,1.04
2017,L.1.4.A % de empresas que recibieron pedidos/reservas por su página web o app (5),total,94.79
2017,L.1.4.B % de empresas que reciberon pedidos/reservas por un marketplace (5),total,18.89
2017,L.1.5.A % ventas realizadas por su propia página web o app (3),total,95.4
2017,L.1.5.B % ventas realizadas por marketplace (3),total,4.6
2017,L.1.6.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,73.87
2017,L.1.6.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,21.55
2017,L.1.6.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,4.58
2017,L.1.7 % de empresas con ventas a la UE por web o apps que tuvieron limitaciones (6) (1),total,4.3
2017,L.1.8 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,10.66
2017,L.1.9.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,10.37
2017,L.1.9.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,10.06
2017,L.1.9.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,9.28
2017,L.1.9.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,8.12
2017,L.1.9.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,5.42
2017,L.1.9.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,3.32
2017,L.1.9.G ventas mediante mensajes tipo EDI (miles de euros),total,98756876.6
2017,L.1.9.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,16.32
2017,L.1.9.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,49.13
2017,L.1.10.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,85.92
2017,L.1.10.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,14.08
2017,L.1.11.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,70.46
2017,L.1.11.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,24.06
2017,L.1.11.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,5.49
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,26.02
2017,L.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,21.75
2017,L.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,19.79
2017,L.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,17.26
2017,L.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,14.2
2017,L.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,8.07
2017,L.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,4.56
2017,L.1.G ventas mediante comercio electrónico (miles de euros),total,31354428.3
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,22.32
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,41.36
2017,L.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,87.16
2017,L.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,10.79
2017,L.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,2.06
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,15.29
2017,L.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,10.5
2017,L.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,8.1
2017,L.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,6.08
2017,L.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,3.81
2017,L.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,1.21
2017,L.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,0.82
2017,L.1.2.G ventas mediante páginas web o apps (miles de euros),total,4777869.85
2017,L.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,3.4
2017,L.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,13.01
2017,L.1.3.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,20.45
2017,L.1.3.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,78.85
2017,L.1.3.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,0.7
2017,L.1.4.A % de empresas que recibieron pedidos/reservas por su página web o app (5),total,93.29
2017,L.1.4.B % de empresas que reciberon pedidos/reservas por un marketplace (5),total,21.28
2017,L.1.5.A % ventas realizadas por su propia página web o app (3),total,84.02
2017,L.1.5.B % ventas realizadas por marketplace (3),total,15.98
2017,L.1.6.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,80.82
2017,L.1.6.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,13.25
2017,L.1.6.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,5.94
2017,L.1.7 % de empresas con ventas a la UE por web o apps que tuvieron limitaciones (6) (1),total,4.02
2017,L.1.8 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,14.84
2017,L.1.9.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,14.32
2017,L.1.9.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,13.76
2017,L.1.9.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,12.62
2017,L.1.9.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,10.88
2017,L.1.9.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,6.83
2017,L.1.9.F % de empresas cuyas ventas mediante mensajes tipo EDI son >= 50% ventas totales,total,3.73
2017,L.1.9.G ventas mediante mensajes tipo EDI (miles de euros),total,26576558.5
2017,L.1.9.H % ventas mediante mensajes tipo EDI sobre el total de ventas,total,18.92
2017,L.1.9.I % ventas mediante mensajes tipo EDI sobre el total de ventas de las empresas que venden por mensajes tipo EDI,total,40.56
2017,L.1.10.A Distribución de ventas mediante EDI realizadas a otras empresas (B2B) (4),total,99.22
2017,L.1.10.B Distribución de ventas mediante EDI realizadas a la Administración Pública (B2G) (4),total,0.78
2017,L.1.11.A Distribución de ventas mediante mensajes tipo EDI por área geográfica: España(4),total,88.3
2017,L.1.11.B Distribución de ventas mediante mensajes tipo EDI por área geográfica: Otros países de la UE(4)(1),total,10.34
2017,L.1.11.C Distribución de ventas mediante mensajes tipo EDI por área geográfica: Resto de países (4),total,1.3
2017,L.1 % de empresas que han realizado ventas por comercio electrónico,total,17.59
2017,L.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,16.78
2017,L.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,14.73
2017,L.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,12.63
2017,L.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,9.57
2017,L.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,6.0
2017,L.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,4.0
2017,L.1.G ventas mediante comercio electrónico (miles de euros),total,38991889.1
2017,L.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,27.45
2017,L.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,58.27
2017,L.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,90.6
2017,L.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,6.78
2017,L.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,2.62
2017,L.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,10.23
2017,L.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,9.18
2017,L.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,7.27
