anio,indicador,tamano_empresa,valor
2019,K.1 % de empresas que han realizado ventas por comercio electrónico,total,25.46
2019,K.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,22.94
2019,K.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,20.92
2019,K.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,18.63
2019,K.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,15.46
2019,K.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,9.32
2019,K.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,5.69
2019,K.1.G ventas mediante comercio electrónico (miles de euros),total,307424523.0
2019,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,19.34
2019,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,39.13
2019,K.1.J Distribución de ventas por comercio electrónico por área geográfica: España(2),total,81.27
2019,K.1.K Distribución de ventas por comercio electrónico por área geográfica: Otros países de la UE(2)(1),total,13.94
2019,K.1.L Distribución de ventas por comercio electrónico por área geográfica: Resto de países (2),total,4.78
2019,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,21.64
2019,K.1.1.A % de empresas que recibieron pedidos/reservas por su propia página web o app (5),total,88.8
2019,K.1.1.B % de empresas que reciberon pedidos/reservas por una plataforma digital (marketplace) (5),total,41.72
2019,K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,18.86
2019,K.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,16.69
2019,K.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,14.52
2019,K.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,11.35
2019,K.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,6.15
2019,K.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,3.43
2019,K.1.2.G ventas mediante páginas web o apps (miles de euros),total,122974467.0
2019,K.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,7.74
2019,K.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,20.82
2019,K.1.3.A % ventas realizadas por su propia página web o app (3),total,82.29
2019,K.1.3.B % ventas realizadas por marketplace (3),total,17.71
2019,K.1.4.A % de empresas que vendieron a través de una única plataforma digital (6),total,41.1
2019,K.1.4.B % de empresas que vendieron a través de dos plataformas digitales (6),total,14.23
2019,K.1.4.C % de empresas que vendieron a través de tres o más plataformas digitales (6),total,44.66
2019,K.1.5 % de empresas con ventas en plataformas digitales y la mayoría de las ventas provienen de una sola plataforma digital(7),total,43.58
2019,K.1.6.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (3),total,46.48
2019,K.1.6.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (3),total,51.67
2019,K.1.6.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (3),total,1.85
2019,K.1.7.A Distribución de ventas mediante páginas web o apps por área geográfica: España(3),total,82.0
2019,K.1.7.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(3)(1),total,13.07
2019,K.1.7.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (3),total,4.93
2019,K.1.8. % de empresas con ventas mediante web o apps que tuvieron dificultades relacionadas con la seguridad TIC o protección de datos (5),total,3.6
2019,K.1.9 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,6.63
2019,K.1.10.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,6.43
2019,K.1.10.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,6.0
2019,K.1.10.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,5.62
2019,K.1.10.D % de empresas cuyas ventas mediante mensajes tipo EDI son >= 10% ventas totales,total,5.03
2019,K.1.10.E % de empresas cuyas ventas mediante mensajes tipo EDI son >= 25% ventas totales,total,3.46
